port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Turkmenbashi - Krasnovodsk,56,24,2008,2004,2003,2008,265099805,263139800,470,1419,1064,863,286,21499
Cheleken - Krasnovodsk,35,15,2004,2001,2009,2009,49585523,63553019,238,429,448,422,74,5586
Turkmenbashi - Cheleken,14,7,1999,2003,2005,2005,38941526,45046337,799,1153,1196,1127,41,3085
