port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Al Kuwayt - Shuaiba,122,42,2006,2006,2007,2006,206143284,235460837,70,257,85,86,155,11821
Shuaiba - Mina Ash Shuaybah,109,19,2011,2010,2009,2010,5994420,4694115,66,339,56,34,28,2122
Mina Ash Shuaybah - Mina Al Ahmadi,133,52,2010,2011,2010,2010,51619929,77796962,93,244,30,26,183,13964
Mina Al Ahmadi - Shuaiba,282,23,2010,2010,2009,2008,33360166,36593989,75,309,94,87,144,10808
Mina Al Ahmadi - Al Kuwayt,44,11,2008,2010,2008,2008,21891315,26312503,98,1567,174,166,59,4440
Mina Al Ahmadi - Mina Abd Allah,21,9,2010,2010,2008,2006,8111203,7220245,237,468,346,306,34,2584
Kuwait - Al Kuwayt,9,9,2009,2009,2008,2003,11692129,9925105,38,809,49,101,9,673
Mina Ash Shuaybah - Al Kuwayt,5,4,2010,2009,2008,2010,459620,496592,270,246,236,229,6,459
Mina Abd Allah - Shuaiba,11,7,2008,2008,2004,2003,4223171,3393503,88,270,420,452,7,491
Mina Al Ahmadi - Salmiya,7,2,2012,2012,2013,2013,5442783,4728902,387,764,812,863,8,600
Al Kuwayt - Mina Abd Allah,3,3,2014,2014,2013,2013,2058087,1886312,431,672,974,942,6,475
Mina Abd Allah - Mina Ash Shuaybah,3,2,2006,2008,2008,2007,494005,186830,496,439,431,440,6,429
Al Jahra - Kuwait,3,3,2008,2008,2007,2007,1006612,1642294,240,429,527,505,3,193
Al Jahra - Al Kuwayt,5,5,2009,2009,2010,2009,4299119,7015025,830,1100,901,978,7,558
Salmiya - Al Kuwayt,17,14,2005,2003,1999,2001,5230442,3187627,57,454,144,59,19,1431
Kuwait - Salmiya,3,3,1998,1998,2000,2001,4766631,6709868,604,3149,2437,2867,2,129
Kuwait - Mina Abd Allah,1,1,2015,2015,2015,2015,45299,26479,155,155,155,155,0,22
Kuwait - Shuaiba,3,2,2005,2004,2009,2009,135432303,156171063,1554,1717,1878,1879,13,1033
Shuaiba - Salmiya,1,1,1997,1997,1997,1997,5064,4687,42,42,42,42,0,7
Mina Abd Allah - Salmiya,1,1,2012,2012,2012,2012,419350,313830,527,527,527,527,1,88
