int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Shuaiba,1617,654,2002,2006,2005,2005,26020751768,39129549647,475,956,765,747,3867,297849
Mina Al Ahmadi,998,607,2009,2009,2009,2009,175534602804,305234956087,608,1606,1641,1582,12342,918929
Al Kuwayt,1125,416,2005,2006,2004,2004,13225646350,13030489065,367,644,502,576,2003,153695
Mina Ash Shuaybah,162,128,2010,2009,2011,2010,7560780048,13034698454,600,976,1200,1201,1110,85948
Al Jahra,26,14,2004,2002,1992,2000,11188753,13299662,250,826,776,549,35,2593
Salmiya,35,28,2000,2000,1997,1997,66372881,104963897,360,1294,388,411,34,2557
Mina Abd Allah,36,28,2007,2006,1999,2000,750724522,1155697356,365,781,772,678,143,11045
Kuwait,43,36,2000,2001,2007,2005,192397862,160275530,424,794,402,432,100,7514
