int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,548,227,1998,2003,2005,2006,4307263677,5728671164,525,1365,925,912,916,69998
Oil tanker,844,487,2009,2009,2009,2009,350421839922,669219490883,1650,3009,3528,3545,23066,1786553
Chemical tanker,373,199,2010,2009,2011,2011,13834111740,21850412315,1215,1714,1891,1874,2285,176594
Bulk carrier,806,314,2002,2008,2003,2003,17682158642,30820718839,551,896,720,720,1553,120116
Container,477,44,2006,2002,2005,2005,5864345083,7194956181,485,496,510,513,984,75860
Vehicle,259,162,2008,2008,2009,2008,29574957468,10060268237,620,1611,1921,1943,1642,127188
Service - other,20,14,2006,2007,1997,1996,35612362,39873562,212,4791,1644,1908,66,4985
Service - tug,263,96,2004,2004,2003,2001,53783259,44302500,305,755,483,528,165,12400
Offshore,83,24,2012,2007,2002,2002,2132210855,3883910000,84,1434,2965,3920,178,13554
Liquefied gas tanker,167,114,2008,2008,2009,2009,27220712975,28771154435,2428,2830,2501,2669,3320,243697
Ro-Ro,111,28,2007,2005,2010,2009,431309167,254440919,321,657,1774,1240,153,11632
Refrigerated bulk,32,4,2007,2007,2007,2007,140527990,131666999,197,271,312,312,98,7455
Ferry-RoPax,1,1,1979,1979,1979,1979,6497043,1328941,12305,12305,12305,12305,9,681
Ferry-pax only,58,2,1993,1982,1993,1993,43038429,3924379,697,523,1190,1167,49,3708
