int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,548,227,1998,2003,2003,2007,5576886884,6667275276,412,1274,1198,1061,1057,80937
Oil tanker,844,487,2009,2009,2009,2009,146881555399,280348657870,600,1168,1479,1485,8918,690739
Chemical tanker,373,199,2010,2009,2012,2012,8027927913,12564581508,609,793,1097,1078,1648,127046
Bulk carrier,806,314,2002,2008,2004,2004,16857276189,29408882329,482,969,686,687,1797,139074
Container,477,44,2006,2002,2005,2005,5408565638,6589118297,465,486,470,470,1168,89841
Vehicle,259,162,2008,2008,2007,2007,6754564538,2423466084,295,415,439,468,432,33489
Service - other,20,14,2006,2007,2006,2006,15688823,16062744,305,606,724,768,21,1580
Service - tug,263,96,2004,2004,2003,2002,52605721,44529475,259,719,472,531,159,11902
Offshore,83,24,2012,2007,2003,2002,1488807456,2683516370,211,1647,2070,2709,142,10746
Liquefied gas tanker,167,114,2008,2008,2010,2010,31551955633,30551121240,1385,2941,2899,2834,3874,263212
Ro-Ro,111,28,2007,2005,1990,1990,401602526,276525623,297,961,1652,1348,256,19354
Refrigerated bulk,32,4,2007,2007,2007,2007,303338608,284837032,292,319,674,675,108,8273
Ferry-RoPax,1,1,1979,1979,1979,1979,12493833,2555557,23663,23663,23663,23663,18,1362
Ferry-pax only,58,2,1993,1982,1991,1990,29195826,2800291,412,1093,807,833,34,2576
