port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Pula - Kraljevica,3,3,2002,2002,1999,1998,42694,26542,80,81,82,82,1,49
Veli Losinj - Stari Grad,2,2,2000,2000,2004,2007,16902812,20207525,520,520,515,510,3,214
Vranjic - Kraljevica,51,7,2005,2004,2007,2007,54303680,78431425,190,284,254,255,30,2295
Rijeka Luka - Drvenik,9,7,1998,1999,2000,2000,22154406,27099656,293,451,345,346,5,373
Novalja - Valbiska,4,1,1992,1992,1992,1992,894646,187164,494,494,468,468,1,71
Komiza - Susak,2,2,1992,1992,1991,1991,2634838,3322140,435,435,487,478,1,64
Valbiska - Rijeka Luka,9,2,1995,2004,1992,1993,6222298,1356963,643,406,1357,899,5,338
Rijeka Luka - Novalja,42,1,1992,1992,1992,1992,26673804,5580294,648,648,1329,1329,22,1663
Novalja - Malinska,2,1,1992,1992,1992,1992,477870,99973,500,500,500,500,0,29
Malinska - Rijeka Luka,4,1,1992,1992,1992,1992,11002360,2301749,4409,4409,5754,5754,9,702
Rijeka Luka - Rab,11,2,2011,2005,1996,1995,1136685,228923,45,349,210,244,1,89
Rab - Novalja,7,4,1991,1990,1999,1994,16704021,5093505,385,1608,2148,2236,6,440
Novalja - Lopar,1,1,1992,1992,1992,1992,175974,36815,368,368,368,368,0,12
Lopar - Rijeka Luka,5,1,1992,1992,1992,1992,972641,203481,212,212,407,407,1,60
Valbiska - Malinska,1,1,1992,1992,1992,1992,145076,30351,304,304,304,304,0,9
Malinska - Rab,1,1,1992,1992,1992,1992,481824,100800,1008,1008,1008,1008,0,33
Ploce - Vranjic,9,6,2003,2001,2005,2005,4825212,5560314,68,152,79,76,3,223
Vis - Komiza,6,2,1999,1998,2000,2000,2096952,898531,2296,2410,2539,2518,7,497
Brioni - Unije,8,6,1985,1987,2003,2001,1517278,527180,329,465,639,572,4,287
Unije - Mali Losinj,23,9,1976,1992,1968,1976,27579728,4661190,1291,2394,2973,1974,38,2844
Komiza - Zirje,5,4,1996,1996,1995,1995,14783953,18019971,387,1033,987,913,5,400
Vis - Ubli,25,8,1995,1988,1994,1991,29389679,11927381,231,312,434,371,13,989
Vis - Zirje,8,7,1999,1999,2008,2008,11960644,11457419,1270,2226,722,503,17,1274
Vis - Obonjan,7,3,1999,1996,1998,2000,1690511,573628,1072,894,405,944,4,284
Obonjan - Komiza,6,2,2000,1998,2000,2000,431200,183245,432,432,539,538,1,99
Rijeka Luka - Omisalj,33,6,2002,2000,2006,2006,3194297,1971447,157,274,320,319,20,1476
Milna - Hvar,196,15,2000,1997,2002,2001,173561742,18078435,861,591,1127,1034,136,10246
Vela Luka - Ploce,5,5,2002,2002,2003,2004,17721631,30249550,122,190,285,287,3,193
Ploce - Sibenik,1,1,1997,1997,1997,1997,839965,1267257,244,244,244,244,0,37
Milna - Split,102,13,1998,1999,2001,2000,115073135,16272661,689,807,799,763,67,5044
