int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Kraljevica,66,49,2003,2002,2007,2007,1073315040,1801758763,878,1038,1163,1179,183,14065
Mali Losinj,30,17,1997,2001,2001,1999,12949236,12845829,325,710,306,363,17,1301
Rijeka Luka,448,221,2003,2001,2008,2008,6364549691,7265020855,226,794,430,447,841,64831
Pula,58,42,1998,1998,1997,1995,113128230,127660499,567,1655,503,510,103,7795
Stari Grad,20,14,1996,2000,2004,2007,208461600,305274609,586,4237,921,1079,41,3139
Kostrena,77,72,2004,2004,2005,2005,1601698594,2474302853,811,1097,1134,1152,364,28022
Drvenik,28,25,1995,1995,2002,2004,196194230,264457430,1024,1511,1013,1027,49,3771
Susak,25,23,1998,1998,2006,2006,148942148,211154051,912,2049,451,530,61,4629
Pucisca,13,6,1987,1991,1992,1998,15306959,14618164,173,2149,376,266,12,892
Gazenica,51,16,2004,1998,2004,2007,733022171,157215985,162,402,251,353,285,22046
Valbiska,3,3,1986,1986,1984,1985,12267118,2522774,308,1680,992,1061,14,1016
Bakar,25,22,2004,2003,2009,2009,750313757,1370404023,811,867,1225,1243,71,5523
Vranjic,197,115,1997,1997,2003,2003,790627929,1058557362,598,831,817,814,217,16617
Vela Luka,66,61,1998,1998,2006,2007,983415140,1605553163,784,1110,1436,1560,136,10409
Ubli,71,46,1988,1990,1992,1992,703988844,670767385,1106,1751,1547,1771,179,13755
Sveti Kajo,203,53,1977,1999,1999,2000,337326776,474508430,231,1100,698,730,100,7640
Moscenicka Draga,2,2,2007,2007,2006,2007,13027680,14320644,149,149,138,140,3,197
Lamjane,3,3,1990,1990,1985,1986,5986976,2384700,160,6028,381,253,10,749
Komiza,38,31,1992,1995,1994,1997,393291611,199558532,917,1769,1256,1124,111,8507
Rovinj,63,22,2001,1997,2006,2000,69098092,34652875,150,361,183,467,60,4561
