int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Omisalj,100,82,2007,2007,2008,2008,8951000520,16668401758,1012,1851,1549,1554,795,61477
Sibenik,26,21,2000,1999,2006,2005,150554288,131504760,376,655,342,746,42,3244
Supetar,8,8,1997,1997,2005,2004,31541533,5733768,915,1530,2795,2554,31,2323
Hvar,76,45,1996,1994,2002,2008,802207048,477369023,470,3537,681,928,250,19102
Viganj,12,12,2001,2001,2008,2010,223989119,250621117,725,944,906,1297,41,3142
Ist,4,4,1994,1994,1994,1998,56423102,35286895,1066,1446,530,293,19,1471
Primosten,13,13,1997,1997,1998,1998,198350699,294108592,1020,1390,2079,2127,36,2743
Plomin,6,5,2012,2012,2014,2014,752501105,1392156321,2641,2613,2114,2570,48,3745
Split,311,50,1989,1999,1998,1996,4677009681,513247402,209,2104,384,373,1316,101458
Sustjepan,65,25,2004,2006,2002,2002,1393025592,142831385,218,337,288,288,357,27662
Jadrija,8,6,1996,1995,2004,2010,155714261,119170035,312,1223,430,1818,48,3694
Ploce,60,53,2001,2002,2009,2010,613341519,1008340284,716,1082,795,805,112,8548
Lastovo,19,18,1995,1994,1997,1996,241449218,88792613,594,975,1488,1127,58,4441
Sudurad,2,2,1982,1982,2001,2001,90256168,11557792,3979,3979,989,980,25,1956
Lopud,1,1,2002,2002,2002,2002,79771702,10318392,877,877,877,877,23,1765
Trpanj,13,12,2001,2001,2005,2005,120661271,200153730,538,591,763,824,20,1535
Tunarica,154,44,1978,1983,1980,1981,412630654,442574892,887,1076,960,875,116,8833
Cavtat,5,5,1988,1988,1989,1988,40892665,4710917,453,494,618,637,10,780
Trogir,10,10,1985,1985,1995,1997,138289934,141917538,806,4375,1604,2240,60,4571
Rogoznica,8,8,1999,1999,2001,2000,17443344,25933082,939,872,665,907,18,1368
Martinscica,1,1,2012,2012,2012,2012,1031719,1574925,286,286,286,286,0,26
Koromacno,18,14,1985,1988,1990,1994,84620371,98148253,1142,1302,999,888,22,1657
Brioni,22,20,1994,1995,2011,2010,64582288,65064576,98,894,654,651,23,1772
Polace,3,3,1997,1997,1994,1992,16226167,20060602,1147,1281,1527,1489,6,430
Senj,1,1,2008,2008,2008,2008,3776083,4420622,718,718,718,718,1,41
Sucurac,1,1,1993,1993,1993,1993,20918244,20008486,6670,6670,6670,6670,14,1033
Bozava,4,4,2000,2000,1998,2004,77179524,36922818,1650,2241,535,294,20,1547
Obonjan,12,9,1997,1995,2002,1995,85890306,36884841,553,568,495,579,23,1786
Jelsa,5,5,1999,1999,1995,1999,14793067,18099506,692,4619,945,847,9,672
Vis,16,14,1989,1988,1999,1998,302014724,132713916,641,1373,2525,1602,79,6098
Antenal,1,1,1974,1974,1974,1974,260784,424867,171,171,171,171,0,21
Unije,23,16,1983,1989,1990,1993,73942775,69928133,920,758,350,380,21,1602
Zadar,9,8,2004,2003,2004,2001,60768245,37323790,157,223,217,527,16,1264
Kolocep,6,6,1990,1990,1994,1993,74505459,9490653,465,453,407,441,18,1423
Biograd Na Moru,2,2,1968,1968,1968,1968,3197573,1448962,10279,10279,10803,11146,9,654
Dubrovnik,113,11,1985,2002,1999,1998,684638640,70449967,107,321,263,240,204,15773
Kaprije,1,1,2009,2009,2009,2009,12434673,1019235,134,134,134,134,4,283
Silba,4,4,1994,1994,1993,1997,55542698,42839104,434,3024,487,747,17,1273
Preko,1,1,2010,2010,2010,2010,2074492,371628,650,650,650,650,2,187
Zlarin,1,1,1972,1972,1972,1972,3455060,5172440,812,812,812,812,1,111
Zirje,15,14,1998,1998,2003,2007,77548771,76837030,462,744,366,802,29,2235
Opatija,9,1,1991,1991,1991,1991,4145845,328469,121,121,137,137,5,404
Brbinj,4,4,2002,2002,2014,2012,258992399,88934948,684,16111,8692,2141,28,2087
Umag,7,7,1999,1999,2004,2005,11461103,15882551,78,144,67,63,9,695
Prapratno,1,1,1983,1983,1983,1983,7490313,1250819,2434,2434,2434,2434,5,351
Rabac,5,5,2001,2001,2004,2004,70070583,120083363,765,829,1088,1105,8,614
Korcula,9,7,1987,1988,1991,1990,33976224,4681740,268,404,405,404,10,760
Sucuraj,4,4,1993,1993,1996,1995,7345036,5155292,463,2975,1367,805,25,1857
Sali,11,11,1993,1993,1996,1998,48102662,66360699,473,1844,577,474,21,1556
Merag,3,3,1997,1997,2011,2004,149108477,47084120,30492,22871,27264,20208,123,9238
Veli Losinj,8,7,1992,1991,2001,1996,154085469,55152845,1376,6179,1081,1888,75,5661
Orebic,1,1,2005,2005,2005,2005,3189247,1102185,1289,1289,1289,1289,4,276
Zaliv Rasa,21,11,1977,1977,1977,1977,77495070,80147912,1280,1091,1247,1218,21,1615
Lokrum,27,13,2001,2001,2005,2009,226322066,48523715,272,256,302,431,58,4480
Vrsar,4,4,1998,1998,2003,2003,36867957,46098538,257,464,995,1001,7,530
Lopar,1,1,2014,2014,2014,2014,9073264,2252313,2371,2371,2371,2371,2,175
Sobra,4,2,1972,1980,1996,1996,44104547,5566850,554,554,560,561,9,669
Porec,20,3,1990,1993,1989,1989,23092670,9069241,751,668,3229,3334,35,2657
Starigrad,1,1,2016,2016,2016,2016,19788440,38062536,211,211,211,211,1,67
Rogac,4,4,1991,1991,2008,2007,14970234,2658635,715,1544,2919,2685,14,1015
Milna,3,2,2012,2010,2006,2004,1070935,192431,207,221,203,196,0,34
Pag,1,1,2003,2003,2003,2003,13277698,17691578,523,523,523,523,1,105
Prvic Sepurine,2,2,1986,1986,2010,2012,11075108,1077136,2471,2471,263,255,2,183
Cres,4,4,1999,1999,1996,2000,9585849,9094647,674,677,467,718,5,356
Sukosan,1,1,1985,1985,1985,1985,4676661,5628744,1232,1232,1232,1232,1,110
Kijevo,1,1,2008,2008,2008,2008,3315763,3981770,216,216,216,216,1,43
Vrboska,1,1,2018,2018,2018,2018,91791,9801,156,156,156,156,0,7
Rab,2,2,2000,2000,2003,1985,21237760,17668102,258,258,258,222,9,718
Dugi Rat,2,2,1969,1969,1960,1978,1390304,329091,1929,1929,707,185,0,28
Sisak,1,1,1994,1994,1994,1994,34656336,59431320,1326,1326,1326,1326,4,315
Pomena,2,2,1969,1969,1967,1954,2551323,599773,467,467,462,483,1,67
Slano,1,1,2007,2007,2007,2007,215358,51607,179,179,179,179,0,32
Novigrad,2,2,1982,1982,1976,1977,508939,115064,387,387,477,390,4,322
Trstenik,2,2,1990,1990,1993,1993,9582448,13919914,1206,1206,1190,1184,3,195
Nerezine,1,1,1981,1981,1981,1981,445165,605287,181,181,181,181,0,10
Misnjak,1,1,2018,2018,2018,2018,3771899,1005840,2515,2515,2515,2515,6,479
