Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,3631,619,74028,53615,1999,2004,2004,2006,259,870,445,694,21,82,104,171,8,50,28,40,13556.4,1038306,1058242,40313027,143812264,161651051,11102,40593,46989
Turks and Caicos Islands,125,22,1665,237,1998,2000,2002,2002,434,466,423,460,43,45,37,104,9,14,8,25,440.6,34020,34673,1007219,3077245,3081402,8058,26969,29411
Mexico,115,50,7989,5617,2004,2004,2008,2005,1102,1311,996,1241,73,161,92,114,11,64,18,20,1092.6,84290,85908,3851616,13555403,16252172,33492,126579,152485
Canada,87,42,5738,8605,2003,2006,2005,2005,1513,1964,1746,1790,117,182,164,173,23,34,28,29,696.7,53387,54412,5269933,13780995,15948933,60574,187092,224026
Portugal,56,24,15863,17226,2004,2005,2005,2005,3609,3545,3603,3642,199,207,198,199,18,20,21,19,2176.0,168521,171757,11465004,30043946,34107262,204732,617852,714063
Dominican Republic,54,33,1075,985,1994,2005,2005,2004,893,966,871,1209,92,111,146,188,28,34,44,54,216.3,16668,16988,765471,2931163,3335387,14175,59649,71435
Virgin Islands (U.S.),51,32,3503,1064,2008,2006,2011,2008,936,1018,896,987,45,108,63,86,7,38,13,18,741.8,57083,58179,1170235,5528514,6564683,22946,105337,121763
Cuba,49,31,963,442,1999,2001,1999,2004,400,542,464,685,32,144,85,214,8,47,28,18,216.2,16723,17044,569933,2231161,2551491,11631,44486,48679
Haiti,48,29,1493,973,2000,2007,2006,2004,603,782,997,1284,40,74,112,173,10,62,34,63,189.4,14634,14915,764215,3397261,3957819,15921,69507,83410
Jamaica,45,27,2399,659,2008,2007,2010,2008,749,735,789,817,43,76,53,97,9,30,12,24,424.5,32867,33498,543582,3114372,4072886,12080,68511,85859
Panama,42,28,2145,2868,2007,2008,2011,2011,1339,1363,1342,1358,118,266,139,132,24,49,37,41,289.8,22388,22818,1637662,5113199,5920623,38992,142026,170672
Puerto Rico,36,20,3029,860,2007,2002,2012,2006,798,988,843,1001,44,94,57,99,6,73,35,49,529.4,40800,41583,472217,3402448,4562747,13117,93869,122114
Spain,35,35,5527,6760,2009,2009,2007,2009,3884,3914,3846,3984,331,337,305,347,21,57,44,41,757.9,58637,59762,3211428,10751863,12677120,91755,368562,445726
Cayman Islands,27,9,3145,346,2009,2007,2012,2010,852,893,1029,976,46,75,49,69,9,25,31,34,511.0,39523,40282,115740,2925241,3985308,4287,98869,131352
Colombia,22,21,1308,1793,2006,2006,2006,2007,1198,1169,1177,1231,102,116,118,134,12,34,40,26,203.4,15755,16057,1073183,2755558,3162512,48781,144385,170172
Sint Maarten (Dutch part),19,9,2652,235,2010,2007,2012,2010,1011,1420,1116,1109,53,150,58,63,7,27,14,16,456.4,35266,35943,123446,2839105,3814707,6497,132729,172570
Brazil,19,18,3337,4645,2006,2006,2006,2007,3815,3872,3868,3936,286,296,303,320,14,21,23,23,383.8,29731,30302,2518206,7128908,8062476,132537,440734,518128
Venezuela (Bolivarian Republic of),18,18,1187,2119,2009,2009,2008,2008,1351,1349,1349,1348,152,219,251,252,28,72,53,50,244.3,18914,19278,1003622,2269139,2592488,55757,157819,196081
Virgin Islands (British),18,6,1764,134,2013,2011,2014,2013,992,1029,985,993,56,75,56,62,7,12,7,8,333.5,25746,26241,129748,1806240,2451093,7208,91276,121087
Netherlands,18,17,2412,3753,2007,2007,2008,2007,4436,5044,4816,4697,404,502,488,444,12,44,33,34,323.3,24754,25230,2659353,6421907,7105248,147742,432251,533341
Gibraltar,18,18,3195,5685,2009,2009,2009,2009,3895,3930,3938,3941,329,370,376,378,16,49,56,57,295.9,22920,23361,2595393,6475010,7348442,144189,432358,538789
"Bonaire, Sint Eustatius and Saba",16,16,1070,1634,2008,2008,2007,2008,1137,1251,1270,1277,122,188,196,222,14,86,85,99,174.8,13531,13791,768461,1884675,2263977,48029,147681,184658
Italy,14,13,2676,4626,2010,2009,2010,2010,4793,4591,3286,4949,408,405,430,449,11,22,19,19,260.1,20147,20533,1801867,5069698,5992890,128705,461129,569489
