Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Freeport,2087,756,189341,240590,2000,2006,2006,2007,862,2229,2054,2609,72,256,480,514,17,71,36,42,24016.1,1849894,1885412,134517166,362215597,416296028,64455,206635,245122
Nassau,1045,121,31507,4872,1999,2003,2006,2005,208,1014,498,619,23,83,93,164,9,28,14,24,5350.7,409324,417183,7823026,47270448,55965715,7486,40253,45789
Great Harbour Cay,303,53,8870,2315,2002,2002,2004,2006,210,727,526,952,17,75,86,227,9,46,18,23,1705.3,130534,133041,3636369,15367586,16196224,12001,46199,48285
Little San Salvador,186,29,9088,1100,2003,2003,2005,2005,495,624,559,631,38,47,44,74,8,14,8,8,1950.6,150443,153332,3040819,15829356,17648011,16348,75459,79828
Gorda Cay,184,29,8398,2015,2007,2003,2008,2006,280,1039,429,851,17,99,60,167,10,40,15,58,1568.1,120130,122436,1052981,9315014,12040033,5723,48281,61538
Clifton Pier,180,59,1692,2739,1995,2004,2009,2010,467,978,1071,1132,68,104,152,154,45,55,56,57,347.1,26612,27122,1492200,4955628,5772273,8290,37092,45852
Marsh Harbor,175,22,542,698,1987,2000,2003,2005,227,952,1017,1091,26,136,423,493,10,73,166,183,167.6,12778,13023,692605,2863681,1906883,3958,9778,12265
Harbour Island,83,24,853,780,2003,2000,2005,2006,203,749,1001,1118,26,94,119,175,9,47,45,77,158.6,12115,12347,496258,2002200,2059783,5979,22064,26472
Rock Sound,76,11,556,67,2003,2004,1994,1996,226,348,736,546,27,34,50,49,20,16,33,32,158.0,12016,12247,308174,1426496,1251252,4055,13848,14087
Matthew Town,72,37,735,1121,2009,2006,2009,2009,789,986,1174,1273,90,148,230,242,58,58,54,53,112.1,8557,8721,940863,2464152,3308793,13068,47685,60215
Great Exuma Island,68,7,12,19,2005,2005,2005,2005,300,301,331,335,38,39,49,50,6,9,16,16,33.4,2507,2555,70137,540727,255164,1031,2517,3588
South Riding Point,64,53,6475,11639,2007,2007,2010,2010,1150,1592,1608,2142,158,349,514,535,31,73,132,139,651.8,50018,50979,5119142,10390362,11726133,79987,206567,255764
West End,48,41,2873,2519,2005,2005,2007,2006,987,1183,1206,1250,79,138,152,216,16,38,29,48,399.7,30551,31138,1377127,4898455,6039682,28690,117570,148032
Cape Eleuthera,40,12,2322,257,2004,2002,2006,2005,555,600,565,564,40,44,41,43,8,12,8,8,429.2,33030,33664,125068,2827848,3778276,3127,63091,81934
San Andros,31,11,3,4,2002,2001,2002,2003,142,177,168,163,17,27,31,28,5,18,32,29,10.5,792,807,16220,111002,54479,523,1287,1814
Cockburn Town,26,15,1299,1355,2002,2003,2007,2007,432,1497,3218,3195,48,139,489,482,16,24,16,18,152.1,11737,11963,648580,2043412,2297344,24945,90812,107972
Bock Cay,20,7,539,52,2005,2004,2009,2009,286,636,2282,1485,34,61,131,124,17,25,32,33,79.3,6112,6230,-7797,633713,804797,-390,24525,35301
The Bight,19,9,139,122,2002,1999,2014,2014,416,544,1203,1148,46,75,180,177,9,14,30,29,22.4,1545,1574,52135,368127,259885,2744,16228,24770
Congo Town,13,6,14,23,2000,1994,1997,1997,222,465,285,286,30,75,67,67,21,23,15,14,6.1,456,464,18573,79115,69324,1429,4604,6290
Stella Maris,6,4,5,7,1995,1993,1997,1998,892,949,1623,1609,114,106,320,324,27,35,176,179,8.1,605,616,37618,40212,45330,6270,16217,21081
Green Turtle Cay,5,4,266,137,1995,1999,2003,2003,296,2928,7606,5296,31,198,638,621,15,32,6,7,59.1,4560,4648,156169,303953,352142,31234,74598,80533
