Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,1541,101,64108,5845,2001,2003,2005,2005,287,555,440,418,19,40,51,51,8,82,15,14,13771.3,1059500,1079842,13387504,91989425,109034542,8688,52699,59486
Container,946,205,44669,51653,2002,2005,2004,2004,462,1120,1001,1000,40,74,161,162,17,53,32,32,5900.6,453401,462106,36755691,99818959,112083433,38854,118556,137006
Ro-Ro,916,21,692,499,1996,1999,2000,1998,198,903,606,356,21,78,211,161,4,25,346,243,385.1,29175,29735,1097170,6704494,3546194,1198,2894,3846
Oil tanker,412,265,55061,102131,2006,2008,2010,2010,1172,2600,2816,2856,114,262,619,633,18,42,49,49,4972.9,383770,391138,48876978,91873673,106299678,118633,297094,368913
General cargo,280,63,2235,2816,1993,2004,2001,2001,207,1655,1555,1560,31,166,533,514,6,44,82,81,357.8,27432,27959,1809134,5925834,8523447,6461,31516,42176
Chemical tanker,252,176,11987,19898,2009,2009,2010,2010,1293,2037,1932,1932,116,207,289,290,21,48,36,36,1796.0,138508,141167,4709853,29930614,34661163,18690,139173,170672
Bulk carrier,136,65,6107,10603,1997,2006,2006,2006,853,2144,1770,1822,84,245,489,506,23,32,26,27,482.9,37135,37848,3494096,7939160,9858271,25692,91915,110187
Service - tug,102,37,39,36,1985,1990,1999,2000,309,786,926,917,54,140,230,230,15,129,117,110,93.5,7024,7159,925068,2187507,2928953,9069,23419,31619
Vehicle,60,37,3074,1048,2006,2009,2007,2007,570,1168,970,1007,37,79,212,221,7,14,12,11,177.1,13706,13969,1061603,4680533,5420534,17693,67253,72379
Service - other,41,24,405,196,1990,1996,2005,2005,359,2079,2723,2650,68,526,1012,908,9,104,133,122,164.0,12331,12567,1368080,2807000,3024713,33368,74249,83838
Liquefied gas tanker,34,21,4100,3782,2005,2009,2015,2015,1322,3425,6186,5616,126,297,827,790,22,69,22,26,451.3,31144,31742,1110491,6779334,5892712,32661,260578,392144
Ferry-pax only,26,3,12,3,1999,1975,2000,2000,183,522,193,193,18,78,23,23,9,17,19,19,7.0,527,537,92578,254575,329183,3561,9792,12954
Ferry-RoPax,18,3,173,14,1996,1997,1996,1996,244,1376,1781,1953,6,98,240,243,40,163,406,411,49.1,3739,3810,91570,223855,276529,5087,10905,10466
Refrigerated bulk,1,1,14,15,1992,1992,1992,1992,1072,1072,1072,1072,69,69,69,69,1,1,1,1,4.4,338,344,44309,96818,109056,44309,94422,101948
Miscellaneous - fishing,1,1,0,0,1996,1996,1996,1996,736,736,736,736,107,107,107,107,12,12,12,12,0.5,35,36,890,1975,2245,890,2095,2484
