Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Torshavn,445,85,3956,2414,1999,1996,2001,2000,569,1123,539,617,44,174,66,75,13,89,32,45,1073.6,81356,82918,5695429,18670416,19413565,12799,36259,41492
Runavik,128,71,1023,899,1995,1993,1993,1994,1309,1827,1408,1400,112,271,386,310,40,182,203,150,481.2,36353,37051,3394231,7741924,8710306,26517,60651,69049
Klaksvik,105,66,402,330,1992,1992,1992,1995,755,1264,1187,1082,84,224,352,261,20,65,88,93,181.0,13657,13920,1359311,3461183,3880361,12946,32635,39216
Fuglafjordur,86,52,473,374,1994,1993,1996,1998,758,1811,1976,1594,92,307,868,634,17,81,164,125,159.8,12070,12301,1620702,3816898,4565924,18845,49307,59725
Nolsoy,84,44,394,391,1999,1995,2003,2004,634,842,655,707,58,88,80,76,12,54,48,43,150.0,11365,11583,898377,2483608,2868310,10695,30183,35876
Kollafjordur,69,31,424,329,1999,1996,2000,1999,748,1319,736,822,65,154,120,126,18,113,59,52,151.4,11483,11703,966585,2471782,2899472,14008,37818,43485
Toftir,37,23,130,79,1984,1991,2002,1993,559,1177,756,828,76,262,164,195,18,103,62,67,61.5,4667,4756,258975,659824,785334,6999,18252,21519
Leirvik,36,20,87,108,1991,1991,1995,1995,739,1034,1045,1023,86,104,152,155,22,107,66,57,44.2,3329,3393,343312,945484,1139886,9536,26442,34305
Hoyvik,26,18,72,72,1992,1992,1991,1995,542,639,510,608,50,71,72,82,14,34,21,23,24.7,1867,1902,189368,880031,768316,7283,22885,30507
Eidi,24,8,21,26,1985,1988,1989,1988,406,473,462,482,41,52,58,56,14,28,37,31,13.3,1009,1028,105165,250090,302211,4382,11912,14679
Tvoroyri,21,19,66,71,1994,1993,1993,1994,664,1064,918,897,71,154,272,252,10,34,76,78,37.4,2830,2884,241375,695506,671634,11494,27200,32389
Vagur,20,17,52,43,1995,1996,1997,1997,597,1044,999,976,82,122,190,154,22,149,367,440,25.8,1940,1978,268657,618280,697086,13433,32201,38539
Skali,18,16,48,48,1993,1992,2003,2003,638,962,963,860,96,146,239,216,14,41,59,48,20.0,1506,1535,250660,579308,681945,13926,34333,41726
Thorshavn,18,11,39,49,1998,1999,1997,1998,524,564,638,628,54,58,78,77,18,109,34,26,15.1,1142,1164,127146,536532,498525,7064,22291,30650
Lopra,15,11,21,19,1982,1987,1989,1990,570,968,809,879,65,134,178,156,22,43,45,40,11.1,837,853,79879,189884,239168,5325,13755,17457
Streymnes,11,5,14,19,1985,1988,1982,1983,454,496,545,546,49,54,60,60,12,31,20,20,5.1,383,390,48548,125360,167939,4413,13871,18743
Strendur,8,8,52,37,1993,1993,1996,1998,689,1514,1512,982,56,91,92,76,24,418,1641,1003,17.6,1327,1353,162723,378870,437944,20340,50489,59880
Vestmanna,7,3,48,57,1992,1996,1998,1999,1551,1693,1913,1954,125,138,202,194,7,24,31,29,28.2,2125,2166,108998,255956,303634,15571,40501,47690
Nordregota,6,5,22,23,1987,1990,2001,2001,677,1453,1646,1655,62,170,386,381,12,17,38,37,7.9,592,603,133505,363476,367728,22251,54309,67064
Noryskali,5,5,6,7,1994,1994,1997,1995,428,538,521,497,48,63,58,59,4,8,6,7,2.5,192,196,23103,62276,85522,4621,13740,18867
Sorvagur,4,4,17,10,1986,1986,1993,1993,666,690,636,677,66,58,41,48,20,20,15,19,5.3,405,413,20582,58582,71382,5145,14343,17035
