Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Runavik,136,52,867,527,1996,1993,1994,1997,482,2930,2970,2100,136,571,1780,1800,23,195,270,224,229.2,17339,17672,3676144,8161373,9289736,27030,63693,75563
Torshavn,115,46,927,307,1990,1991,2002,1998,1142,2453,3086,1591,227,469,870,782,32,239,160,227,384.6,29307,29870,1900205,4756523,5343572,16524,37389,39845
Fuglafjordur,106,41,826,516,1989,1994,1995,1997,705,3098,3481,2647,124,602,1420,1431,39,278,526,476,246.2,18659,19017,3529017,7874767,9014080,33293,79008,94193
Toftir,95,31,97,86,1987,1987,1993,1994,297,1634,754,662,41,394,541,429,33,167,280,245,83.6,6285,6405,515049,1149538,1321485,5422,12833,15264
Klaksvik,80,41,278,182,1989,1986,1995,1997,789,2535,2153,1615,166,621,744,656,14,169,862,615,131.0,9861,10050,1151633,2616750,2942043,14395,33923,40295
Lopra,69,30,58,51,1993,1990,1992,1993,493,1204,888,797,55,154,137,110,37,322,480,374,53.3,4003,4080,303034,680309,784843,4392,10423,12424
Tvoroyri,64,29,528,160,1994,1989,2003,2001,977,1928,2535,1646,94,304,190,230,54,309,421,413,213.8,16297,16610,1019957,2409663,2870424,15937,35629,37120
Leirvik,48,21,96,77,1988,1993,2001,2001,341,1177,1106,891,35,299,380,316,30,106,236,220,42.9,3238,3300,479303,1096962,1269530,9985,24257,29363
Vagur,47,28,102,66,1991,1990,1993,1994,446,1523,1783,1345,63,266,571,525,32,307,829,709,56.4,4239,4320,461284,1023217,1163294,9815,23098,27381
Strendur,34,13,22,17,1992,1990,2000,2000,288,1550,482,364,41,338,677,439,48,190,337,235,23.9,1794,1828,115531,257199,294312,3398,8043,9573
Kollafjordur,31,13,120,95,1996,1994,1994,1995,662,2680,2480,2401,124,424,886,849,21,230,323,256,57.4,4308,4391,670021,1487047,1691696,21614,50903,60376
Skali,29,15,41,31,1981,1987,1993,1993,407,1080,1255,1090,178,291,387,332,48,87,90,90,25.6,1925,1962,205198,461722,533908,7076,16972,20414
Nolsoy,27,21,92,75,1989,1990,2001,2004,461,1302,1133,920,43,252,1032,671,36,153,455,224,65.3,4910,5004,567140,1258204,1482246,21005,49148,60376
Hoyvik,23,18,17,15,1991,1991,1993,1992,210,846,376,278,30,251,678,347,12,65,117,75,15.3,1154,1176,61923,194032,201613,2692,7291,9599
Thorshavn,14,12,11,7,1986,1986,1991,1991,390,1103,672,504,109,197,240,188,84,200,347,254,12.9,970,988,43396,107577,117614,3100,7559,9266
Eidi,14,11,8,6,1982,1981,1982,1980,221,933,599,465,123,172,317,218,16,246,619,367,12.4,927,945,26737,80108,78464,1910,4971,6325
Sorvagur,14,7,28,20,1982,1989,1988,1988,598,2970,2160,1869,140,720,1449,1327,15,15,8,9,20.6,1543,1573,135766,304769,351274,9698,23182,27808
Nordregota,11,6,4,4,1993,1990,1996,1996,316,446,343,329,74,102,82,67,35,65,107,99,6.0,448,456,25162,58901,71051,2287,5774,7201
Noryskali,10,4,2,1,1968,1975,1963,1965,566,467,440,286,160,145,343,308,50,74,111,106,6.8,509,518,8275,18356,20869,828,1948,2309
Vestmanna,8,7,6,5,1980,1978,1981,1975,355,626,443,516,118,123,160,169,50,157,81,90,6.9,515,525,24852,59232,72205,3106,8282,10201
Streymnes,2,2,0,0,1982,1982,1988,1987,257,257,246,247,22,22,19,19,403,403,536,526,1.5,115,118,1034,2294,2608,517,1217,1442
