Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Runavik,145,55,799,466,1996,1992,1993,1995,370,2772,2286,1461,61,442,975,926,51,272,842,743,228.9,17318,17651,3132992,6990850,7945711,21607,51043,60550
Fuglafjordur,114,41,742,480,1987,1989,1993,1994,672,3073,3254,2533,86,523,1573,1619,41,159,312,279,212.0,16045,16354,3242365,7234862,8284856,28442,67437,80390
Toftir,98,32,133,107,1987,1988,1998,2000,367,2314,975,786,60,568,773,752,18,222,420,300,119.3,8964,9136,702651,1572426,1808751,7170,17126,20487
Torshavn,95,38,543,163,1989,1990,2002,1999,999,2326,2391,1365,149,497,321,397,123,338,490,473,275.7,20946,21349,1115836,2705239,3164487,11746,26341,28444
Klaksvik,73,34,135,104,1990,1989,2002,2003,490,1481,1526,1294,107,292,550,528,47,332,300,258,83.0,6262,6382,674421,1504164,1721324,9239,21852,25985
Lopra,71,31,83,64,1993,1989,1993,1995,386,1991,1218,981,71,499,1336,935,6,47,50,45,60.9,4572,4660,428960,959633,1103195,6042,14338,17118
Tvoroyri,67,30,822,233,1994,1990,2004,2003,1291,1439,3543,2000,149,315,845,708,41,132,93,107,289.6,22146,22571,1480403,3647799,4244444,22096,49074,50274
Vagur,53,33,71,49,1992,1991,1994,1995,470,1418,934,800,135,407,614,587,6,30,56,65,54.4,4085,4163,343397,762142,866683,6479,15258,18091
Leirvik,48,24,287,180,1987,1990,1998,1999,450,2368,3424,2228,62,427,2160,2147,14,45,219,158,78.5,5943,6057,1188177,2714644,3084823,24754,59252,71200
Strendur,36,14,23,20,1990,1988,2002,2001,288,1374,493,428,77,276,584,372,24,101,114,90,21.3,1600,1631,125941,286602,335777,3498,8524,10368
Kollafjordur,36,17,118,97,1996,1994,1996,1996,456,1367,1614,1568,99,235,556,509,54,109,327,337,54.9,4126,4206,645898,1465655,1624190,17942,42006,49676
Skali,32,17,130,81,1982,1986,1993,1993,391,1855,3015,2045,128,484,2002,1732,61,264,190,202,48.6,3668,3739,553661,1234924,1413201,17302,41002,48863
Nolsoy,26,20,134,124,1993,1992,2001,2001,581,1145,1677,1480,119,184,533,520,30,39,46,46,41.8,3162,3222,773780,1764471,1976865,29761,70331,83501
Hoyvik,18,12,15,16,1989,1988,1995,1995,382,482,572,555,39,112,199,183,24,88,39,32,10.2,771,785,69331,163369,199000,3852,9653,11957
Nordregota,14,8,17,16,1992,1991,2002,2003,246,787,753,724,41,145,109,102,20,104,266,259,9.2,691,704,102050,258018,272272,7289,17560,21369
Eidi,14,12,14,7,1982,1982,1978,1978,373,2445,870,606,140,1116,1834,1497,3,11,3,4,30.3,2275,2319,44990,135784,121289,3214,7626,9333
Thorshavn,11,9,24,14,1988,1990,1998,1998,2231,1907,1883,1359,329,436,734,654,16,51,106,109,16.9,1267,1291,97168,216130,246410,8833,20911,24821
Noryskali,9,4,1,1,1969,1975,1965,1968,229,377,331,234,198,195,258,246,10,374,224,345,7.5,566,576,6531,14487,16470,726,1708,2024
Vestmanna,8,6,9,9,1982,1980,1986,1985,409,825,613,542,118,552,1839,1701,20,36,94,90,18.8,1415,1442,44951,100915,116003,5619,13435,15791
Sorvagur,8,6,34,21,1989,1990,1987,1988,3554,4188,5519,5048,544,610,1117,1023,206,722,1525,1476,33.3,2498,2546,146950,325964,370588,18369,43230,51247
Streymnes,1,1,0,0,1966,1966,1966,1966,180,180,180,180,70,70,70,70,99,99,99,99,0.3,25,25,209,463,527,209,492,583
