Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,277,52,516,668,1991,1993,1996,1997,540,886,662,657,55,88,108,107,15,28,26,26,179.1,13646,13908,1482861,4306289,6099039,5353,19131,26085
Miscellaneous - fishing,265,122,1996,1145,1994,1991,1994,1996,1151,3018,2805,2444,161,464,868,885,38,259,458,402,706.2,53241,54263,8051917,17860703,20305811,30385,71509,84769
Container,214,14,1429,1718,2003,2006,2002,2002,566,631,553,554,42,46,42,42,5,5,5,5,431.0,32731,33360,2250782,7219497,8203792,10518,35571,42130
Refrigerated bulk,135,50,1030,1105,1994,1992,1994,1994,1434,1616,1514,1536,120,186,252,260,65,151,152,153,773.6,58375,59496,3277601,7161717,8067001,24279,51737,55861
Ferry-RoPax,108,1,1715,292,2003,2003,2003,2003,565,565,442,442,31,31,31,31,5,5,5,5,286.2,21689,22105,1811078,4478652,5495335,16769,35796,32602
Chemical tanker,72,22,238,351,2005,2003,2008,2007,825,778,837,834,78,77,82,82,12,15,16,16,94.2,7113,7250,755372,2125859,2667849,10491,33531,42227
Ro-Ro,53,3,267,254,1980,1980,1980,1980,749,588,1103,1102,49,48,101,101,23,20,105,105,116.2,8764,8933,922679,7113503,3356796,17409,42485,60565
Cruise,32,23,785,93,1988,1991,1999,1993,502,515,597,577,38,38,49,47,7,7,8,8,159.7,12267,12502,417308,2029305,2398784,13041,55127,59385
Service - other,13,10,24,16,1985,1989,1998,1995,570,1008,718,967,59,102,100,130,18,73,115,169,18.3,1374,1401,108407,222426,239678,8339,18556,20952
Vehicle,11,1,159,64,1996,1996,1996,1996,738,738,763,763,47,47,46,46,2,2,5,5,33.9,2566,2616,64855,285940,331147,5896,22410,24118
Bulk carrier,9,3,22,30,1979,1986,1979,1979,756,713,779,778,78,75,86,86,13,10,13,13,8.3,630,642,63878,144889,174545,7098,21401,26712
Service - tug,3,3,0,0,1986,1986,1987,1987,417,406,421,428,102,118,138,144,60,80,73,71,1.0,77,78,5534,13086,17521,1845,4763,6431
Oil tanker,2,1,0,0,1962,1962,1962,1962,390,390,390,390,40,40,45,45,34,34,40,40,1.2,92,94,1713,306,469,856,2224,2831
Ferry-pax only,1,1,1,0,1991,1991,1991,1991,4584,4584,4584,4584,338,338,338,338,64,64,64,64,1.4,107,109,14332,29189,36769,14332,33329,43939
