int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Johor,220,73,2005,2011,2013,2013,4285490763,6960794066,414,1529,2315,2360,528,40781
Kampung Tanjung Langsat,566,434,2008,2008,2008,2008,32390286330,55215726121,987,2061,2771,2891,3909,301505
Kemaman,503,260,2009,2008,2010,2010,3986038349,6131222774,401,1456,1223,1258,945,71785
Melaka,148,119,2003,2005,2010,2009,7295781238,11419446663,517,1570,1890,1993,854,64725
Sungai Udang Port,110,92,2008,2009,2007,2007,2713560608,4407074834,320,842,919,892,457,35302
Kertih,206,141,2009,2009,2009,2009,2158428698,3261185775,627,996,767,738,533,40939
Malacca,206,155,2006,2006,2009,2009,12215859660,21866900829,490,1530,1830,1955,1367,105448
Teronoh,2,2,1994,1994,1981,1981,78918344,131896909,1852,1852,3042,3018,126,9748
Kunak,74,46,2003,2004,2005,2005,1282334788,1972371871,1421,1669,1786,1773,268,20580
Bintulu Port,1188,644,2006,2008,2004,2005,112025601359,105876001857,1527,1882,2656,2431,15148,971700
Beaufort,47,39,2006,2006,2007,2007,4753603153,8705885132,873,1828,1844,1842,479,37080
Penang,129,97,2008,2008,2007,2007,2163505629,3689718708,428,1226,1274,1358,317,24318
Perai,207,173,2008,2008,2010,2010,5519299089,9081378741,596,1501,1760,1801,714,55049
Tapis Marine Terminal A,49,48,2007,2007,2007,2007,942452102,1680926851,598,1083,1905,2012,119,9182
Bandar Tenggara,12,12,2007,2007,2001,2001,1431957992,2567247256,1373,5197,6103,6204,137,10471
Sandakan,304,183,2003,2006,2006,2007,5360380244,8754111131,1010,1617,1749,1876,879,67392
Bakapit,36,30,2007,2008,2009,2009,726438548,1194333535,1294,1488,1494,1495,120,9252
Lahad Datu,243,173,2007,2007,2010,2010,4541614991,7278091016,1296,1662,1580,1576,818,62920
Sabahat,31,31,2007,2007,2009,2010,939071087,1588187197,1313,2427,2526,2561,133,10269
Tanjung Lembung,40,32,2002,2002,2003,2004,554816795,256382654,453,705,449,939,139,10669
Nenasi,51,40,2008,2007,2008,2008,225840613,351676007,365,794,953,969,64,4836
Tawau,262,148,2002,2006,2006,2008,3603745797,4830840383,1272,1677,1392,1536,720,54982
Tanjung Manis,130,103,2006,2007,2008,2008,2386652593,3399517977,1442,1605,1671,1677,432,33094
Kampong Tanjong Kupang,57,30,2013,2012,2012,2012,635407835,924409254,349,2435,1589,1543,112,8578
Kuantan,52,32,2011,2008,2010,2011,386513006,666403166,603,796,1035,1041,57,4386
Batu Maung,68,57,2007,2008,2009,2009,1429890797,1921765658,608,1420,1375,1471,252,19400
Kota Kinabalu,154,116,2005,2006,2008,2009,6320501113,8407299857,992,1579,1898,2383,833,64213
Pending,57,37,2001,2005,2007,2007,867248453,688377171,617,1442,1546,1338,117,9029
Senari - Sarawak,259,140,2003,2006,2008,2008,3339507656,3799309798,641,1338,1153,1171,644,49319
Sapangar Bay,70,52,2005,2006,2005,2005,1790931351,2388591530,1023,1508,1817,1912,242,18032
Kuala Besut,55,43,2004,2004,2005,2005,296571680,417716088,654,1157,1323,1335,73,5548
Hutan Melintang,8,8,2004,2004,2002,2002,75867930,109887259,1169,2141,1405,1545,23,1764
Penang (Georgetown),73,66,2004,2004,2006,2007,3439648069,5778404560,460,1589,2283,2671,427,32953
Jelutong,17,17,2003,2003,2001,2001,501309928,877434832,544,1651,2864,3177,75,5745
Bangau,18,17,2009,2009,2013,2013,591936855,1004087028,1403,1973,2176,2234,87,6678
Kuala Trengganu,60,53,2007,2007,2004,2004,410943099,612012771,751,1452,1216,1190,122,9306
Gebeng,4,4,2012,2012,2012,2012,3588526,4109702,261,384,316,317,1,106
"Sepang, Selangor",14,14,2003,2003,2004,2004,316062359,471300647,969,1443,1500,1529,51,3901
Penara Marine Termin,25,24,2007,2007,2007,2007,1620154993,2991276807,1237,1810,1891,1912,138,10643
Bintulu,70,54,2005,2007,2007,2006,616358879,732872276,600,3279,1252,1073,216,16427
Tampoi,32,15,2013,2012,2010,2010,243963916,421015552,248,732,1189,1172,34,2646
Sungai Way,3,3,2011,2011,2013,2013,76904072,131984195,1339,1445,1055,1043,9,729
Kepong,9,9,2010,2010,1999,2001,310419612,32462968,401,643,1901,760,54,4208
Sibu,39,25,2008,2008,2004,2003,72937775,115127426,735,2858,1181,1177,107,8033
Kudat,4,4,2007,2007,2001,2001,139937386,243327897,1269,1885,3711,3719,19,1467
Labuan Haji,6,5,2002,2002,2000,2000,209829277,319959555,937,2601,4929,4988,18,1392
Bintangor,8,7,2003,2005,1996,1996,3929705,5293603,699,617,446,416,5,361
Pulau Bruit,32,28,2004,2003,2001,2000,633585499,969240563,1408,1894,1584,1577,91,6988
Segamat,14,13,2003,2002,2008,2009,271991074,456527663,932,1008,802,770,31,2351
Batu Kawan,6,6,2007,2007,2002,2002,87701307,113493366,832,1098,1644,1611,21,1605
Samu,4,4,2010,2010,2012,2011,13982443,19268186,745,715,662,665,6,432
Merbok,6,5,2006,2005,2009,2009,76471123,120000999,429,1028,785,728,16,1252
Langkawi,27,20,2009,2009,2009,2009,507503070,862163290,1087,1434,1585,1608,62,4768
Batu Gajah,8,8,2008,2008,2010,2010,127569726,188554406,781,1610,2594,2653,25,1914
Sarikei,2,2,2002,2002,2001,2002,14130201,34618908,2507,2507,2274,2505,15,1140
Kuching,9,8,2001,2002,2002,2003,16923141,25615700,354,968,842,905,5,379
Nilai,2,2,2012,2012,2015,2015,119402103,198585183,2033,2033,2927,2979,14,1120
Batang Kali,5,4,2005,2004,1996,1998,44494613,55064247,736,1637,1404,1260,11,880
Tubau,2,2,2006,2006,2007,2007,23269828,41614222,4188,4188,7129,7111,7,559
