int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Tanjung Pelepas,997,261,2005,2006,2007,2007,26058561634,29641573975,605,828,1015,975,3992,308412
Pulau Indah,7253,2006,2006,2007,2009,2009,492773861218,569812397937,1013,1623,1658,1686,54929,4246717
Labuan,571,338,2008,2008,2008,2008,11749137304,16960298800,970,1809,1870,1894,2538,191343
Pengerang,5758,3298,2008,2008,2009,2009,2008317732781,3795574226165,2103,3681,5583,5671,99398,7679607
Sungai Udang,723,575,2006,2006,2008,2008,64577545037,114093746106,659,1700,2094,2088,6507,495925
Muar,1971,242,2014,2007,2011,2011,13466322676,23086452365,81,1135,598,687,1124,86341
Port Klang,2197,923,2006,2007,2007,2007,91585088003,106925196597,734,1475,1405,1552,12647,977199
Port Dickson,525,338,2008,2008,2009,2009,20837363405,37220297302,256,1484,1779,1941,2405,184204
Kuala Selangor,133,114,2004,2004,2007,2008,5397561603,8423199922,911,1844,1682,1660,715,54425
Tanjong Bin,3367,1263,2007,2008,2012,2012,538836249976,633372498900,992,2071,3067,2927,48418,3746786
Pasir Gudang,2859,1253,2007,2008,2009,2010,59107212658,94530119516,346,1736,1777,1869,9323,715472
Pulau Pinang,567,240,2004,2006,2006,2007,13616009476,13979859022,417,1327,812,1053,2378,183431
Tanjung Gelang,1290,701,2007,2007,2007,2007,18674432785,28722417779,524,1174,1023,1048,3208,246419
Miri,205,142,2010,2010,2007,2006,5380921880,7748920913,947,2351,2284,2232,871,62943
Lutong,121,84,2007,2008,2006,2007,1209974920,1675862063,1115,1296,1480,1440,226,17242
Kuala Dungun,71,62,2004,2004,2004,2004,1002936347,1331739830,661,1294,1714,1602,171,13089
Malong Marine Terminal,70,61,2007,2007,2006,2005,2410187231,4115613001,1321,1623,2272,2332,337,25993
Lumut,636,443,2008,2008,2009,2009,51295903493,95531615125,1272,2103,2281,2306,3679,284267
