port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Pulau Indah - Tanjung Pelepas,328,82,2004,2006,2004,2004,2505064171,2948834905,196,245,251,255,405,31280
Labuan - Bintulu,53,20,2013,2011,2012,2011,117598292,112347468,306,772,551,516,97,7329
Labuan - Miri,172,69,2010,2010,2010,2009,233522617,261599206,304,1274,405,350,365,27448
Miri - Bintulu Port,117,60,2010,2009,2008,2007,900106857,821410135,598,2741,1141,762,432,31386
Labuan - Bintulu Port,128,54,2006,2008,2004,2003,689370793,844880885,399,1100,551,486,305,22903
Bintulu Port - Lutong,86,36,2008,2008,2007,2006,133646140,151464888,331,904,567,542,95,7169
Lutong - Miri,64,22,2013,2011,2013,2012,47276382,23102731,586,1282,779,564,128,9610
Pulau Indah - Port Dickson,144,103,2003,2004,2005,2006,581278775,904799137,234,438,341,387,148,11281
Port Dickson - Port Klang,103,65,2002,2003,2008,2007,322388459,379644396,341,728,272,341,154,11650
Port Dickson - Melaka,85,56,2003,2005,2004,2004,283514423,457141838,217,366,399,397,85,6499
Melaka - Port Klang,20,17,1999,1999,2005,2007,188864651,288404272,478,2650,1112,1802,36,2750
Sandakan - Bintulu Port,71,41,2005,2008,2007,2008,885063290,1325039937,690,970,891,909,167,12853
Bintulu Port - Pulau Pinang,6,5,2002,2002,2001,2001,101089016,135217248,1164,1518,1731,1706,25,1911
Pulau Pinang - Tanjung Gelang,4,4,2003,2003,2005,2005,15600091,22806277,703,660,659,642,6,423
Tanjung Gelang - Sungai Udang,29,21,2008,2008,2008,2008,130763487,196791943,489,617,608,611,43,3277
Sungai Udang - Pulau Indah,108,94,2007,2007,2007,2007,580597869,951039571,132,359,412,419,104,7992
Kuala Dungun - Kemaman,38,19,2011,2010,2010,2010,47098198,43406794,183,863,677,674,27,2045
Port Klang - Lumut,69,46,2001,2007,2006,2007,238828815,372639873,231,318,470,500,50,3834
Port Klang - Pulau Pinang,408,108,2002,2006,2000,2004,4654317907,2683104333,203,282,310,252,882,68261
Pulau Indah - Pulau Pinang,455,111,2005,2006,2004,2005,3850186712,4772357383,225,324,305,311,676,52041
Kuala Selangor - Pulau Pinang,25,21,2004,2005,2001,2005,240296796,215019095,260,358,343,320,40,3093
Pulau Indah - Batu Maung,39,30,2007,2007,2005,2005,453646524,604058664,273,829,564,587,88,6790
Batu Maung - Port Klang,29,22,2005,2005,2003,2005,313307521,344452431,333,609,511,503,59,4513
Port Klang - Pasir Gudang,338,147,2004,2006,2004,2005,1590279718,2241314767,253,391,340,348,423,32390
Port Klang - Penang (Georgetown),32,24,2003,2004,1999,1997,288298751,375415510,237,426,375,387,50,3888
Pulau Indah - Pasir Gudang,496,146,2004,2006,2005,2005,2535117390,3413975312,240,345,295,296,611,46814
Labuan - Sungai Udang Port,26,11,2008,2008,2004,2004,479813818,842167954,863,1124,932,932,77,5925
