port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Vestlax - Lakulahti,1,1,2000,2000,2000,2000,3494466,5610092,351,351,351,351,1,102
Tessvar - Lakulahti,5,3,2000,2001,2000,2000,21146369,34030882,379,375,420,420,7,533
Kokkola - Lapaluoto,18,17,2006,2006,2008,2008,18612435,28319110,76,192,176,180,8,633
Kokkola - Sunila,1,1,2012,2012,2012,2012,5059931,8292017,568,568,568,568,1,78
Pietarsaari - Rahja,15,12,2004,2003,2003,2003,6449599,9496884,60,59,65,65,5,340
Rauma - Pori,15,3,2004,2003,2003,2002,718471,538172,121,93,97,76,5,385
Rauma - Mantyluoto,10,4,2002,1999,2002,2003,990245,713548,153,217,96,70,7,542
Rauma - Turku,36,18,1977,1987,2000,1996,7949063,4649005,101,364,118,120,18,1364
Rauma - Naantali,19,15,1998,1996,2000,2000,16572574,23081586,104,170,254,262,7,513
Rauma - Tahkoluoto,19,4,2005,2007,2017,2017,21324690,6294670,160,219,484,379,27,2062
Tahkoluoto - Pori,2,1,2003,2003,2003,2003,82421,28093,116,116,116,116,1,45
Pori - Uusikaupunki,3,2,2002,2002,2000,2000,315909,354576,74,77,80,81,0,21
Tahkoluoto - Mantyluoto,2,2,2004,2004,2003,2003,53788,21894,94,94,97,95,0,26
Mantyluoto - Uusikaupunki,11,7,1998,2001,2002,2005,2077610,2746905,74,80,81,80,2,144
Pietarsaari - Kaskinen,4,4,1996,1996,2003,2003,2120098,3019888,158,153,169,170,1,78
Pietarsaari - Naantali,4,4,2003,2003,2005,2005,5363964,7091959,294,296,302,302,3,258
Sunila - Naantali,3,3,2006,2006,2010,2009,9678650,5284381,247,231,247,241,3,229
Rahja - Vasklot (Vaskiluoto),4,4,1993,1993,1997,1999,1221714,1603628,136,136,136,136,1,46
Vasklot (Vaskiluoto) - Korrvik,1,1,1998,1998,1998,1998,706737,963247,254,254,254,254,0,15
Rahja - Uusikaupunki,5,5,2001,2001,2007,2007,3852541,5792855,286,283,288,288,2,131
Uusikaupunki - Tahkoluoto,5,3,1993,1994,1972,1980,6785663,3404155,79,2448,650,240,16,1211
Naantali - Kilpilahti (Skoldvik),300,30,2005,2006,2005,2005,911887147,1306891328,223,277,290,289,426,31961
Porkkala - Loviisa,8,6,2006,2006,2009,2009,4815174,6942372,112,118,123,123,2,158
Mantyluoto - Mantyluoto,10,1,1998,1998,1998,1998,61475453,79968819,1530,1530,1537,1537,29,2196
Lakulahti - Kaskinen,8,7,2000,2001,2002,2001,19927646,30101648,441,444,441,441,9,702
Hamina - Vuosaari,7,7,2005,2005,2007,2007,5022711,6966391,96,97,98,98,3,208
Turku - Helsinki,5,4,1989,1985,1982,1981,12786347,2332458,185,181,188,188,6,438
Vuosaari - Kotka,195,43,2009,2006,2008,2008,219320303,255644083,80,87,85,85,94,7078
Ajos - Mantyluoto,17,9,2009,2003,2009,2009,27533504,38936360,292,503,429,440,9,690
Mantyluoto - Kokkola,9,8,2008,2007,2009,2009,8392745,12721537,209,207,206,207,4,284
Kokkola - Naantali,19,13,2006,2006,2005,2005,63165597,90234601,310,338,332,332,22,1679
Ajos - Raahe,14,6,1994,1996,1995,1999,36535278,14425967,300,251,363,311,21,1495
Raahe - Mantyluoto,1,1,2016,2016,2016,2016,948472,1398056,279,279,279,279,1,47
Mantyluoto - Roytta,4,3,2013,2012,2014,2013,4067786,6302230,308,315,319,318,2,148
Rahja - Oulu,37,23,2000,2002,2001,2006,41230752,41500789,129,137,161,135,25,1881
Mantyluoto - Lapaluoto,6,4,1998,2002,1999,2000,7908299,10786848,258,264,298,294,2,147
Roytta - Tahkoluoto,6,6,2008,2008,2008,2008,5312488,8880829,294,294,294,295,2,187
Veitsiluoto - Kokkola,12,10,2007,2007,2002,2002,14384550,20749470,129,263,300,292,5,405
Rahja - Ajos,7,7,2006,2006,2006,2006,4182852,5415623,96,107,104,103,1,100
Mantyluoto - Naantali,2,2,2012,2012,2012,2012,732212,1096150,110,110,110,110,1,50
Kokkola - Uusikaupunki,42,26,2004,2003,2005,2005,41394652,61058339,270,275,285,284,16,1226
Uusikaupunki - Turku,68,20,2002,1998,2011,2011,194499906,86479930,75,223,133,132,61,4559
Naantali - Inkoo,11,10,2001,2002,2004,2004,11162779,16185155,161,151,161,162,5,384
Sunila - Inkoo,14,13,1999,1999,2001,2001,4644809,6602507,115,119,121,121,2,145
Rauma - Vuosaari,54,18,2007,2007,2007,2007,302544796,376899276,327,331,360,359,83,6236
Turku - Lakulahti,12,11,2001,2000,2006,2006,9563855,12619941,264,270,264,263,7,527
Rauma - Lakulahti,8,6,2002,2003,2005,2005,15840808,21504130,392,443,448,447,5,407
Mustola - Hirvensalmi,5,3,1986,1985,1986,1986,322317,334220,45,46,46,46,0,10
Mustola - Asikkala,355,40,1984,1993,1991,1992,58579776,81698783,121,173,157,156,77,5796
Oulu - Mantyluoto,5,5,2011,2011,2011,2011,13310335,19321508,309,315,317,319,4,264
Kotka - Veitsiluoto,16,5,2006,2007,2005,2005,62568704,90218149,652,662,658,657,19,1461
Veitsiluoto - Rauma,3,3,2008,2008,2009,2009,4588435,6973421,346,335,336,335,2,150
Kotka - Rauma,25,22,2003,2003,2003,2003,120362729,156123988,373,384,381,382,42,3170
Ajos - Kaskinen,4,4,2006,2006,2006,2007,4230512,5896123,256,257,257,256,1,112
Vuosaari - Marsund,1,1,2006,2006,2006,2006,4309620,5518349,248,248,248,248,0,37
Rahja - Mantyluoto,6,6,2006,2006,2007,2008,18755900,26547464,250,274,283,280,5,365
Kallviken - Klamila,5,4,2004,2005,2003,2002,5956735,7242969,48,98,166,166,2,125
Pargas - Hanko,4,3,1977,1977,1977,1976,489307,338886,194,390,277,350,2,130
Pietarsaari - Vasklot (Vaskiluoto),6,6,1990,1990,1994,1996,1100878,1423972,100,114,109,110,1,56
Rauma - Loviisa,4,4,1986,1986,1999,2002,1304524,1762369,324,321,345,352,1,112
Lakulahti - Naantali,12,10,2003,2003,2005,2005,27446037,38079699,269,279,292,293,12,904
Turku - Vuosaari,6,5,1986,1988,2010,2007,7090709,3746485,187,183,185,180,4,288
Vuosaari - Loviisa,2,1,1976,1976,1976,1976,291409,227748,448,448,448,448,2,168
Vuosaari - Pargas,2,2,1976,1976,1975,1975,220244,163745,334,334,335,331,2,119
Naantali - Pargas,2,2,1997,1997,2018,2018,120823617,8567861,566,566,1080,1051,34,2586
Helsinki - Pargas,2,1,1976,1976,1976,1976,91320,71370,140,140,140,140,0,16
Pargas - Tervsund,2,1,1976,1976,1976,1976,43458,33964,67,67,67,67,0,12
Helsinki - Tervsund,2,2,1982,1982,1985,1986,288397,365697,130,130,124,123,0,14
Tervsund - Hanko,2,2,1971,1971,1972,1972,30339,21547,44,44,44,45,0,29
Turku - Pargas,3,1,1976,1976,1976,1976,67185,52508,77,77,69,69,1,41
Helsinki - Inkoo,8,3,1997,1986,1999,1999,276369,104266,171,84,152,153,5,343
Inkoo - Tervsund,11,6,1984,1986,1995,1994,4196825,5907676,112,255,254,247,2,172
Sunila - Helsinki,8,4,1973,1967,1969,1970,823976,194515,102,111,101,100,2,153
Helsinki - Korrvik,29,5,1990,1989,1990,1990,261497532,23003219,183,196,187,187,45,3354
Helsinki - Mariehamn,71,8,1989,1990,1989,1989,665728037,59409180,182,195,199,198,112,8445
Marsund - Helsinki,26,4,1990,1990,1990,1990,246079547,21440354,182,182,186,186,47,3535
Helsinki - Naantali,10,7,1985,1985,1990,1987,45828297,7817489,201,252,215,211,33,2510
