int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Oulu,325,114,2003,2005,2001,2003,4819776076,4677586356,1009,1074,1155,1161,1255,94199
Kotka,930,336,2007,2006,2008,2008,10349641594,14028026997,722,980,962,1011,2326,174812
Tessvar,12,4,1998,2000,2000,2000,73018846,115317927,469,945,866,907,22,1685
Lakulahti,400,204,2003,2004,2006,2006,2202725928,3172070825,631,720,868,882,667,50082
Kilpilahti (Skoldvik),885,225,2005,2006,2008,2008,10269492929,15982212294,564,953,667,657,2553,192063
Raahe,116,23,1995,2003,2003,2004,160137191,203944746,101,435,232,249,57,4298
Lapaluoto,318,86,1999,2003,2004,2004,789891083,1113622065,529,710,661,720,281,21093
Sunila,535,146,2001,2001,2004,2003,2772516721,2025200623,481,628,521,510,840,63137
Kallviken,261,91,2004,2005,2010,2010,9592465914,16787882400,126,2604,1689,1841,1025,78167
Hanko,1061,94,2004,1999,2007,2007,12323850313,6704405535,511,517,538,540,3118,233391
Rauma,845,225,2002,2002,2004,2005,8832944437,9021917512,756,850,965,929,2461,185083
Uusikaupunki,556,151,2005,2002,2009,2010,6731305361,4454965812,603,831,775,901,1419,106697
Porkkala,103,63,1996,2000,2008,2007,224638064,295305101,185,458,565,544,92,6886
Hamina,187,87,2000,2002,2003,2003,462794523,630771637,652,720,786,800,153,11477
Tahkoluoto,82,68,2002,2002,2010,2010,1292311141,2218201354,637,1009,1377,1368,172,13070
Naantali,1003,137,2001,2001,2003,2004,4708524336,2235451385,120,530,158,247,944,70860
Rahja,109,68,2001,2002,2005,2005,517531251,717261874,875,1069,1048,1065,162,12180
Kaskinen,267,110,1997,2001,2002,2004,965071238,1320360479,594,838,547,767,254,19118
Korrvik,218,21,2000,1989,2010,2010,3142518744,337566334,83,249,340,345,437,28427
Loviisa,161,79,2001,2001,2006,2007,594500393,845938711,635,979,776,750,177,13338
Turku,836,95,2002,1996,2006,2008,6852184815,1644868361,170,589,229,362,1260,93433
Mariehamn,729,30,1994,1992,1993,1994,2906555996,335931125,81,222,101,112,571,42838
Helsinki,1111,107,1995,1998,1998,1999,15351804424,1760907447,259,291,292,289,3369,251703
Vuosaari,1319,138,2005,2005,2006,2007,22186286227,13106681229,619,1048,709,781,5534,415926
Mantyluoto,225,151,2003,2005,2006,2006,1271991210,1743613191,749,893,951,942,363,27409
Ajos,158,81,2006,2005,2006,2007,1577941980,1538778519,919,823,868,896,423,31766
Veitsiluoto,36,27,2003,2002,2003,2003,122754235,177737318,632,822,726,728,41,3110
Roytta,370,123,2005,2006,2005,2005,2136351375,2738878446,1270,865,953,946,713,53341
Kokkola,394,194,2004,2005,2011,2011,4205956111,7231635158,804,925,1106,1153,694,52242
Inkoo,343,121,1995,1999,2004,2004,625979081,840640498,162,458,492,492,200,14883
Pietarsaari,153,75,2002,2002,2003,2004,753690877,1021476922,786,760,861,874,222,16681
Marsund,46,19,1999,1996,2000,2001,313832630,125515449,116,678,206,525,63,4724
Hirvensalmi,5,3,1986,1987,1986,1986,681761,745757,64,118,95,93,0,16
Mustola,384,55,1994,1993,1999,2001,367734883,495152262,177,390,529,547,129,9655
Klamila,79,71,2002,2002,2004,2005,716663539,1075828378,198,708,667,669,149,11220
Vasklot (Vaskiluoto),202,60,1991,2000,1995,2002,766534528,659601640,251,783,324,533,233,17300
Pori,107,64,2004,2003,2009,2008,918078199,1313324994,616,925,1071,1148,253,18505
Olkiluoto,50,45,1997,1997,2000,2000,64218082,87065876,421,524,463,480,26,1920
Pargas,32,11,1992,1994,2000,2003,179537027,97399092,196,852,240,441,42,3178
Suomenlinna (Sveaborg),46,15,1993,1989,2003,2005,838095819,97785972,265,778,462,504,173,12321
Tervsund,80,19,1995,1993,1995,1996,46335274,63730433,170,272,228,227,16,1193
Vuosnainen,14,12,1997,2000,2004,2008,56553666,54694718,1208,2893,1097,909,44,3324
Koverhaara (Koverhar),31,13,2005,2007,2008,2007,47992273,64803792,283,463,380,389,21,1593
Kesalahti,10,8,1994,1996,1994,1994,10660694,14653601,327,565,498,505,3,218
Vuoksen Terminal,57,18,2000,1998,2000,2002,27763656,38406311,71,412,263,254,9,676
Asikkala,28,21,1991,1993,1991,1992,14562735,20764738,210,305,299,316,7,493
Kantlax,14,12,1998,1999,2006,2007,61225444,86978260,721,825,743,920,18,1369
Vartsala,3,3,1967,1967,1927,1927,1283856,1727210,81,1015,885,892,1,60
Lovbole,19,8,1988,1989,1988,1988,7605571,10537872,244,198,227,228,4,283
Reposaari,10,5,1984,1987,1991,1999,5146197,3650952,654,729,727,526,8,608
Vestlax,2,2,1997,1997,1998,1998,12720322,20116266,714,714,912,957,4,302
Kasnas,45,11,1980,1986,1984,1985,16385454,10614689,298,1103,963,790,39,2934
Tolkkinen,45,35,2001,2000,2009,2009,446060716,712410327,246,636,443,457,94,7062
Hiitinen,5,5,2006,2006,2015,2015,125587525,226270424,792,976,1103,1111,17,1314
Farjsundet,49,13,1991,2000,2004,2003,91950958,100445887,177,993,606,511,40,3010
Kristinestad,9,6,2001,2001,2000,2000,8412251,11025625,244,279,260,269,3,231
Korpo (Korppoo),11,9,1988,1989,1998,1999,77216732,29410870,804,7669,1056,1628,125,9410
