,imp_code_str3,imp_name,HS2,description,USD,tonne
0,231,Ethiopia,87, Pedestrian controlled tractors,11987390.725000001,1133.918383
1,231,Ethiopia,27," Anthracite, not agglomerated",7230530.6,20901.899742999998
2,231,Ethiopia,40," Natural rubber latex, including prevulcanised",6019271.050000001,1615.758382
3,231,Ethiopia,17," Raw sugar, cane",5954841.011,9759.428399
4,231,Ethiopia,15," Lard, other pig fat and poultry fat, rendered",4690469.082,3533.553054
5,231,Ethiopia,84, Nuclear reactors,4633770.11,443.57316199999997
6,231,Ethiopia,38, Artificial graphite,3021880.567,234.86492199999998
7,231,Ethiopia,86," Rail locomotives, externally electrically powered",2913083.884,234.30156000000002
8,231,Ethiopia,39, Polyethylene - specific gravity <0.94 in primary form,2868032.785,1196.158273
9,231,Ethiopia,34," Soaps, for toilet use, solid",1629608.0489999999,761.427513
10,231,Ethiopia,85, Electric motors of an output < 37.5 watts,1469823.818,254.86276999999998
11,231,Ethiopia,96," Worked ivory, articles of ivory",1280868.225,126.31472
12,231,Ethiopia,62," Mens, boys overcoats of wool or hair, not knit",1150000.3260000001,384.407007
13,231,Ethiopia,73, Sheet piling of iron or steel,999203.181,228.17235399999998
14,231,Ethiopia,19," Infant foods of cereals, flour, starch or milk, retai",823468.9310000001,928.04308
15,231,Ethiopia,83, Padlocks of base metal,688627.6420000001,315.484137
16,231,Ethiopia,13, Lac,669229.7250000001,817.8636809999999
17,231,Ethiopia,48, Newsprint,643969.653,291.765916
18,231,Ethiopia,72," Pig iron, non-alloy, <0.5% phosphorus",634323.619,1416.772946
19,231,Ethiopia,10, Durum wheat,539160.5109999999,413.592262
20,231,Ethiopia,90," Optical fibres, except for telecommunications",456392.075,17.672843999999998
21,231,Ethiopia,07," Potatoes seed, fresh or chilled",412289.507,949.449654
22,231,Ethiopia,35, Casein,362580.17,115.20824900000001
23,231,Ethiopia,63, Electric blankets of textile material,323781.344,125.350506
24,231,Ethiopia,94," Seats, aircraft",320831.738,150.725998
25,231,Ethiopia,32, Quebracho tanning extract,313445.37200000003,173.15931600000002
26,231,Ethiopia,28, Chlorine,311493.344,724.114832
27,231,Ethiopia,21," Coffee extracts, essences, concentrates, preparations",257673.051,213.689553
28,231,Ethiopia,22, Mineral and aerated waters not sweetened or flavoured,220114.367,1136.166915
29,231,Ethiopia,29, Saturated acyclic hydrocarbons,202784.182,262.97896
30,231,Ethiopia,64," Waterproof footwear (Wellingtons etc), metal toe cap",196894.894,40.34297900000001
31,231,Ethiopia,20," Cucumbers,gherkins, prepared or preserved by vinegar",178182.623,180.156826
32,231,Ethiopia,56," Sanitary towels, diapers and similar articles",162108.902,86.14056699999999
33,231,Ethiopia,12, Soya beans,159840.733,1.17102
34,231,Ethiopia,76," Aluminium unwrought, not alloyed",151001.438,23.663092999999996
35,231,Ethiopia,11, Wheat or meslin flour,146629.46899999998,2367.178481
36,231,Ethiopia,31," Animal or vegetable fertilizers, in packs >10 kg",145924.808,136.927934
37,231,Ethiopia,09," Coffee, not roasted, not decaffeinated",108526.13,205.289088
38,231,Ethiopia,30," Glands and other organs, dried, for therapeutic uses",60000.974,3.189101
39,231,Ethiopia,82, Spades and shovels,55625.287000000004,20.294045999999998
40,231,Ethiopia,06," Bulbs, tubers, corms, crowns and rhizomes, dormant",48463.349,5.035832
41,231,Ethiopia,68," Stone setts, curbstones, flagstones (except slate)",43606.318,109.04227900000002
42,231,Ethiopia,69," Bricks, blocks and ceramic goods of siliceous earths",33296.135,12.033063
43,231,Ethiopia,04, Milk not concentrated nor sweetened < 1% fat,30948.636,27.108324999999997
44,231,Ethiopia,61," Mens, boys overcoats, etc, of wool or hair, knit",29628.74,6.066389999999999
45,231,Ethiopia,33, Essential oils of bergamot,27039.973,12.948872
46,231,Ethiopia,44, Fuel wood,23729.404,12.871788
47,231,Ethiopia,25," Salt (sodium chloride) including solution, salt water",20032.252,182.667283
48,231,Ethiopia,59, Gum or amylaceous covered textiles for book covers et,16728.707000000002,1.900157
49,231,Ethiopia,58," Woven pile fabric of wool or fine animal hair, w >30c",15841.599999999999,1.072219
50,231,Ethiopia,70," Glass cullet, waste or scrap, glass in the mass",14926.542000000001,10.662771
51,231,Ethiopia,57," Carpets of wool or fine animal hair, knotted",14326.057,17.782738
52,231,Ethiopia,60," ""Long pile"" knit or crochet textile fabric",6890.855,0.386989
53,231,Ethiopia,74, Copper mattes,6450.281,0.328423
54,231,Ethiopia,49," Brochures, leaflets and similar, in single sheets",6046.530000000001,1.9437060000000002
55,231,Ethiopia,66, Garden and similar umbrellas,5573.361,69.21210500000001
56,231,Ethiopia,37, X-ray plates and films,4797.652,0.664046
57,231,Ethiopia,54, Sewing thread of synthetic filaments,3881.3999999999996,1.6238890000000001
58,231,Ethiopia,08," Coconuts, fresh or dried",3692.331,10.449636
59,231,Ethiopia,95," Rideable wheeled toys, dolls carriages",3489.257,3.900354
60,231,Ethiopia,65," Hat-forms, etc of felt, not shaped, no formed brim",1986.011,0.183692
61,231,Ethiopia,16," Sausages, similar products of meat, meat offal & bloo",1735.381,2.506926
62,231,Ethiopia,88," Gliders, hang gliders",1482.071,0.033442
63,231,Ethiopia,05," Hair, human, unworked, waste of human hair",1378.258,12.666249
64,231,Ethiopia,55," Filament tow of nylon, polyamides",1138.083,0.15243
65,231,Ethiopia,42," Saddlery and harness, of any material",1080.513,0.20957499999999998
66,231,Ethiopia,46, Plaits and products of plaiting materials,905.856,1.333459
67,231,Ethiopia,92," Upright pianos, including auto-players",306.895,1.491801
68,231,Ethiopia,52," Cotton, not carded or combed",243.04700000000003,0.088661
69,231,Ethiopia,91," Wrist-watch, precious metal, battery, with hands",235.041,0.015514
70,231,Ethiopia,23," Flour or meal, pellet of meat or offal for animal fee",160.553,0.35723
71,231,Ethiopia,67," Bird skins and feathers, articles therefrom",42.699,0.081218
72,231,Ethiopia,71," Pearls natural, not permanently mounted or set",5.429,3.4e-05
73,231,Ethiopia,81," Powders, tungsten (wolfram)",2.966,0.000298
74,231,Ethiopia,41," Bovine skins, whole, raw",0.56,6.500000000000001e-05
75,231,Ethiopia,51," Greasy shorn wool, not carded or combed",0.009,1e-06
76,231,Ethiopia,93," Military weapons, other than hand guns, swords, etc",0.005,0.000995
77,231,Ethiopia,01," Horses, live pure-bred breeding",0.0,0.0
