Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1239,138,37977,46756,2007,2006,2008,2007,1450,1564,1545,1539,107,132,131,131,146,156,161,161,8325.9,639278,651552,42462812,159047489,178589196,34272,135230,162563
Bulk carrier,1108,729,80859,139150,2006,2008,2007,2007,1716,2843,2669,2667,156,272,419,421,172,215,227,227,8139.9,629928,642023,56697925,121703062,155615749,51171,177574,211439
General cargo,445,215,8742,11670,2007,2006,2006,2006,1420,2193,2070,2045,122,195,286,286,109,165,147,151,1738.4,133387,135948,6779026,22581836,32562098,15234,77175,103200
Chemical tanker,334,188,16353,26209,2007,2008,2009,2009,1683,2496,2618,2620,150,222,330,334,80,112,123,124,2540.8,196212,199980,8622091,44519601,51969843,25815,154498,188739
Liquefied gas tanker,196,49,2498,2784,2007,2006,2008,2008,1771,2033,2009,1989,146,188,219,216,33,66,74,71,648.1,49754,50710,1877702,5897277,6307879,9580,54271,72470
Oil tanker,164,105,16131,28444,2003,2004,2001,2001,1636,2509,2823,2882,149,336,804,855,72,174,1198,1209,1994.9,154394,157358,15449784,32475072,36129298,94206,262240,317424
Vehicle,40,10,2400,794,2003,2003,2003,2003,1491,2160,2055,2022,100,162,278,267,49,70,62,62,215.8,16681,17001,804441,3546723,4107466,20111,76442,82268
Service - tug,33,30,73,58,2007,2007,2007,2006,1576,1937,1689,1758,328,508,564,615,80,124,99,88,60.6,4586,4674,1492944,3530363,4726965,45241,116820,157726
Service - other,7,5,39,39,2009,2010,2010,2009,1420,1139,980,998,156,223,267,278,68,169,218,117,18.7,1404,1431,272034,558154,601445,38862,86475,97642
Refrigerated bulk,2,2,107,115,1986,1986,1986,1986,4581,4581,4655,4656,1022,1022,1228,1230,102,102,108,108,79.3,5997,6112,340306,743584,837578,170153,362594,391492
Miscellaneous - fishing,1,1,119,130,1985,1985,1985,1985,9588,9588,9588,9588,716,716,716,716,287,287,287,287,16.6,1283,1308,912681,2024503,2301655,912681,2147953,2546268
