Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1240,134,35359,43675,2007,2006,2008,2007,1442,1432,1438,1437,134,149,165,165,20,23,30,30,6244.0,480242,489462,39676342,148711273,167006121,31997,126363,151930
Bulk carrier,1176,780,66962,115689,2006,2008,2007,2007,1508,2019,2099,2106,272,373,517,518,50,97,95,95,6470.7,500614,510226,47516687,100971375,128071329,40405,138641,164449
General cargo,462,210,6215,8344,2007,2006,2007,2007,1126,1356,1430,1419,119,207,303,311,50,85,70,74,1285.7,98410,100300,5007940,16586962,23884098,10840,54300,72531
Chemical tanker,332,189,11655,18521,2007,2008,2009,2009,1513,1613,1873,1854,158,195,289,289,46,65,55,56,2025.8,156335,159337,6808836,32960747,38581709,20509,114609,139795
Liquefied gas tanker,197,47,2315,2615,2007,2007,2007,2008,1605,1956,1864,1870,143,196,274,282,23,69,69,70,711.5,54496,55542,1914166,5667052,6203920,9717,53679,70880
Oil tanker,136,80,14781,27052,2005,2006,2013,2013,1530,2272,3750,4088,167,269,2042,2153,44,89,54,52,1126.6,87019,88690,11640032,23498237,25794741,85588,245646,297309
Vehicle,42,10,4319,1361,2004,2003,1999,1999,1428,6396,3472,3266,108,465,1713,1644,12,15,17,17,314.4,24330,24797,1378007,6075534,7036087,32810,124710,134215
Service - tug,28,25,62,52,2008,2008,2006,2005,1454,2097,1857,1931,284,558,937,1123,60,349,525,550,58.2,4384,4468,1335320,3157631,4227897,47690,123144,166266
Service - other,6,4,77,60,2010,2011,2012,2011,1275,2329,2122,1822,310,500,548,603,13,81,55,40,23.6,1790,1824,417562,856745,923194,69594,154857,174856
Refrigerated bulk,1,1,220,237,1985,1985,1985,1985,17385,17385,17385,17385,1866,1866,1866,1866,1247,1247,1247,1247,102.2,7721,7869,702091,1534103,1728022,702091,1496148,1615390
