Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Singapore,1058,546,40599,62709,2005,2007,2005,2005,1559,1801,1819,1848,129,167,190,197,130,182,599,668,6335.5,487911,497279,37467684,107479222,126613102,35414,128697,155615
Malaysia,843,333,28954,41536,2007,2005,2007,2006,1443,1666,1615,1666,112,164,346,430,143,165,163,166,5083.2,391608,399127,27170743,89074871,102530066,32231,122072,146944
Sri Lanka,379,137,12872,18521,2006,2006,2006,2005,1358,1621,1620,1670,112,188,245,274,142,191,161,165,2422.0,185903,189472,12068365,40666664,46803669,31843,123678,150127
India,297,187,5188,8361,2008,2006,2006,2006,769,1333,1338,1348,70,156,192,192,93,176,209,214,755.0,58036,59151,4697128,12700830,16472873,15815,60655,76123
Indonesia,221,148,6743,11165,2005,2005,2004,2004,1666,1861,1936,1941,152,202,350,372,72,130,149,152,1031.0,79318,80841,6481078,16387575,19958639,29326,101892,124458
United Arab Emirates,144,126,12454,20810,2006,2007,2006,2006,3194,3320,3332,3333,290,312,327,331,135,187,184,184,1328.6,102765,104738,9212230,21004803,26894473,63974,228464,275708
China,100,70,5960,7846,2007,2007,2008,2007,3594,3018,2684,2549,257,296,323,328,126,193,205,208,1027.9,79159,80679,4961676,16515021,19504405,49617,196449,240067
Thailand,79,53,2672,4534,2000,2001,2002,2002,1290,1821,1896,1886,154,219,270,268,138,222,217,218,342.3,26382,26889,2112849,4585367,5837117,26745,93860,112754
Myanmar,43,31,582,600,2005,2005,2006,2005,644,730,642,727,50,78,77,91,83,143,111,138,108.3,8296,8455,404670,1360571,1673646,9411,38845,47664
Maldives,36,14,540,628,2013,2012,2013,2012,1840,2090,1958,1942,129,168,159,158,37,53,64,69,132.7,10216,10412,443331,1260517,1451492,12315,63820,83334
South Africa,31,31,4964,8480,2011,2011,2011,2011,5134,5361,5386,5385,491,535,549,552,160,194,196,196,537.9,41668,42468,2709493,8974232,10720543,87403,401661,481676
Turkey,29,27,5233,9057,2010,2010,2010,2010,5856,5803,5817,5812,528,537,561,560,213,238,247,249,502.6,38925,39672,3431542,7439363,9122176,118329,408845,482725
Oman,28,26,2493,4293,2005,2006,2006,2005,3182,3188,3299,3299,289,285,308,309,105,168,192,195,244.4,18922,19285,1866057,3833909,4761859,66645,220249,259195
Kuwait,27,11,3128,4736,2012,2010,2012,2012,3749,3744,3771,3771,274,289,282,282,85,91,91,91,412.8,31977,32591,1189003,6978221,8024752,44037,307512,375654
Brazil,26,26,7743,13337,2011,2011,2012,2012,9231,9166,9065,9158,845,877,888,894,192,240,243,244,721.8,55909,56983,4119969,12486797,14690515,158460,688989,830763
Viet Nam,26,23,1894,3175,2005,2005,2007,2007,2807,2653,2764,2770,254,250,276,277,134,156,180,182,184.4,14267,14541,1319082,2988610,3698740,50734,181118,216453
Malta,18,18,2076,3238,2008,2008,2009,2009,5797,5784,5783,5780,514,508,514,514,118,201,228,224,247.3,19113,19480,1415152,3756228,5646129,78620,347106,443630
Pakistan,15,15,1646,2870,2009,2009,2008,2008,3026,3522,3544,3550,326,356,402,403,201,238,260,261,156.3,12107,12340,1237259,2505590,3124283,82484,269530,315266
Hong Kong,13,13,865,1248,2005,2005,2005,2004,2991,2810,2847,2876,247,290,309,306,131,187,203,205,129.9,10011,10204,685628,2011692,2418409,52741,200515,243135
Saudi Arabia,12,12,686,1059,2009,2009,2010,2010,3604,3747,3697,3687,303,324,331,333,84,230,307,320,101.8,7863,8014,543903,1502009,2218860,45325,199867,255975
Gibraltar,11,11,1582,2569,2012,2012,2013,2013,6862,6354,5489,5419,577,527,567,568,173,196,209,213,175.0,13525,13785,880449,2437034,3186780,80041,345603,435488
