Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Beira,236,117,2744,3909,2002,2005,2004,2005,531,668,548,548,45,85,59,59,60,134,111,110,572.0,44034,44880,3014392,9706609,10876640,12773,45966,54416
Nacala Porto,131,74,1819,2599,2003,2005,2005,2005,581,863,621,614,52,144,103,101,80,102,109,111,425.1,32835,33466,1780864,5984583,6698330,13594,50978,60211
Maputo,77,51,952,1432,1998,2002,2003,2004,553,1005,593,592,50,113,89,87,53,175,109,90,165.8,12756,13001,952792,2849797,3256933,12374,44323,53102
Porto Amelia,47,19,212,304,2006,2006,2009,2009,472,643,413,380,57,128,162,171,56,168,710,666,124.7,9604,9788,278908,851871,1037670,5934,22846,27877
Porto De Angoche,29,14,80,112,2004,2009,2008,2007,570,1173,617,581,110,729,459,397,41,93,114,124,36.4,2755,2808,171199,313443,424296,5903,18155,23587
Inhambane,18,9,18,18,1983,1983,1996,1999,829,971,480,423,200,244,396,330,8,41,34,29,14.2,1071,1091,75672,172361,193261,4204,10182,11907
Quelimane,14,9,47,70,2009,2011,2012,2011,587,570,430,411,218,164,76,68,89,204,217,214,14.4,1096,1117,58632,124535,172065,4188,14235,18571
Mocambique,7,6,56,14,1990,1995,2004,2000,856,3361,1048,1792,71,445,309,661,6,179,166,321,19.5,1483,1512,78978,232216,290699,11283,32999,40302
Chinde,6,5,10,10,1995,1997,2004,2008,618,1583,383,277,328,277,281,194,10,35,66,45,3.0,226,230,24756,58902,73324,4126,11313,14174
Ibo,4,4,16,25,2007,2007,2014,2016,239,250,313,335,24,58,35,27,5,7,7,7,1.8,140,143,11108,31357,39553,2777,9840,12436
Pebane,3,2,9,5,2002,2005,1997,1998,5322,4250,5070,4915,562,544,517,520,87,85,83,84,3.8,285,291,34384,75421,85125,11461,26756,31504
Porto Belo,3,2,6,8,1993,1998,2008,2009,972,838,948,960,290,283,396,401,0,5,1,1,3.7,280,285,13570,40503,51128,4523,14929,19122
