Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,627,550,79656,144234,2011,2011,2011,2011,3490,3208,3449,3491,337,334,539,545,32,75,70,71,6145.6,475841,484977,40207183,94766311,114064380,64126,236336,282779
Container,262,54,8743,11014,2000,2002,2002,2002,1164,1596,1443,1430,92,143,199,198,46,44,50,50,1506.1,116255,118487,9635586,35040896,38716721,36777,137685,163065
General cargo,140,88,3757,5542,2006,2008,2011,2012,653,1917,1837,1870,90,219,395,399,42,84,71,73,515.3,39555,40315,2585799,8990443,13107922,18470,101370,136874
Chemical tanker,136,100,8209,13277,2009,2010,2010,2010,2865,2573,2569,2567,240,247,336,336,47,62,63,63,1094.8,84677,86303,3088870,19954169,23155202,22712,172044,211610
Oil tanker,73,53,5577,9424,2005,2007,2007,2007,3178,2778,2703,2728,291,291,356,356,36,63,61,61,765.6,59262,60400,8197715,17275922,20362700,112297,316477,378500
Vehicle,55,44,4178,1342,2008,2008,2008,2007,1373,1346,1294,1292,80,91,177,179,25,33,23,22,262.5,20331,20722,1358524,5989635,6936608,24700,93886,101042
Cruise,44,10,1634,174,1998,1993,2003,2003,339,739,649,640,38,52,74,73,9,20,17,17,380.5,29461,30026,1018536,3792316,3852078,23149,76339,72115
Liquefied gas tanker,35,11,1599,1844,2011,2012,2014,2014,1136,2183,1789,1787,95,194,444,446,47,80,47,47,226.8,17444,17779,748097,3482057,3257045,21374,146336,210175
Refrigerated bulk,27,21,404,447,1993,1993,1993,1993,1666,1991,2013,2063,165,197,282,284,129,174,137,137,254.5,19289,19660,1324718,2894573,3260465,49064,104554,112887
Miscellaneous - fishing,19,11,33,25,1980,1988,1992,1991,2239,6401,3242,4468,699,1249,2100,2371,128,361,381,314,70.5,5296,5398,178385,395693,449862,9389,22096,26193
Ro-Ro,18,4,1153,1055,2012,2012,2012,2012,1395,1293,1263,1265,96,94,97,98,70,67,91,91,134.6,10427,10627,1132296,2086469,2432687,62905,147851,156946
Service - other,11,9,71,91,1999,1999,1999,1999,1242,2150,3378,4358,353,1222,1514,1471,59,130,71,71,44.6,3351,3415,635985,1304901,1406110,57817,128652,145266
Service - tug,7,3,2,3,2004,1998,1999,1992,501,1247,736,803,114,881,738,627,75,64,108,86,5.1,386,394,74584,176368,236148,10655,27513,37147
