Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,632,554,69816,126049,2011,2011,2011,2011,3266,2805,2968,2991,277,267,406,408,130,168,159,159,5357.0,414800,422764,35516151,84369380,101990467,56196,209431,251090
Container,263,54,5934,7490,2000,2002,2001,2001,804,1018,982,975,76,93,131,131,34,54,56,56,1097.0,84755,86383,6604553,24065990,26588926,25112,94109,111459
General cargo,140,88,4428,6595,2006,2008,2011,2011,852,2359,2190,2255,94,225,380,382,102,154,202,202,617.6,47374,48284,2972074,10412545,15218316,21229,117985,159763
Chemical tanker,134,99,7221,11829,2009,2009,2010,2010,1023,2193,2283,2311,122,197,346,346,66,93,123,123,1133.9,87690,89374,2781827,17950014,20898702,20760,157050,193819
Oil tanker,71,53,5001,8334,2006,2007,2007,2007,3346,2685,2439,2427,283,251,346,343,91,128,124,124,764.1,59151,60287,7409361,16410408,18914636,104357,305472,362484
Vehicle,55,44,5235,1701,2008,2008,2011,2010,593,1590,1621,1638,72,106,205,208,8,9,8,8,310.0,24013,24474,1722667,7595117,8795919,31321,119052,128126
Cruise,44,10,1211,130,1999,1996,2003,2003,322,601,481,483,20,44,62,63,7,7,11,11,317.4,24572,25044,764347,2833050,2899696,17372,57174,54517
Liquefied gas tanker,36,12,1175,1356,2011,2011,2012,2012,1217,1633,1280,1279,180,244,291,289,45,70,68,68,250.1,19210,19579,773074,2750584,2808941,21474,128645,175873
Refrigerated bulk,25,20,1130,1191,1993,1993,1995,1995,2218,5046,5841,5705,459,387,514,513,86,99,109,106,496.2,37753,38478,3534237,7722480,8698647,141369,301257,325267
Miscellaneous - fishing,24,13,63,39,1979,1986,1993,1993,461,6511,4822,5413,128,881,1871,2280,42,388,1497,1227,77.3,5802,5914,271849,603014,685566,11327,26658,31601
Ro-Ro,18,4,409,372,2012,2012,2012,2012,357,426,448,446,27,31,52,52,20,19,21,21,44.4,3440,3506,399323,735827,857927,22185,52142,55350
Service - tug,10,6,8,9,2004,2002,2000,1994,712,1220,1028,1140,137,596,698,846,58,581,791,671,14.0,1052,1072,228875,541221,724666,22888,59100,79795
Service - other,7,6,44,41,1998,1996,1990,1995,2511,2763,2607,2239,162,161,216,226,93,442,452,282,15.3,1149,1171,283390,581454,626552,40484,90084,101718
Other liquids tankers,1,1,0,0,1958,1958,1958,1958,74,74,74,74,18,18,18,18,87,87,87,87,1.5,116,118,87,248,535,87,301,487
