dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,14,12,2010,2010,2009,2009,56094355,86625068,145,211,207,203,26,2025
Cruise,5,2,1995,1995,1995,1995,18951794,1569566,70,108,78,82,8,612
Miscellaneous - fishing,137,1,1996,1996,1996,1996,2636002,2349916,40,40,100,100,14,1072
Container,62,15,1997,2004,2005,2006,592504510,693634872,140,947,546,645,134,10296
General cargo,2,2,2008,2008,2008,2008,2173249,2612999,151,151,147,149,1,46
Offshore,89,3,1979,1981,1980,1980,13683792,18095588,100,82,266,288,34,2579
Ro-Ro,108,1,1969,1969,1969,1969,11670570,16992139,51,51,244,244,61,4587
Vehicle,1,1,2002,2002,2002,2002,10007895,3494031,205,205,205,205,1,95
