int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Amapala,191,131,2008,2009,2009,2009,3040426739,3318249426,220,720,428,599,390,30091
Puerto Cortes,1385,331,2006,2008,2006,2007,20560003085,28201888387,800,1225,793,830,3503,269322
Omoa,45,27,2011,2010,2013,2012,1884179269,2358585723,1106,1388,1290,1378,254,19566
Puerto Castillas,73,32,1997,2004,2001,2005,1274553402,1599007804,776,1088,962,1084,243,18703
Roatan,399,60,2006,2004,2008,2007,19788698082,1885938543,351,605,528,524,3751,289281
Tela,11,10,2011,2011,2011,2011,380936306,645929210,1105,1179,1169,1168,63,4840
Trujillo,5,4,1996,1996,1993,1993,95922621,9973310,600,528,553,549,27,2084
La Ceiba,4,4,1980,1980,1995,1978,3068544,1630961,1072,1063,244,708,4,331
Utila,3,3,2007,2007,2006,2006,91365063,127840350,1105,1505,1506,1560,12,916
Guanaja,2,2,1993,1993,2009,2007,13231944,14554780,959,959,796,804,5,387
