port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Puerto Castillas - Puerto Cortes,56,16,1996,2006,1997,2000,158467945,172491855,134,196,164,170,52,4002
Roatan - Trujillo,5,2,1995,1995,1995,1995,18951794,1569566,70,108,78,82,8,612
Roatan - La Ceiba,234,5,1985,1981,1976,1975,15004001,20995521,41,57,203,223,71,5312
Roatan - Guanaja,2,1,1996,1996,1996,1996,37811,33707,98,98,98,98,0,13
Roatan - Puerto Cortes,80,5,1980,1996,1986,1987,12614121,15319785,101,102,180,185,28,2119
Puerto Cortes - Puerto Cortes,30,8,2008,2007,2008,2008,940338790,1162636277,1595,1607,1609,1608,203,15609
Utila - Puerto Castillas,1,1,2005,2005,2005,2005,3945107,5796859,200,200,200,200,3,250
Utila - Puerto Cortes,3,3,2008,2008,2007,2007,13021480,17210821,179,239,275,282,2,174
Guanaja - Puerto Cortes,1,1,2010,2010,2010,2010,2372079,2521280,147,147,147,147,0,34
La Ceiba - Puerto Cortes,2,1,1981,1981,1981,1981,783297,1205072,502,502,502,502,1,73
La Ceiba - Utila,8,1,1969,1969,1969,1969,638753,930012,74,74,180,180,3,222
Utila - Roatan,10,1,1969,1969,1969,1969,1708489,2487529,472,472,386,386,8,601
Omoa - Puerto Cortes,1,1,2002,2002,2002,2002,10007895,3494031,205,205,205,205,1,95
