int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,158,108,2010,2010,2012,2012,3481056140,5726697486,920,997,989,987,571,43965
Container,1150,97,2005,2006,2005,2005,11661777766,14161685635,305,475,563,563,2356,181265
Bulk carrier,124,113,2009,2010,2010,2010,5853825441,9573792924,1006,1959,1770,1743,661,51014
Liquefied gas tanker,52,19,2009,2010,2013,2013,1425797163,1629978059,1106,1099,1124,1124,240,18483
Vehicle,88,68,2008,2009,2006,2006,1695633858,556301882,191,299,337,336,107,8265
General cargo,138,72,2007,2007,2002,2002,2359847442,3375044470,950,1580,1688,1649,391,29892
Cruise,343,48,2007,2005,2008,2008,19741948506,1731057401,348,426,527,517,3687,284481
Oil tanker,32,21,2004,2007,2005,2004,612485943,1060821526,1007,958,920,921,131,10042
Service - tug,8,7,1990,1993,1993,1987,2512964,2068345,890,1218,1086,1248,11,793
Refrigerated bulk,8,6,1994,1995,1994,1994,100908872,107008987,794,847,1015,1014,38,2930
Service - other,3,3,1988,1988,1979,1978,93203722,69455307,1345,1499,1408,1236,15,1124
Miscellaneous - fishing,3,2,1992,1990,1985,1985,2365012,1910394,1156,1051,1118,1114,5,344
Ferry-RoPax,2,1,2007,2007,2007,2007,7281153,615150,313,313,313,313,2,169
Offshore,7,4,1988,1986,2003,2003,92432200,164677428,440,2277,244,240,28,2119
Ro-Ro,2,2,1968,1968,1966,1966,1308875,2483498,623,623,752,780,8,635
