,exp_code_str3,exp_name,HS2,description,USD,tonne
0,674,San Marino,69," Bricks, blocks and ceramic goods of siliceous earths",4234626.077,10121.850828
1,674,San Marino,84, Nuclear reactors,17444821.294999998,1186.250726
2,674,San Marino,94," Seats, aircraft",3171377.253,1019.148521
3,674,San Marino,39, Polyethylene - specific gravity <0.94 in primary form,2028317.182,459.305268
4,674,San Marino,38, Artificial graphite,2160470.468,307.87906599999997
5,674,San Marino,34," Soaps, for toilet use, solid",645488.278,249.21101000000002
6,674,San Marino,95," Rideable wheeled toys, dolls carriages",481922.171,211.634886
7,674,San Marino,40," Natural rubber latex, including prevulcanised",1109483.8699999999,211.10890799999999
8,674,San Marino,23," Flour or meal, pellet of meat or offal for animal fee",466973.389,152.093389
9,674,San Marino,21," Coffee extracts, essences, concentrates, preparations",1604002.4880000001,107.756208
10,674,San Marino,22, Mineral and aerated waters not sweetened or flavoured,110567.90400000001,78.312182
11,674,San Marino,32, Quebracho tanning extract,291469.363,74.23775599999999
12,674,San Marino,87, Pedestrian controlled tractors,304656.492,72.73065100000001
13,674,San Marino,73, Sheet piling of iron or steel,403914.123,70.25155699999999
14,674,San Marino,85, Electric motors of an output < 37.5 watts,1177011.401,58.629838
15,674,San Marino,35, Casein,174174.294,46.827169000000005
16,674,San Marino,48, Newsprint,127228.648,38.746072000000005
17,674,San Marino,49," Brochures, leaflets and similar, in single sheets",354573.627,38.391732000000005
18,674,San Marino,72," Pig iron, non-alloy, <0.5% phosphorus",29781.313,34.618268
19,674,San Marino,33, Essential oils of bergamot,551760.9,34.473644
20,674,San Marino,76," Aluminium unwrought, not alloyed",214398.688,16.320247
21,674,San Marino,74, Copper mattes,492766.48600000003,13.204307
22,674,San Marino,64," Waterproof footwear (Wellingtons etc), metal toe cap",280541.618,11.481751
23,674,San Marino,20," Cucumbers,gherkins, prepared or preserved by vinegar",103159.753,10.606226
24,674,San Marino,08," Coconuts, fresh or dried",7470.0199999999995,10.518125
25,674,San Marino,83, Padlocks of base metal,119898.89199999999,10.197776999999999
26,674,San Marino,12, Soya beans,22791.451,9.834535
