Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Reykjavik,286,97,1134,505,1997,1998,2004,2003,290,1187,388,438,28,284,398,399,7,63,62,65,358.3,27352,27877,2242808,5861253,6880526,7842,21789,25829
Vestmannaeyjar,268,101,607,370,1993,1993,1998,2001,351,938,608,669,42,214,865,624,14,103,161,214,365.8,27620,28150,2155640,5076548,6075986,8043,19874,24007
Isafjordur,243,88,806,235,1994,1992,2000,1997,187,787,237,279,18,151,225,410,9,66,60,95,301.1,23041,23484,1019587,3121410,3867348,4196,13004,15703
Akureyri,227,109,883,321,1998,1997,2002,2003,256,707,300,392,24,120,167,218,8,63,95,174,301.0,23017,23459,1426788,3976215,4835982,6285,18456,22324
Grundartangi,176,37,403,483,2004,2003,2001,2001,179,220,261,258,33,43,39,38,5,38,7,7,143.3,10994,11205,743749,2260197,2647800,4226,13634,16465
Kopavogur,156,53,386,266,1989,1993,1999,2002,192,1963,519,501,20,325,691,605,7,136,469,504,151.5,11444,11664,1336251,3179348,3836876,8566,21672,26578
Thorlakshofn,118,47,82,49,1992,1991,1992,1995,300,728,518,389,38,151,234,225,21,193,300,229,87.1,6563,6689,296115,684000,790219,2509,6094,7236
Hafnarfjordur,117,60,256,163,1992,1991,1998,1998,421,1185,639,629,68,273,740,591,14,84,95,95,133.4,10059,10253,871184,2032887,2406926,7446,18619,22543
Neskaupstadur,110,54,309,229,1993,1995,2001,2002,352,895,954,1168,48,104,946,1002,12,126,245,235,128.4,9681,9866,1580149,3545715,4071181,14365,34184,40748
Siglufjordur,106,36,170,77,1986,1986,1996,1994,301,1531,662,885,72,348,1365,1565,10,134,230,208,135.1,10162,10357,565725,1273080,1550335,5337,12784,15927
Husavik,104,58,89,52,1990,1993,1988,1994,214,259,265,244,25,42,44,52,10,23,27,23,49.1,3716,3787,215711,700304,1098422,2074,7188,10550
Hornafjordur,95,33,63,51,1987,1991,1991,1991,267,707,610,576,48,189,677,649,13,70,69,41,86.9,6529,6654,330322,745384,849281,3477,8366,10063
Eskifjordhur,91,60,132,103,1998,1996,1995,1998,382,856,585,588,50,145,295,324,21,100,172,223,80.3,6042,6158,618578,1445458,1677982,6798,16801,20119
Grundarfjordur,88,43,133,46,1989,1989,2001,1999,239,1161,269,495,37,184,197,346,13,200,319,410,81.3,6154,6272,272122,700801,873055,3092,8313,10341
Grindavik,88,29,64,34,1986,1986,1984,1983,733,1238,992,645,130,413,1024,1098,12,58,147,106,97.4,7314,7454,205499,467149,544857,2335,5728,6908
Saudarkrokur,86,28,101,68,1993,1989,2003,2001,101,1521,367,211,11,353,3005,2038,9,80,110,80,67.2,5086,5184,304327,712177,846361,3539,9257,11143
Patreksfjordur,86,33,65,37,1984,1988,1998,1997,206,613,603,664,23,145,333,322,34,176,383,350,61.4,4612,4701,259522,545783,632988,3018,6963,8394
Djupivogur,85,45,120,37,1987,1990,1992,1989,238,465,262,287,20,193,107,401,13,37,35,93,81.8,6211,6331,196004,650874,929291,2306,7616,10368
Grimsey,58,34,31,11,1992,1988,1993,1994,191,395,167,222,32,58,86,106,20,70,71,89,29.5,2224,2266,94789,210698,282002,1634,3945,5298
Seydisfjordur,58,30,247,99,1994,1995,2001,2004,248,987,336,772,22,163,556,1319,10,74,87,166,82.3,6309,6430,642788,1674536,1999081,11083,29365,35200
Rif,57,30,106,68,1986,1993,1996,2000,309,1678,1447,1390,52,218,536,419,32,303,789,892,68.2,5123,5221,475632,1054920,1200132,8344,19653,23309
Bildudalur,48,14,18,19,1995,1996,2002,2001,185,257,202,196,26,75,166,164,16,55,89,106,29.8,2241,2284,72163,168048,193278,1503,3739,4395
Olafsvik,48,27,35,19,1987,1989,1993,1995,463,895,560,467,68,258,471,411,33,99,113,102,47.5,3567,3635,109205,254901,311002,2275,5793,7162
Faskrudsfjordur,46,31,57,46,1993,1994,1992,1995,358,597,666,613,34,104,845,685,10,42,54,58,34.3,2577,2627,309745,689884,788254,6734,15919,18934
Thorshofn,45,33,118,112,1998,1996,2003,2003,362,635,1007,996,51,73,520,504,55,104,269,270,50.6,3805,3879,756086,1714938,1919291,16802,39647,47077
Stykkisholmur,43,14,36,11,1990,1994,1989,1988,134,183,159,169,15,76,38,49,10,35,20,24,25.1,1894,1930,52449,212160,396286,1220,5050,8559
Dalvik,42,16,83,48,1991,1990,1998,1996,669,1489,1718,1382,152,310,751,738,48,148,175,170,42.4,3190,3251,318069,707086,806679,7573,17944,21292
Vopnafjordur,42,16,68,60,1996,1992,2012,2012,194,440,694,648,24,60,285,281,14,93,94,113,29.6,2252,2296,406324,898429,1023019,9674,22792,27010
Helguvik,41,21,111,75,1999,1999,2001,2001,247,1004,977,738,42,149,370,252,12,49,341,336,36.9,2776,2829,472858,1048500,1193369,11533,27391,32469
Bolungarvik,34,15,46,30,1986,1989,1994,1994,461,1234,853,1082,85,306,771,864,14,101,183,194,28.5,2140,2181,209670,465322,531694,6167,14536,17274
Gardabaer,33,16,44,31,1989,1989,1992,1988,593,953,1368,1635,57,95,334,447,109,165,363,437,23.8,1789,1824,216568,480389,546153,6563,15445,18309
Kopasker,31,27,13,8,1993,1994,1996,1999,239,433,337,263,48,99,337,196,12,41,39,34,11.6,868,885,56671,125706,142916,1828,4302,5100
Akranes,31,13,150,121,2000,2002,2014,2013,230,1780,2317,1873,77,213,557,495,13,288,1355,1132,48.3,3679,3750,808497,1788849,2040990,26081,61712,73463
Reydarfjordur,27,23,39,30,1996,1998,1998,1998,432,660,592,438,69,160,304,190,17,89,77,59,24.9,1875,1911,151305,343626,401397,5604,13984,16745
Sandgerdi,26,18,28,21,1989,1988,2000,2003,863,1318,1324,1471,102,468,400,303,23,123,374,387,36.2,2719,2771,167854,368377,423781,6456,15165,18215
Skerjafjordur,24,12,97,53,1989,1990,1998,1998,423,3965,1511,972,84,985,2712,2662,12,55,29,26,52.2,3922,3997,355335,779220,886264,14806,34755,41209
Keflavik,23,9,38,17,1986,1984,1995,1997,489,679,870,1002,90,162,166,179,7,102,239,223,28.7,2160,2202,136481,291417,327008,5934,13672,15974
Skagastrond,21,15,30,17,1981,1981,1987,1985,726,875,1251,1167,139,251,434,447,49,191,295,256,20.5,1541,1571,120234,261143,292826,5725,13270,15532
Talknafjordur,19,8,5,4,1997,1992,1997,1994,200,205,206,226,22,36,75,79,10,158,70,114,8.2,617,629,24655,55663,65400,1298,3154,3824
Raufarhofn,18,11,9,6,1984,1994,1990,1995,347,312,336,269,46,64,101,87,13,16,45,40,8.7,657,670,40133,96039,121200,2230,5702,7241
Hrisey,16,8,4,2,1991,1991,1990,1991,219,296,109,164,29,34,53,54,32,90,89,110,4.6,345,352,10238,29191,43781,640,1932,2789
Straumsvik,15,8,13,16,2003,2001,2010,2011,172,159,188,188,32,34,32,30,16,26,9,6,5.0,378,385,26008,64512,78642,1734,5003,6099
Hafnir,14,9,12,6,1989,1989,1996,2001,585,882,757,652,98,157,193,159,91,200,494,232,11.9,894,911,44744,98570,111567,3196,7484,8835
Njardvik,14,11,10,5,1981,1981,1987,1987,240,750,1086,761,62,164,345,302,27,149,494,448,8.3,622,634,38209,85076,97870,2729,6480,7767
Drangsnes,12,7,4,1,1974,1984,1996,1980,185,307,152,200,36,44,39,65,6,32,26,47,3.2,244,249,5400,13402,17541,450,1139,1435
Borgarfjordur Eystri,12,11,12,4,1983,1981,1992,1992,260,303,189,259,37,49,30,51,8,32,21,82,5.4,406,414,22868,67141,104111,1906,5772,8415
Flateyri,10,8,14,9,1984,1986,1998,1998,232,796,951,597,50,86,219,180,14,111,542,409,3.6,271,276,52425,119638,139710,5242,13010,15658
Sudavik,9,4,7,1,1984,1986,1995,1988,209,223,221,225,31,34,33,40,5,216,45,78,7.6,571,582,6575,24699,38201,731,2709,3910
Hvammstangi,6,6,2,3,1989,1989,1997,1998,136,163,162,147,26,35,36,25,3,10,5,6,1.3,98,100,7481,19529,25417,1247,3970,5021
Sudureyri,5,3,5,3,1996,1986,1993,1991,100,1253,396,466,22,161,275,303,51,112,120,129,2.0,152,155,22841,49381,55200,4568,10553,12316
Bakkafjorddur,5,4,8,2,1983,1987,2001,1986,304,524,216,317,33,106,103,248,28,30,32,58,3.8,291,296,8678,29381,36021,1736,5606,6620
Thingeyri,5,4,3,2,1988,1989,1992,1990,220,261,236,229,48,64,66,58,8,6,6,7,1.1,84,85,8231,19796,25003,1646,4399,5685
Vogar,4,4,7,6,1988,1988,1985,1986,908,1421,900,1160,206,342,588,557,20,84,143,125,4.3,323,329,44211,97681,110770,11053,25937,30674
Arskogssandur,3,2,1,1,1985,1990,2001,2003,67,222,247,325,35,44,61,65,13,14,13,13,0.6,43,44,7291,16244,18564,2430,5753,6850
Olafsfjordur,3,3,1,0,1969,1969,1972,1972,552,530,450,466,40,113,202,202,25,110,50,55,1.3,100,102,3183,6969,7856,1061,2474,2909
Budardalur,2,2,2,1,1990,1990,1988,1987,1885,1885,1809,1786,428,428,338,300,1048,1048,806,701,5.5,416,424,10124,22457,25532,5062,11913,14123
Litli Sandur,2,2,4,3,1978,1978,1981,1981,2208,2208,1810,2379,369,369,719,722,80,80,158,158,1.6,121,124,18623,41292,46933,9311,21908,25964
Hvalfjordur,2,2,1,0,1989,1989,1982,1990,1649,1649,1674,1643,1137,1137,694,1191,474,474,662,451,4.5,338,345,12188,25842,33136,6094,14571,19337
