Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,548,174,2545,3469,2000,2003,2005,2004,992,1148,1087,1089,99,126,136,134,25,43,51,51,722.2,55009,56065,5421602,16067672,22655102,9893,38286,50960
Container,285,21,2416,2776,2005,2006,2005,2005,940,1006,818,805,64,75,83,82,7,32,14,14,685.0,52452,53459,5169382,14096452,15950475,18138,50893,58328
Miscellaneous - fishing,268,168,1447,902,1998,1997,2001,2001,1275,2789,2485,2111,168,411,940,872,24,254,530,441,675.3,50735,51709,6341716,14067148,15992923,23663,55690,66017
Cruise,134,76,5727,648,1993,1994,2001,1997,919,1007,959,980,63,79,76,84,8,15,11,11,1320.5,101692,103645,2604879,13344712,16219491,19439,87332,97834
Chemical tanker,87,29,768,1158,2003,2004,2007,2008,805,983,967,986,83,110,125,128,27,26,48,47,202.6,15437,15733,1178790,3699472,4455225,13549,48165,58474
Bulk carrier,74,43,1979,3284,2007,2009,2012,2012,1236,1657,1713,1736,124,175,242,246,22,71,77,78,208.2,15941,16247,1700589,3835296,4805779,22981,78679,95574
Refrigerated bulk,70,23,322,323,1989,1992,1991,1992,1167,1355,1322,1318,112,123,151,151,10,14,18,19,168.8,12772,13017,958510,2094391,2359134,13693,29180,31505
Ferry-RoPax,52,3,538,93,2003,2003,2003,2003,285,1319,296,303,19,176,29,40,5,88,10,17,95.9,7356,7497,580108,1434560,1760214,11156,23813,21689
Vehicle,47,1,920,370,1996,1996,1996,1996,1053,1053,1031,1031,65,65,64,64,7,7,10,10,200.9,15315,15609,374312,1650317,1911235,7964,30272,32579
Service - other,17,13,144,45,1999,2001,2003,2003,1063,2003,2563,2021,127,238,383,386,26,117,353,230,46.0,3457,3523,313671,643584,693500,18451,41057,46359
Oil tanker,11,8,435,729,2005,2004,2013,2013,1186,1312,2040,2071,117,136,300,304,42,47,20,20,50.7,3891,3966,554767,954572,1082757,50433,132324,163062
Ro-Ro,11,2,41,40,1981,1980,1981,1981,847,775,814,814,39,52,71,71,7,4,60,60,18.8,1418,1445,143865,1109143,523394,13079,31917,45499
Service - tug,4,4,1,1,1983,1983,1985,1986,858,832,887,904,116,119,129,133,174,414,587,601,3.7,277,282,18203,43044,57633,4551,11751,15865
Ferry-pax only,2,2,13,2,1990,1990,1990,1990,2196,2196,1925,1689,218,218,218,186,122,122,123,171,6.6,493,503,45042,126855,164318,22521,62824,83133
