Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Reykjavik,208,83,4545,2055,2004,2002,2003,2005,1139,1433,1086,1161,90,157,113,137,9,51,17,28,1104.9,84807,86435,4932230,16300456,19027504,23713,77081,87912
Eskifjordhur,201,72,1752,2443,2002,2002,2008,2010,855,1236,936,1016,82,150,281,262,13,40,63,68,421.1,31984,32598,2453441,6505770,7919038,12206,39533,48622
Vestmannaeyjar,137,45,866,926,2003,1994,2004,2006,917,1074,777,761,64,127,76,71,9,195,60,43,264.2,20127,20513,2203476,5956082,6898547,16084,43483,50794
Grundartangi,112,70,1279,1865,2002,2005,2006,2006,1221,1273,1290,1290,119,138,147,148,19,45,55,56,248.2,18975,19340,2016554,5657526,7557641,18005,65974,83560
Akureyri,111,60,2339,597,1999,1996,2004,2003,805,1748,931,889,68,226,164,245,13,150,90,167,574.2,44137,44984,1799550,6536416,7829413,16212,58581,67683
Hafnarfjordur,102,74,901,657,1997,1996,1999,2001,1413,3219,2144,1733,142,436,608,458,36,212,444,309,302.7,22857,23296,2571792,5950874,7122629,25214,66593,80796
Seydisfjordur,84,28,765,173,2001,1997,1999,2000,288,1063,366,421,21,120,52,82,5,21,8,12,152.7,11681,11906,864627,2501305,3146761,10293,27218,29300
Thorlakshofn,79,27,1025,532,1997,2000,1997,1998,1057,1387,1050,1087,66,155,77,98,8,125,21,33,242.9,18501,18856,840693,3108653,3630024,10642,36975,44730
Neskaupstadur,70,42,268,307,1996,1996,1998,1999,708,1122,1161,1127,79,143,201,169,13,25,30,27,101.4,7684,7832,899649,2225467,2597717,12852,32871,39899
Straumsvik,67,17,849,1350,2001,2009,2008,2008,1203,1846,1768,1829,103,198,242,252,40,64,72,72,166.6,12711,12955,1096241,2880813,3883425,16362,61914,76699
Faskrudsfjordur,52,38,143,128,1999,1998,2000,2000,948,1097,1157,1044,99,120,410,287,18,50,87,74,85.6,6445,6568,736085,1681945,1964248,14155,34556,41773
Husavik,46,30,217,281,2004,2004,2006,2007,831,992,980,1043,73,104,125,130,20,31,52,57,61.2,4677,4767,432706,1259622,1709362,9407,35420,45531
Kopavogur,39,30,413,195,1996,1995,1995,2003,1121,2336,1560,1338,125,320,395,368,19,85,160,100,150.1,11400,11618,784241,2038842,2601877,20109,56129,70616
Hornafjordur,39,32,87,91,1988,1989,1991,1993,946,1010,870,858,101,129,113,108,18,78,43,31,47.2,3560,3628,290151,890975,899279,7440,19706,24608
Reydarfjordur,32,22,192,219,1998,1998,2004,2004,626,969,790,725,76,102,165,140,25,68,32,29,66.0,5013,5110,447976,1163044,1395091,13999,40830,49489
Helguvik,31,15,471,762,2005,2007,2009,2009,1227,1191,1241,1244,128,136,160,161,20,30,31,31,76.8,5879,5992,530585,1684593,1971920,17116,68061,83344
Vopnafjordur,28,20,66,78,1992,1995,1994,1995,802,1095,1120,1083,90,115,160,163,24,28,27,29,31.0,2333,2377,251831,636754,824022,8994,24458,31708
Thorshofn,28,25,80,82,1996,1997,1998,1999,814,1160,1129,1061,90,131,169,163,15,22,21,23,29.7,2245,2288,378215,1066542,1085615,13508,33885,42021
Bildudalur,21,17,61,87,2003,2002,2004,2004,1058,1098,1097,1098,126,134,139,139,29,52,39,37,16.9,1271,1295,268330,764629,1094301,12778,41549,59524
Akranes,13,5,73,105,2005,1998,2007,2007,1141,1192,1170,1170,96,120,102,102,16,23,17,17,23.6,1812,1847,239278,575046,728618,18406,56511,73098
Isafjordur,11,11,216,61,1992,1992,1991,1995,1010,2129,1146,1365,71,229,374,608,8,206,371,649,64.7,4971,5066,270030,931215,1125677,24548,81787,94743
Saudarkrokur,10,5,41,50,2001,1997,2006,2005,859,875,899,891,74,85,88,87,52,42,88,83,10.1,774,789,90072,260878,358822,9007,34834,44183
Grimsey,9,9,13,8,1998,1998,1997,2001,764,781,800,779,74,85,85,84,15,19,14,14,6.7,504,514,55341,131752,164982,6149,15489,19620
Thingeyri,8,3,18,24,1992,1998,1998,2000,958,960,912,924,90,93,94,93,23,21,39,35,5.5,418,426,50930,148056,207634,6366,23567,31216
Patreksfjordur,7,3,12,18,1990,1995,1993,1993,986,1044,1034,1044,104,103,105,105,14,20,25,24,4.7,357,363,46948,135353,192751,6707,22966,31980
Dalvik,6,5,17,14,2003,2000,2007,2000,1378,1372,1484,1293,185,194,256,203,6,8,9,9,5.4,408,415,63574,158847,204190,10596,29074,38229
Djupivogur,6,6,9,7,1999,1999,2010,2010,580,918,1078,815,88,118,222,167,40,258,108,86,6.8,511,521,54105,122776,145520,9017,21896,26861
Gardabaer,5,5,15,5,1989,1989,1997,1995,1946,2478,1202,1320,271,235,279,299,28,375,191,305,12.1,909,927,36216,80020,90745,7243,16998,20103
Skerjafjordur,5,5,40,45,1992,1992,1999,2002,1279,1330,1486,1473,186,555,204,193,26,134,321,393,25.0,1889,1925,91072,234864,277744,18214,52124,62173
Siglufjordur,4,3,57,10,2000,1997,2012,2013,690,1497,829,1111,60,261,188,359,8,21,6,5,11.6,892,909,50312,189549,237120,12578,44732,53168
Budardalur,3,3,4,6,1984,1984,1985,1985,992,919,890,882,109,109,109,108,9,8,7,7,1.5,111,113,17475,50131,72043,5825,18986,27307
Kopasker,3,3,4,3,2008,2008,2010,2010,683,751,759,709,85,85,87,85,9,10,9,10,2.1,158,161,21578,47865,54418,7193,16928,20067
Olafsvik,3,3,9,10,1976,1976,1989,1998,1297,3773,1828,1532,161,193,199,181,93,1326,1408,747,10.4,785,801,27785,71101,90240,9262,29091,35820
Hrisey,3,3,15,4,1989,1989,1990,1989,946,934,915,937,90,94,90,95,14,96,34,121,5.6,423,431,20661,76618,139709,6887,26453,44277
Grindavik,3,3,8,11,2011,2011,2009,2009,980,923,1098,1119,105,96,113,115,36,43,29,29,2.1,161,164,25239,72807,102096,8413,30403,40607
Bolungarvik,2,2,11,15,2008,2008,2009,2009,1041,1041,1066,1061,91,91,94,93,12,12,14,14,2.6,197,201,26117,76612,105653,13059,52316,65965
Rif,2,2,2,1,1982,1982,1986,1986,1272,1272,1394,1433,319,319,445,453,136,136,216,222,2.3,173,176,4986,11060,12574,2493,5867,6955
Raufarhofn,2,2,3,2,1997,1997,1996,1998,1122,1122,1111,860,168,168,205,141,31,31,43,23,2.4,178,181,14861,32965,37478,7431,17487,20730
Borgarfjordur Eystri,2,2,2,1,1983,1983,1980,1979,3801,3801,2471,2762,452,452,557,574,1402,1402,1982,2079,8.5,639,651,9593,21280,24193,4797,11289,13382
Hvammstangi,2,2,8,11,2003,2003,2003,2003,1123,1123,1091,1088,124,124,124,124,48,48,49,48,1.8,136,139,27288,78910,111748,13644,48096,65726
