Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,1679,204,3412,2275,1991,1994,2000,2000,593,1300,1611,1452,100,269,978,869,28,101,332,339,1969.3,148096,150940,15997822,35486254,40344278,9528,22424,26582
Cruise,523,64,2394,305,1991,1994,2000,1994,176,229,217,208,16,20,19,20,8,12,13,13,789.1,60695,61860,1317106,6495856,9411681,2518,11438,15412
General cargo,484,80,351,449,1999,2001,2001,2001,193,247,216,213,20,31,33,29,9,27,18,17,133.6,10224,10420,945984,2749686,3857068,1955,7227,9580
Service - other,186,9,241,138,1993,1996,2002,2000,227,1143,594,608,44,292,292,464,15,186,335,329,167.6,12582,12823,963960,1977834,2131236,5183,11532,13021
Container,161,13,458,546,2005,2007,2002,2002,179,251,264,263,31,27,37,36,5,6,6,6,152.5,11706,11931,774636,2387495,2710347,4811,15549,18281
Oil tanker,154,3,13,12,1979,2001,1992,1994,119,286,187,197,20,28,43,42,5,9,15,15,64.8,4873,4967,54688,9763,14988,355,922,1174
Chemical tanker,92,13,193,271,2004,2001,2005,2005,220,287,251,251,24,31,30,30,7,12,8,8,60.3,4612,4701,386520,1105236,1343875,4201,13380,16219
Refrigerated bulk,67,17,42,40,1990,1991,1991,1992,150,204,192,191,17,21,29,30,16,17,23,23,41.4,3130,3190,119687,261523,294581,1786,3807,4110
Service - tug,52,4,2,1,1994,1998,1995,1991,122,299,229,198,187,505,930,911,18,30,119,78,31.1,2338,2383,25967,61403,82216,499,1289,1741
Ferry-RoPax,41,2,168,22,2000,2000,1995,1994,204,381,512,706,15,18,1475,1608,8,14,27,29,97.9,7461,7605,137109,339060,416029,3344,7138,6502
Ferry-pax only,27,3,19,3,1972,1978,1981,1977,1011,2027,1935,1543,322,464,763,760,16,30,149,190,38.3,2874,2929,194492,411094,519781,7203,17082,22529
Bulk carrier,14,5,23,33,2003,2000,2007,2007,324,232,270,267,29,26,30,29,20,14,21,21,6.4,496,505,58165,130986,158027,4155,12569,15624
Ro-Ro,4,2,3,3,1981,1980,1981,1981,181,181,168,167,16,16,16,16,18,17,17,17,1.8,135,137,10772,83047,39189,2693,6572,9369
