Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Faroe Islands,415,103,2266,1548,2000,1994,2002,2003,475,1813,491,530,38,231,289,289,6,169,128,107,695.0,52986,54003,5040694,13219163,15214010,12146,32988,38542
Norway,394,212,2202,2188,1998,1999,2003,2003,897,1389,983,982,93,201,220,168,18,64,112,79,647.7,49302,50249,5144005,13641296,17101469,13056,40033,49621
Netherlands,224,67,2097,1953,2001,2000,2001,2004,1121,1171,1089,1107,98,126,90,101,24,50,33,43,588.3,44713,45572,2454433,7779438,10157027,10957,41385,52115
United Kingdom of Great Britain and Northern Ireland,149,69,2756,1360,2002,1999,2003,2006,940,903,879,978,69,84,66,89,10,38,15,21,604.5,46387,47278,2609754,9199810,11127958,17515,60757,71010
Denmark,89,55,712,956,2000,1999,2006,2007,1221,1366,1329,1309,123,149,159,151,16,48,20,18,197.8,14964,15252,1556037,4391760,4929969,17484,52569,64550
Greenland,79,55,1260,378,1993,1993,1994,1996,1100,1553,1062,1123,88,209,132,153,11,89,31,47,348.9,26856,27372,1334360,4609791,5645673,16891,55896,65370
Canada,65,23,1941,1234,2006,2003,2006,2008,1646,3065,1936,1992,131,255,197,216,8,186,150,128,465.6,35636,36320,2547586,7233245,8075788,39194,112013,123205
Ireland,36,30,710,282,2004,2003,2007,2007,1063,1109,1189,1213,120,120,89,132,27,26,20,24,156.0,11993,12223,443059,1788405,2393521,12307,54061,70839
Germany,25,22,302,246,2003,2002,2005,2007,1253,2354,1740,1513,128,353,641,432,42,63,95,72,90.6,6840,6972,650287,1598162,2005339,26011,77080,96742
Russian Federation,23,22,477,744,2003,2003,2010,2011,1820,1711,1770,1758,162,167,181,180,100,236,160,150,86.3,6558,6683,535742,1397314,1845446,23293,84968,105630
Lithuania,17,10,155,213,1987,1991,2003,2007,1410,1485,1543,1564,136,149,195,207,20,40,67,79,43.4,3274,3337,206919,611086,557378,12172,31080,36130
Spain,17,16,212,191,1999,1999,2001,2006,2255,3322,2421,2233,245,468,546,370,40,88,76,51,80.5,6085,6202,457905,1195959,1697496,26936,80862,109917
Poland,15,13,143,192,1997,1998,2004,2006,1375,1560,1481,1459,130,164,149,142,26,497,335,259,59.6,4494,4580,255685,607055,704196,17046,44736,51644
Sweden,15,14,162,260,2003,2004,2006,2006,1192,1255,1189,1178,130,144,148,147,22,33,24,22,33.6,2548,2597,272754,646463,834714,18184,60698,78172
Svalbard and Jan Mayen,13,10,542,84,1998,1995,2004,2002,984,1573,1063,1166,66,167,103,152,8,20,12,23,125.4,9678,9864,503155,1694610,1853268,38704,119634,124504
United States of America,8,8,501,698,2005,2005,2007,2012,3024,3042,3672,4231,282,283,414,474,38,89,55,56,62.3,4763,4854,363825,1119400,1405217,45478,176734,212797
Portugal,6,6,50,69,2007,2007,2008,2008,1747,1747,1761,1759,204,233,233,236,53,76,77,75,16.8,1287,1312,136543,383589,521292,22757,81909,104106
France,5,5,46,73,2010,2010,2014,2014,1270,1290,1350,1352,137,138,123,123,56,60,94,95,8.1,621,633,72894,182590,245576,14579,48424,62630
Turkey,2,2,59,59,1993,1993,1993,1993,3791,3791,3791,3791,278,278,278,278,4,4,4,4,19.3,1480,1509,173730,379608,427593,86865,185108,199861
Cabo Verde,2,2,18,2,1992,1992,1991,1991,2882,2882,2857,2833,276,276,270,263,6,6,6,7,7.8,594,605,21120,81627,144564,10560,41141,68209
Latvia,2,2,38,59,2002,2002,2004,2005,1919,1919,1881,1874,145,145,152,154,24,24,30,31,7.4,557,568,45477,111569,150184,22739,75084,91588
Gibraltar,2,2,73,123,2001,2001,2008,2009,2028,2028,1975,1969,168,168,161,160,5,5,9,9,9.4,725,739,87081,180199,214014,43541,118764,134714
China,1,1,27,42,2015,2015,2015,2015,1271,1271,1271,1271,18,18,18,18,202,202,202,202,1.6,120,122,15910,58092,85773,15910,95193,129995
Colombia,1,1,132,236,2014,2014,2014,2014,4069,4069,4069,4069,425,425,425,425,109,109,109,109,7.5,578,590,105178,208166,258193,105178,335773,390398
Finland,1,1,29,35,2011,2011,2011,2011,1958,1958,1958,1958,157,157,157,157,77,77,77,77,6.0,455,463,13372,48824,72089,13372,80006,109256
Japan,1,1,19,14,1986,1986,1986,1986,6788,6788,6788,6788,873,873,873,873,34,34,34,34,4.5,336,342,43526,124869,179447,43526,141877,204054
Singapore,1,1,294,506,2015,2015,2015,2015,4596,4596,4596,4596,384,384,384,384,10,10,10,10,20.0,1549,1578,261312,550299,605992,261312,641820,802199
Panama,1,1,50,53,2016,2016,2016,2016,4270,4270,4270,4270,308,308,308,308,52,52,52,52,8.7,669,682,19957,72867,107589,19957,119404,163058
United Arab Emirates,1,1,24,42,2009,2009,2009,2009,573,573,573,573,60,60,60,60,98,98,98,98,2.5,196,199,33133,51960,70407,33133,76395,96157
