Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,546,173,2812,3871,2000,2003,2004,2004,1066,1339,1219,1234,100,143,144,147,30,43,52,52,826.0,62856,64063,6273009,18538799,26097604,11489,44290,58777
Container,285,20,3052,3536,2005,2005,2006,2006,1221,1112,1034,1026,92,91,100,100,18,32,31,31,925.0,70592,71947,6326486,17546228,19863441,22198,63524,73082
Miscellaneous - fishing,266,166,1237,781,1999,1998,2002,2002,1126,2159,2120,1819,140,347,852,725,35,186,410,360,527.9,39705,40468,5493904,12186539,13854861,20654,48608,57621
Cruise,134,76,5273,592,1993,1994,2000,1996,922,1158,883,895,64,130,71,85,10,13,15,15,1301.7,100116,102038,2431352,12385773,15432321,18144,81484,93731
Chemical tanker,88,29,1357,2132,2003,2004,2010,2010,921,1685,1695,1801,98,147,237,247,13,21,31,32,266.3,20422,20814,1480899,5323735,6352772,16828,69090,84137
Bulk carrier,74,42,3963,6624,2006,2009,2012,2012,1614,3432,3529,3606,174,334,518,530,48,156,176,176,418.8,32333,32954,2795344,6522737,8270342,37775,137212,167074
Refrigerated bulk,69,23,256,257,1989,1992,1991,1992,1087,1048,1073,1073,105,99,113,113,29,62,77,84,179.1,13519,13779,761393,1663680,1873979,11035,23515,25389
Ferry-RoPax,52,3,623,106,2003,2003,2003,2003,287,1066,344,343,20,67,28,28,33,37,22,22,128.7,9830,10018,657072,1624888,1993748,12636,26973,24567
Vehicle,48,1,994,400,1996,1996,1996,1996,1214,1214,1091,1091,78,78,75,75,16,16,16,16,205.0,15651,15951,404729,1784421,2066541,8432,32049,34492
Service - other,17,13,175,62,1999,2001,1998,1998,1225,2273,3123,2804,147,386,839,798,38,95,194,253,42.2,3166,3227,435317,893174,962449,25607,56980,64338
Oil tanker,11,8,879,1490,2005,2004,2012,2012,1415,2337,4126,4234,138,212,555,560,39,116,258,261,96.2,7414,7556,1059096,2059740,2333664,96281,256320,313092
Ro-Ro,11,2,36,35,1981,1980,1981,1981,965,830,718,718,67,61,67,67,7,9,7,7,14.2,1074,1095,126946,978709,461843,11541,28164,40149
Service - tug,5,5,1,1,1990,1990,1996,1997,628,1102,1016,1044,135,918,1655,1745,42,66,46,48,7.3,545,556,24926,58942,78920,4985,12872,17380
Ferry-pax only,2,2,16,2,1990,1990,1990,1989,2317,2317,2403,2479,290,290,307,317,6,6,6,5,6.7,502,512,66095,186149,241122,33048,92189,121990
