Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Vestmannaeyjar,355,104,609,490,1997,1994,2001,2003,209,836,326,297,28,208,343,295,8,73,233,217,303.9,22968,23409,2184018,5280891,6344587,6152,15563,18931
Akureyri,253,106,1107,350,1998,1995,2003,2002,201,791,295,325,19,181,263,437,10,110,67,110,401.0,30662,31251,1592394,4486170,5274876,6294,18209,21319
Isafjordur,248,88,795,237,1994,1992,2001,1999,200,838,237,280,18,170,448,715,7,56,23,34,264.5,20264,20653,999207,3112271,3888394,4029,12707,15432
Eskifjordhur,185,79,544,541,1999,1997,1999,1999,369,935,490,450,42,235,207,158,7,35,77,64,217.4,16538,16856,1530993,3992490,4646254,8276,23406,28177
Reykjavik,164,79,883,301,1995,1998,2004,2003,267,1427,376,621,37,222,588,987,26,122,181,240,325.5,24812,25288,1790549,4587475,5311828,10918,28778,33851
Kopavogur,135,52,331,171,1987,1991,1998,1998,193,1769,587,746,22,389,1049,947,22,178,208,202,183.6,13842,14108,1043422,2488368,3030405,7729,19516,24108
Husavik,125,65,86,65,1993,1995,1992,1998,176,372,196,208,29,85,142,101,6,14,16,14,62.3,4715,4806,272715,746748,1013729,2182,6557,8616
Neskaupstadur,119,55,288,235,1993,1995,2001,2003,374,717,866,862,40,122,604,657,13,34,279,305,111.8,8462,8625,1424257,3281881,3838403,11969,29212,35390
Hafnarfjordur,118,65,279,144,1992,1992,1997,1998,360,1317,793,792,120,320,652,592,36,176,261,218,163.5,12309,12546,970283,2157660,2529222,8223,19996,24202
Hornafjordur,115,48,80,80,1988,1990,1991,1994,262,479,504,528,36,117,345,341,17,42,341,405,94.2,7078,7214,471342,1086290,1227548,4099,9991,12025
Thorlakshofn,113,45,163,54,1993,1994,1992,1996,386,646,1019,435,48,234,1583,778,20,54,46,78,138.8,10508,10709,323191,780452,969190,2860,6957,8121
Siglufjordur,103,33,120,51,1986,1986,1997,1996,319,998,396,629,67,257,634,832,8,90,318,336,86.0,6472,6596,350046,861534,1107829,3399,8776,11291
Grundarfjordur,89,43,111,31,1988,1989,1993,1989,183,791,226,343,32,209,285,550,8,30,20,35,67.5,5117,5216,183118,505215,625931,2058,5775,7065
Patreksfjordur,86,32,52,30,1984,1988,1989,1989,135,937,495,510,21,276,2586,2660,5,24,17,18,54.1,4066,4145,209493,452831,527313,2436,5732,6933
Saudarkrokur,85,24,97,94,1994,1989,1995,1998,294,1045,352,286,26,187,481,237,6,105,97,49,59.4,4506,4592,251881,653301,835209,2963,9455,11683
Grindavik,78,26,61,26,1987,1986,1984,1983,647,1450,1144,679,114,371,520,586,97,185,410,312,83.6,6279,6399,162734,366120,421501,2086,5063,6032
Djupivogur,68,30,55,26,1988,1989,1986,1985,330,976,284,387,38,258,372,513,9,74,44,54,52.3,3936,4011,163702,451302,650666,2407,6915,9639
Grimsey,67,42,46,19,1993,1990,1997,1993,239,605,245,317,34,201,453,559,5,8,7,8,31.9,2403,2449,134795,320884,427232,2012,5108,6783
Bildudalur,62,26,41,36,1997,2000,2000,2001,178,483,317,229,23,103,394,194,23,35,18,24,35.8,2691,2743,136078,338627,424619,2195,5965,7622
Rif,59,30,69,38,1986,1993,1996,1997,342,1153,923,771,45,259,1267,1123,22,42,75,57,52.7,3959,4035,267013,590944,671191,4526,10639,12600
Thorshofn,58,41,104,102,1998,1997,2003,2004,329,483,711,703,44,81,248,274,26,31,310,312,36.8,2765,2818,657441,1470380,1683970,11335,26977,32111
Seydisfjordur,57,31,192,100,1996,1997,1998,1998,450,1055,559,978,42,165,522,659,7,27,91,142,71.2,5390,5493,627702,1614167,2042461,11012,29389,37138
Vopnafjordur,56,26,263,229,1995,1994,2014,2013,229,443,2103,1795,25,57,506,499,16,22,979,941,62.6,4779,4871,1551972,3457013,3951533,27714,65662,78131
Faskrudsfjordur,53,33,93,74,1993,1995,1994,1995,359,729,775,677,40,153,361,391,36,37,242,166,54.6,4108,4187,434727,987778,1139076,8202,19835,23769
