Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Hong Kong,2209,62,609,348,1997,1999,1997,1995,263,350,387,521,10,109,297,531,13,16,45,69,824.1,61902,63090,3402144,6989512,8840059,1540,3726,4920
China,252,84,1151,1689,2005,2005,1996,1996,230,514,736,816,28,61,75,68,10,19,164,179,163.2,12438,12677,1199143,3004411,3609166,4759,15267,18805
Japan,8,2,48,60,2000,1999,2000,2000,1318,1357,1331,1332,134,132,134,134,13,13,16,16,8.1,621,633,103712,304226,419547,12964,51937,65486
Thailand,5,1,3,0,1992,1992,1992,1992,941,941,1352,1352,41,41,89,89,10,10,19,19,4.5,341,347,21685,44163,55631,4337,10085,13296
Viet Nam,5,3,21,33,1998,2001,2006,2006,464,351,490,494,45,36,61,61,57,51,35,35,3.6,273,279,45011,120231,168226,9002,29072,39954
Russian Federation,3,2,7,6,2010,2012,2009,2006,451,1790,360,276,84,142,117,76,10,174,94,9,1.8,135,138,24997,57683,68172,8332,20514,24806
Estonia,2,1,0,0,2018,2018,2018,2018,90,90,90,90,174,174,224,224,195,195,180,180,1.2,87,89,625,1273,1603,312,727,958
Indonesia,1,1,1,0,2018,2018,2018,2018,1097,1097,1097,1097,150,150,150,150,69,69,69,69,0.4,29,29,3790,7718,9723,3790,8813,11618
Philippines,1,1,7,9,1997,1997,1997,1997,1404,1404,1404,1404,139,139,139,139,17,17,17,17,1.4,106,108,15116,44342,61150,15116,60560,76359
"Korea, Republic of",1,1,4,4,2001,2001,2001,2001,801,801,801,801,77,77,77,77,21,21,21,21,0.6,43,44,7568,22199,30614,7568,30319,38228
