Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-pax only,2203,60,417,40,1997,2000,1998,1997,266,380,337,339,11,32,53,54,12,18,31,31,753.1,56545,57631,3320298,6762097,8518152,1507,3505,4621
General cargo,89,17,137,184,2003,2002,2000,1999,464,610,787,768,27,66,113,116,23,18,49,45,25.9,1981,2019,384349,1118957,1578981,4319,15748,21212
Liquefied gas tanker,67,12,55,55,1999,2005,1999,1998,81,683,384,418,9,198,2224,2318,21,15,18,14,76.7,5779,5890,41431,120032,132554,618,3386,4452
Chemical tanker,64,21,66,93,2008,2009,2011,2011,99,370,409,389,16,44,90,88,6,6,7,7,28.9,2212,2255,304551,772121,950593,4759,14106,17283
Bulk carrier,29,7,967,1562,1998,2005,1994,1994,590,469,1053,1041,49,36,63,63,24,25,202,201,46.6,3606,3675,335637,962467,1107691,11574,51671,63081
Oil tanker,15,3,12,15,2012,2010,2012,2012,106,401,608,591,32,1356,2773,2666,3,5,4,5,49.7,3731,3803,69024,12323,18917,4602,11948,15211
Container,14,5,163,176,2000,2000,2001,2001,262,230,321,322,45,36,62,64,8,19,9,10,17.5,1349,1375,160941,407745,454907,11496,31644,36093
Service - other,3,3,31,23,2004,2004,1996,1993,301,1236,402,305,44,208,219,98,5,18,29,39,8.7,654,667,162296,332995,358822,54099,120378,135924
Service - tug,2,2,2,2,2005,2005,2003,2003,394,394,371,381,37,37,37,37,8,8,9,9,1.5,116,118,45208,106904,143139,22604,58368,78807
Miscellaneous - fishing,1,1,0,0,2014,2014,2014,2014,11,11,11,11,12,12,12,12,2,2,2,2,0.0,2,2,53,119,135,53,126,149
