dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Cruise,3,3,1974,1974,1956,1948,1001034,261892,66,122,115,140,1,90
Oil tanker,1,1,1998,1998,1998,1998,941778,1621259,259,259,259,259,1,41
Ferry-pax only,55,4,2004,2004,2004,2004,74459421,7741478,545,850,2409,2982,63,4711
Ferry-RoPax,5,2,2004,2006,2003,2003,4208113,419045,999,1062,973,970,9,639
Refrigerated bulk,1,1,1992,1992,1992,1992,1706174,1821366,131,131,131,131,1,92
Service - tug,1,1,1981,1981,1981,1981,286126,163934,954,954,954,954,2,178
Offshore,1,1,1972,1972,1972,1972,653856,1040525,941,941,941,941,1,100
