int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,248,224,2008,2008,2008,2008,12148341454,20480917464,919,1933,1870,1858,1499,115880
Container,361,99,2006,2006,2008,2007,8364985116,10204131999,646,624,652,652,1636,126303
General cargo,264,112,2003,2006,2009,2010,3160330252,4380601275,632,2067,1490,1533,673,51568
Chemical tanker,155,54,2007,2007,2007,2007,1459330394,2332521445,725,1075,929,938,660,50113
Oil tanker,99,85,2009,2009,2010,2010,41586217375,79293965162,3300,4236,4672,4704,2877,222728
Liquefied gas tanker,50,15,2011,2011,2009,2008,8961526223,7521454672,721,3605,5713,5480,1051,66899
Refrigerated bulk,85,43,1998,1992,1999,1999,916661570,1044248170,880,1709,1442,1452,555,42195
Ro-Ro,75,26,2006,2008,2005,2005,1410600113,711940323,581,502,567,556,297,22745
Service - tug,139,44,1999,2006,2007,2007,83128399,73269844,155,846,479,467,97,7309
Offshore,131,32,2007,2005,2008,2007,119284903,131099442,142,2214,471,477,172,12949
Vehicle,25,10,2005,2004,2005,2005,671104859,229015391,644,542,527,517,55,4257
Miscellaneous - fishing,7,4,1994,1990,1983,1982,8459326,9944237,179,739,1116,1733,4,325
Service - other,39,8,1994,1995,1994,1996,5753879,2914097,177,1976,173,176,36,2727
Ferry-RoPax,25,1,1974,1974,1974,1974,3326847,770557,120,120,122,122,29,2184
Ferry-pax only,1,1,1983,1983,1983,1983,92887,16001,208,208,208,208,0,18
