int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Rougemont,1,1,1988,1988,1988,1988,207019,125440,877,877,877,877,1,53
Gorgier,1,1,2015,2015,2015,2015,4534166,7979241,495,495,495,495,1,56
Meisterschwanden,1,1,2012,2012,2012,2012,43662906,82401274,712,712,712,712,3,227
Oberried Am Brienzersee,1,1,1992,1992,1992,1992,10040844,4072994,1574,1574,1574,1574,5,348
Kollbrunn,1,1,2019,2019,2019,2019,32955738,31932582,218,218,218,218,1,54
Salenstein,1,1,1997,1997,1997,1997,337972,23625,68,68,68,68,0,7
Bretigny-Sur-Morrens,1,1,2000,2000,2000,2000,195824876,384322677,2272,2272,2272,2272,13,1003
