int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,435,349,2009,2010,2009,2009,11033351233,18915907033,833,974,1006,1007,1150,86857
Chemical tanker,372,240,2006,2007,2008,2009,3590820562,5687187950,491,691,716,719,1168,87820
General cargo,1768,748,1999,2001,2003,2003,2739816433,3935049602,354,473,490,486,849,63772
Oil tanker,226,123,2001,2008,2009,2009,9027673712,16476584838,482,1048,1036,1047,1226,92469
Offshore,4,4,2000,2000,2001,2000,11851741,11334810,593,597,630,573,10,752
Container,836,139,2005,2005,2006,2006,6857920734,8091743723,466,450,456,455,1562,117142
Refrigerated bulk,136,29,1989,1991,1990,1990,280899701,249818887,645,586,636,621,260,19502
Other liquids tankers,11,2,1991,2002,2000,1999,28857225,46135392,576,573,620,639,21,1563
Cruise,58,30,2000,1995,2009,2007,1002222605,97267911,245,280,340,319,240,18030
Ferry-RoPax,431,8,2000,1998,2001,2001,2944081272,851710249,226,248,284,284,727,54577
Service - other,25,21,1991,1993,1994,1996,88519792,113400071,516,869,1008,1001,57,4317
Miscellaneous - fishing,46,27,1984,1986,1987,1987,22878402,11092875,1005,1602,1538,1199,96,7220
Service - tug,40,23,1991,1995,1993,1995,3868675,2162099,216,391,312,274,18,1334
Ro-Ro,146,13,1995,1995,1997,1998,931638933,658719617,319,509,357,359,219,16418
Liquefied gas tanker,13,6,2007,2007,2006,2006,1880584187,1298573801,1786,1210,1502,1483,197,12279
Vehicle,2,1,1998,1998,1998,1998,385052325,144258058,3351,3351,3351,3351,31,2380
Yacht,1,1,1958,1958,1958,1958,101509,174492,393,393,393,393,0,0
