port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Molo Juru Uosto Pvp/Klaipeda - Pilies Juru Uosto Pvp/Klaipeda,46,24,1992,1989,2002,1999,86917048,38231444,487,1126,744,513,62,4680
Pilies Juru Uosto Pvp/Klaipeda - Malku Ilankos Juru Uosto Pvp/Klaipeda,188,34,2004,1992,2009,2008,2731904413,927292196,785,950,768,700,785,58904
Molo Juru Uosto Pvp/Klaipeda - Malku Ilankos Juru Uosto Pvp/Klaipeda,93,24,2001,1993,2008,2006,392168638,142952547,396,702,701,558,190,14294
Molo Juru Uosto Pvp/Klaipeda - Klaipeda,2,1,1958,1958,1958,1958,15186,19585,21,21,21,21,1,47
Butinge - Klaipeda,1,1,2001,2001,2001,2001,233364,324120,57,57,57,57,0,31
Pilies Juru Uosto Pvp/Klaipeda - Pilies Juru Uosto Pvp/Klaipeda,124,4,2009,2006,2009,2009,2489027934,833580972,791,858,789,795,623,46739
Malku Ilankos Juru Uosto Pvp/Klaipeda - Malku Ilankos Juru Uosto Pvp/Klaipeda,258,4,2008,2004,2008,2008,5107210137,1576677939,787,781,783,783,1289,96784
Pilies Juru Uosto Pvp/Klaipeda - Klaipeda,1,1,1978,1978,1978,1978,697959,729684,512,512,512,512,1,84
Molo Juru Uosto Pvp/Klaipeda - Butinge,3,2,1993,1999,2012,2016,2488158,3959932,192,487,39,35,6,456
Butinge - Malku Ilankos Juru Uosto Pvp/Klaipeda,2,2,2010,2010,2010,2010,5271421,7954853,150,150,201,202,1,48
Butinge - Pilies Juru Uosto Pvp/Klaipeda,1,1,1980,1980,1980,1980,38111,17122,184,184,184,184,0,9
Molo Juru Uosto Pvp/Klaipeda - Molo Juru Uosto Pvp/Klaipeda,2,1,2010,2010,2010,2010,39590568,11568973,771,771,771,771,10,752
Malku Ilankos Juru Uosto Pvp/Klaipeda - Klaipeda,2,1,2002,2002,2002,2002,807886,713212,451,451,451,451,3,236
