int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,435,349,2009,2010,2011,2011,32385265929,55838905335,978,2939,2951,2972,3160,242092
Chemical tanker,372,240,2006,2007,2009,2010,7898081135,12772647163,549,1314,1574,1614,1415,107578
General cargo,1768,748,1999,2001,2006,2006,5387653244,7926367796,483,821,963,980,1387,104658
Oil tanker,226,123,2001,2008,2009,2009,7376516141,13566532591,446,840,847,862,1082,81787
Offshore,4,4,2000,2000,2000,1999,5780588,6284739,391,407,307,318,7,497
Container,836,139,2005,2005,2005,2005,7762193113,9227180876,387,457,516,519,1754,131594
Refrigerated bulk,136,29,1989,1991,1989,1989,306334570,278915481,640,712,694,693,238,17928
Other liquids tankers,11,2,1991,2002,2003,2002,30205459,47394919,809,702,649,657,18,1321
Cruise,58,30,2000,1995,2007,2005,1026080249,106541786,256,331,348,349,248,18595
Ferry-RoPax,431,8,2000,1998,2001,2001,3118720342,898566851,227,285,301,300,717,53869
Service - other,25,21,1991,1993,1998,1998,58621084,79453573,302,619,667,701,68,5100
Miscellaneous - fishing,46,27,1984,1986,1988,1988,44919881,23880037,590,3259,3020,2581,100,7512
Service - tug,40,23,1991,1995,1990,1996,5876689,3374972,322,363,474,428,27,2014
Ro-Ro,146,13,1995,1995,1998,1998,862076980,609811843,317,502,331,332,190,14222
Liquefied gas tanker,13,6,2007,2007,2006,2006,1366501606,955036443,684,819,1092,1091,159,10133
Vehicle,2,1,1998,1998,1998,1998,20627983,7728178,180,180,180,180,2,153
Yacht,1,1,1958,1958,1958,1958,95209,163661,369,369,369,369,0,0
