int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Stockholm,2988,179,1998,2001,2000,2003,29609286656,4830385137,243,478,233,308,5425,403716
Visby,99,68,1997,1997,1996,1999,1950121163,319706015,293,513,973,776,437,32800
Aspero,718,277,2003,2002,2005,2006,6481924530,3811631322,480,482,455,502,1287,96493
Brofjorden,638,250,2008,2009,2009,2009,15073442246,26197635103,550,1014,1215,1286,2137,160481
Varberg,513,130,1999,2001,1996,2003,1186961998,1051371066,353,443,518,423,310,23312
Stora Jatterson,272,77,1999,2000,2006,2004,797393026,975580087,377,506,761,709,180,13573
Solvesborg,360,182,1995,1999,2002,2002,374361164,541343761,368,627,510,508,145,10867
Halmstad,366,198,2002,2003,2004,2005,1135115911,1342900855,435,535,500,528,265,19894
Karehamn,8,8,1996,1996,1989,1989,82516654,84409548,1157,1048,831,619,16,1199
Furusund,17,6,2000,2001,2003,2003,397733789,43913968,514,506,539,542,63,4510
Bergs Oljehamn,351,79,2002,2002,2002,2004,4034709391,1023280009,178,459,322,421,676,49253
Nogersund,40,37,1994,1994,1998,1999,47399186,64877102,524,742,533,529,28,2120
Landskrona,314,208,1998,1999,2003,2004,562391240,666623745,297,389,484,457,343,25752
Karlshamn,948,231,2002,2002,2003,2006,4337141694,3003536366,265,554,350,440,1098,82403
Ahus,186,117,1993,1996,1997,1997,180190927,252110747,331,480,444,459,66,4941
Oxelosund,427,217,2003,2003,2010,2010,2455481158,3788455467,515,715,904,947,517,38907
Foto,1445,1041,2006,2007,2009,2010,33761425255,53831242349,599,1001,1246,1235,4062,307616
Lysekil,112,36,1993,1996,1994,1993,83121276,75388602,284,288,262,304,39,2933
Sandvik (Styrso),375,317,2005,2005,2009,2009,6329647277,10363085351,495,908,1149,1180,855,64834
Slite,229,113,1998,2000,2007,2007,641708917,994681978,467,657,651,652,156,11610
Lilla Korno,53,42,2006,2007,2008,2008,582437374,899572614,632,708,883,900,106,7967
Vallvik,66,18,2002,2005,2005,2005,169451245,234068210,420,760,624,639,46,3457
Kalmarsand,6,5,2011,2011,2011,2011,97043630,144766380,2613,2407,2546,2551,28,2096
Haraholmen,224,100,2005,2004,2007,2007,1117294287,1441282813,573,918,716,720,319,24033
Oskarshamn,87,73,2004,2003,2011,2012,589781444,817246864,438,710,1022,1022,146,11054
Ljusne,22,19,2007,2006,2008,2008,153842196,227223130,435,701,867,880,37,2783
Hargshamn,80,65,2002,2002,2004,2004,237323817,313558797,585,739,755,776,70,5266
Malmo,1727,322,2001,2003,2004,2005,11141160734,5254424271,142,555,240,305,2215,165207
Kalvo,30,22,1988,1989,1995,1997,13906755,19177858,157,352,355,351,64,4818
Wallhamn,147,56,2001,2004,2007,2007,6610758722,2467170649,291,1242,1040,1042,463,35180
Uddevalla,210,175,2003,2003,2006,2006,1795877541,2512537232,697,1082,1532,1583,529,39971
Norrkoping,501,278,2001,2001,2001,2002,3722905353,4701470515,519,715,896,894,850,63948
Hasselosund,14,4,1979,1983,1979,1978,423368,183624,72,75,115,114,3,261
Koping,48,31,2001,2001,2003,2003,190162798,282576585,958,1046,1004,1027,62,4706
Falkenberg,204,133,1994,1997,2001,2002,194259544,276410962,219,444,435,445,126,9479
Helsingborg,872,274,2003,2001,2003,2004,3214036883,3602537462,336,457,447,435,1058,79450
Langedrag,1267,116,2003,2006,2006,2008,16213328398,10623749460,526,404,451,431,2810,211044
Stenungsund,488,202,2004,2004,2011,2011,3685099995,4381109623,381,619,901,859,817,59878
Kalmar,260,148,1996,1998,2001,2001,345495953,485204370,324,463,458,458,142,10690
Svanesund,22,22,1999,1999,1999,1998,146921662,232125686,782,1095,1767,1842,30,2305
Stora Vika,143,76,2002,2001,2004,2004,969012591,797294166,857,1000,897,904,206,15495
Husum,383,133,1998,2000,2000,2001,2231104314,2816906174,486,752,777,915,537,40563
Krossholmen,129,94,2002,2003,2009,2009,10658925929,19524266410,416,1336,1766,1823,1102,83906
Ystad,1462,58,1993,1992,1995,1995,6031236951,1632980870,98,358,190,190,1372,102996
Ronnang,40,18,2001,1997,2000,1999,22604839,28965272,193,396,377,373,140,10502
Lilla Edet,36,25,1997,1998,1999,1999,42376540,66780690,477,574,526,529,15,1104
Vargon,15,12,1996,1996,1997,1997,25716919,39648885,605,804,787,789,9,646
Vanersborg,75,44,1997,1995,2001,2001,131120454,209775546,674,798,827,848,59,4444
Otterbacken,3,3,2006,2006,2006,2007,4293875,6751680,503,572,566,557,2,120
Trollhattan,160,76,1998,1997,2002,2002,219524917,346253540,521,618,610,617,70,5279
Surte,40,27,1992,1991,1983,1995,51136052,71105028,353,1491,556,504,33,2457
Berg (Moja),18,18,1997,1997,2003,2003,23161401,29482338,331,436,341,413,9,689
Elleholm,65,34,1992,1993,1992,1992,37015500,54098222,225,267,284,282,12,912
Flivik,44,22,1992,1997,1997,1997,78008205,108284671,282,439,845,844,20,1522
