int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Malmo,1672,317,2001,2003,2005,2006,11810344490,5753286855,142,525,260,345,2216,164876
Vallvik,73,21,2002,2005,2006,2007,217708401,298629406,591,956,761,780,62,4685
Haraholmen,262,112,2005,2004,2007,2008,1948222656,2182211263,946,841,939,934,585,44040
Oskarshamn,105,90,2003,2002,2008,2009,640605130,902155710,495,886,1131,1145,205,15501
Ljusne,30,26,2006,2005,2005,2006,377725709,550626222,958,1684,1516,1484,99,7537
Hargshamn,77,59,2001,2002,2002,2003,173993637,204014534,374,566,586,538,49,3704
Kalvo,26,19,1986,1986,1994,1995,12511824,17245217,300,434,368,375,15,1108
Wallhamn,152,60,2001,2004,2003,2002,2878814457,1090565018,389,399,451,452,272,20414
Uddevalla,179,151,2002,2002,2004,2004,1736050763,2079474903,481,1085,1629,1452,549,41804
Norrkoping,655,328,2000,2001,2000,2001,4237662869,5163727159,486,616,844,827,1017,76493
Hasselosund,14,4,1976,1983,1986,1982,790631,365167,125,414,239,240,3,218
Koping,72,42,2000,2000,2003,2003,177452681,249792725,448,853,658,669,60,4553
Falkenberg,196,123,1994,1997,2000,2000,166972090,233719092,221,389,404,409,59,4451
Lilla Edet,28,24,1997,1997,2003,2003,29220506,43873544,295,479,481,471,10,716
Vasteras,247,135,2000,1999,2002,2002,445849682,625487217,392,608,539,548,155,11636
Helsingborg,772,276,2003,2001,2004,2004,2080868145,2561683963,303,518,412,404,697,52379
Husum,356,127,1998,2000,1996,1998,1668247982,1698408811,525,565,618,594,378,28403
Branno,58,34,2002,2002,2003,2003,536362478,307485225,536,417,505,491,111,8333
Langedrag,1326,117,2004,2006,2004,2005,15730137411,9678030486,534,400,424,372,2987,224372
Goteborg,1203,355,2005,2007,2007,2007,12565529490,13692433783,469,792,810,848,2433,181604
Stenungsund,508,209,2004,2004,2011,2010,3226462398,3830147866,484,559,782,747,815,59443
Kalmar,242,150,1996,1998,2002,2002,387928392,547603148,330,451,504,507,157,11787
Svanesund,17,17,1997,1997,1990,1991,141626189,156856589,500,934,1993,1566,40,3056
Krossholmen,132,95,2001,2002,2008,2008,5816653961,10246869812,334,651,951,944,911,68761
Klintehamn,50,43,1998,1999,2011,2011,385300107,655544412,576,842,2314,2751,53,4016
Ystad,1466,59,1993,1993,1994,1994,7344889451,1986443515,99,332,231,231,1679,126100
Ronnang,36,14,2003,1996,1995,1994,23286235,31663359,129,466,529,560,12,865
Vargon,9,7,1998,1997,1999,1999,11971194,17517087,459,431,577,560,4,307
Vanersborg,76,51,1996,1996,1999,1999,99335710,148875977,565,618,628,632,35,2611
Trollhattan,97,54,1996,1995,1999,2000,134608822,199414419,501,690,649,652,48,3592
Hoganas,50,39,2004,2002,2006,2005,91870204,111159582,488,490,505,468,27,2023
Karlstad,2,1,2000,2000,2000,2000,5035745,6939743,1094,1094,1094,1094,2,150
Resaro,1,1,2004,2004,2004,2004,68153,6756,99,99,99,99,0,5
Stora Vika,124,73,2002,2001,2004,2004,624142868,440682888,464,590,661,591,134,10099
Holmsund,208,66,1992,2001,1996,2005,1231321342,945284091,267,415,468,642,360,27065
Limhamn,6,5,1996,1997,1995,1997,20421060,15316241,139,249,184,297,6,431
Elleholm,86,37,1991,1992,1991,1991,52420271,76658363,270,317,315,312,19,1408
Flivik,58,31,1993,1998,2000,2000,50446210,67957000,276,346,391,373,22,1653
Ronnskar,180,110,2002,2005,2006,2007,886936304,1403285253,470,736,831,846,219,16465
Vaxholm,42,13,2003,1993,2006,2006,425588216,53634051,178,765,254,257,72,5262
Skarpo,8,3,1992,1997,1989,1990,488637758,53096381,1045,538,1959,1699,68,5112
Domsjo,56,33,2002,2002,2003,2003,156303483,217491197,720,661,661,668,63,4734
Karskar,148,59,2003,2005,2006,2006,670626228,916788687,386,599,596,585,165,12396
Hallstavik,92,35,1999,2000,1998,1999,166413919,194887005,355,395,466,455,46,3441
Skutskar,114,59,2002,2001,2004,2004,384799183,507990853,404,550,615,606,116,8704
Videbergshamn,9,8,1995,1996,2000,2001,6440508,9167022,202,290,292,308,2,159
Hono,10,10,2000,2000,2008,2008,132996523,211704289,455,809,758,700,38,2857
Ornskoldsvik,35,26,2001,2001,2003,2003,99562983,138685895,629,579,591,593,33,2455
Vivstavarv,41,27,1999,1999,2000,2000,90653708,121818837,404,689,617,623,27,2044
Vaja,24,12,2000,1998,2003,2003,47416268,61886270,417,601,503,511,14,1076
Kungsor,92,48,1998,1998,2001,2001,193726023,276444535,485,800,609,640,79,5944
Slite,234,114,1998,2001,2009,2009,869880793,1323403290,380,634,894,892,198,14936
Goteborg Fiskhamnen,196,44,1993,1989,1992,1993,1492421212,286342278,254,570,426,406,474,35548
Stenvik,54,33,2005,2004,2005,2007,401372495,456510148,904,750,945,873,115,8616
Tunadal,73,46,2003,2002,2003,2005,714192094,683256434,1053,843,1056,992,179,13457
Nordmaling,1,1,2008,2008,2008,2008,7285046,9687939,1776,1776,1776,1776,2,133
Rundvik,21,16,2009,2009,2009,2009,110030002,154332061,827,1010,657,641,30,2253
Bondhamn,32,25,2005,2004,2009,2009,221516667,290997951,958,865,1027,1000,62,4662
Traesloevslaege,2,2,2000,2000,2006,2008,2190177,2660648,441,441,477,564,1,84
Vandburg,98,93,2001,2002,2006,2006,672057517,975668010,450,598,671,713,142,10652
Norrsundet,20,13,1985,1988,1991,1995,5647876,4344831,298,577,385,269,13,940
Vrango,33,32,2006,2006,2011,2012,323891510,443965501,541,743,743,1007,64,4853
Landsort,33,30,2000,2000,2003,2003,149062051,192352271,524,715,833,937,49,3666
Saltholmen,31,20,1995,1991,2002,2002,298901637,131833224,506,385,510,503,63,4695
Karlskrona,815,43,1995,1996,1992,1997,5702533801,1063891349,168,766,241,249,1191,89413
Degerhamn,35,27,1998,2000,2002,2001,46136470,65667734,329,348,432,415,14,1023
Storugns,122,29,1996,2001,1998,1999,185671012,253012748,320,381,371,365,77,5817
Sodertalje,115,75,2004,2004,2006,2005,524991673,361255162,392,485,626,514,112,8426
Uto,10,8,1987,1984,1967,1967,1322941562,2811125630,668,5099,25492,28296,231,17893
Stockvik,31,24,2004,2003,2004,2004,35458927,50674711,425,450,395,400,11,812
Karlsborg Axelvik,59,50,2003,2003,2004,2005,171619058,246578266,867,919,825,827,56,4230
Gronhogen,50,41,1997,1998,2007,2007,369508629,531080040,497,1055,945,1054,86,6481
Gavle,214,117,2003,2004,2005,2005,1126087563,1429781670,429,567,690,678,307,23074
Kappelshamn,23,21,1998,1998,2010,2011,662965300,1151014574,446,1097,2924,3330,71,5465
Nol (Ports),9,7,2001,1999,2002,2002,8273473,12150754,426,413,397,395,5,363
Nynashamn,1085,97,2001,2000,2002,2004,6085375051,2827073495,217,580,243,338,1588,119081
Lilla Korno,30,26,2005,2004,2008,2008,165467561,233276248,489,620,750,753,51,3856
Bjornhuvudet,25,23,2000,2001,2006,2006,206416621,226707354,996,1522,1685,1446,55,3980
Molle,43,22,1982,1989,1999,2003,30443611,37984971,156,268,328,313,16,1235
Trelleborg,3654,84,1994,1998,1995,1995,13965434373,3731877190,100,390,129,145,3255,244400
Stora Korno,5,5,2008,2008,2010,2010,62230606,107043121,492,446,420,411,31,2345
Amal,1,1,1978,1978,1978,1978,3237220,1057915,10579,10579,10579,10579,17,1247
Hollviksnas,14,11,1992,1987,2001,2008,15982361,11788399,142,398,222,283,9,700
Tomtbod,42,41,1997,1997,2005,2004,177724846,201699535,429,725,460,527,51,3852
Umea Hamn,101,52,1997,1999,1997,1998,2086829250,1433714223,1271,841,1670,1542,440,33055
Barsebackshamn,13,13,2003,2003,2005,2004,62962742,52159411,497,534,507,480,14,1032
Bergkvara,10,8,2001,1998,1991,1999,23341620,10075381,274,305,374,300,6,434
Svanon,4,4,2004,2004,2006,2006,24995409,33678444,1196,1165,1248,1257,8,569
Iggesund,42,29,1999,2000,2000,2000,169790339,187077985,615,789,701,669,53,3999
Bonan,17,15,2006,2006,2007,2008,119018443,164056411,439,448,528,511,28,2111
Lunneviken,2,2,1985,1985,1993,1994,420405,698418,155,155,229,243,0,21
Grono,45,35,2004,2003,2006,2006,345739740,473958989,635,845,922,926,88,6587
Karlholmsbruk,5,5,2005,2005,2005,2005,51134419,73794188,739,750,696,689,16,1196
Nygard,18,10,1994,2001,1989,1997,195654439,65529107,619,736,940,839,38,2857
Norrfjarden (Savar),63,47,2002,2004,2003,2005,131537575,133076971,171,300,324,291,71,5232
Sandarne,20,18,2003,2002,2009,2009,122772495,179767030,445,722,907,911,34,2554
Hasslo,6,6,1981,1981,1996,1997,2539109,3389330,176,219,373,419,1,96
Skelleftehamn,5,4,2002,2003,2002,2002,17602376,25260503,1343,1098,1188,1178,6,442
Viken (Hoganas),3,3,1998,1998,2001,2001,5523667,8612701,445,542,775,780,2,115
Roro,18,2,1993,1993,1996,1997,2392416,2707996,155,128,310,321,6,462
Smogen,44,28,1993,1998,2008,2007,251588142,336462511,137,507,504,658,51,3831
Ockero,45,16,1993,1994,1998,1999,18763639,10364966,162,558,865,711,40,3007
Halso,1,1,1989,1989,1989,1989,104029,40152,684,684,684,684,0,34
Hudiksvall,2,2,1994,1994,1996,1997,104385230,163461356,2557,2557,1649,1504,10,771
Ronehamn,30,30,2000,2000,2006,2007,94841890,139660451,364,536,514,506,25,1914
Berg (Moja),20,16,1999,1999,2005,2005,65584361,44818669,582,646,865,563,23,1706
Forsmark,6,6,2000,2000,2011,2012,44222457,74182553,670,743,780,834,8,580
Vastra Frolunda,55,13,1995,1996,2000,2003,5226043,5184199,121,213,261,313,20,1475
Klagshamn,10,7,2010,2010,2007,2007,14874270,3361007,314,580,160,169,24,1778
Vastervik,62,39,1988,1991,2004,2006,73077445,70893351,376,714,653,657,100,7485
Skeppsmalen,47,36,1999,2001,2008,2009,500794499,818190822,695,895,1437,1680,88,6662
Kagghamra,64,48,2001,2000,2003,2002,286838457,222683804,487,609,636,589,70,5264
Harnosand,25,23,2004,2004,2010,2010,121749308,165124308,507,616,541,551,34,2563
Ulvvik,2,2,1995,1995,2004,2004,9445631,13263659,602,602,617,617,3,224
Soraker,19,18,2004,2003,2002,2002,41508302,59561244,597,672,736,725,13,977
Donso,22,14,2000,2000,2008,2007,22557903,35282324,296,401,484,503,30,2268
Ekenabben (Sturko),80,22,1989,1989,1997,2004,624992339,416785607,173,576,330,963,120,9023
Garpahamnen (Hasslo),6,6,1996,1996,2005,2004,23671127,17623477,218,312,351,337,8,588
Djuron,54,32,1995,1999,2007,2008,416162033,651232200,386,781,1392,1555,65,4949
Glommen,7,7,1994,1994,2004,2005,19111521,29744943,706,772,489,485,13,979
Grisslehamn,21,19,1992,1994,1981,1990,669023130,160935306,949,2159,9437,2460,296,22219
Lauterhorn,33,29,2001,2002,2007,2007,129362797,176739220,621,814,549,525,42,3148
On,4,4,2005,2005,2008,2008,10415280,15336039,481,457,472,487,4,323
Stromstad,108,12,1985,1981,1987,1988,697575221,108183454,315,579,477,458,236,17742
Monelid,19,2,1989,1989,1989,1990,216708005,33209501,454,353,605,618,65,4847
Stavsnas,6,6,1996,1996,2004,1999,10655725,1758670,462,3469,3497,755,16,1185
Farjestaden,2,2,1994,1994,1992,1990,3099777,3130656,977,977,827,777,2,124
Ortviken,22,9,2003,2001,2003,2004,68873103,97932512,395,1259,362,348,34,2531
Musko,3,3,2001,2001,2002,2003,6248050,9065382,469,706,523,505,3,262
Bollstabruk,6,6,2005,2005,2006,2006,36567085,52201311,1461,1326,1277,1261,10,785
Ankarudden,14,14,2003,2003,2003,2003,48479913,51019191,462,667,732,669,12,933
Kapellskar,1185,9,1999,1995,1998,1998,5457527723,1485403846,128,238,155,157,1091,81929
Kramfors,5,5,1989,1989,1997,1997,7784945,10927107,501,464,527,527,3,226
Studsvik,19,19,2004,2004,2008,2008,208233900,343517178,364,581,709,723,28,2157
Sundsbruk,3,2,1999,1995,2003,2003,12436316,19567717,1054,798,938,943,4,281
Skillinge,18,17,1993,1992,2001,2001,21236402,26243267,216,455,455,566,12,894
Gustavsvik,9,9,1988,1988,2002,2002,23067790,31418286,564,601,797,800,10,725
Simrishamn,33,29,1983,1986,1999,2000,29485388,42025483,227,364,402,441,14,1015
Vinbracka,22,3,1981,1979,1982,1982,808264,372676,123,279,161,157,3,190
Hasselby,24,18,1996,1996,2000,2000,21540182,31279478,297,310,349,346,7,560
Goteborg Frihamnen,16,9,1994,1986,2008,2007,23366419,26282380,358,445,835,814,20,1500
Skivarp,12,12,1994,1994,2009,2009,39617408,65882176,261,393,457,474,9,654
Underas,11,4,2000,2001,2004,2004,20447606,31844652,400,627,545,543,7,538
Utansjo,7,7,1998,1998,2001,2001,30310408,43341463,501,826,928,912,8,568
Stra,24,17,1997,1999,2001,2002,35951499,51824383,545,535,532,534,14,1029
Getteron,10,7,1998,2004,1990,1999,152145215,59156419,1285,1266,1554,1439,31,2316
Lahalla,7,3,2005,2003,1998,2000,2716858,723313,202,825,517,174,7,552
Grankullavik,15,13,1998,1997,1995,1996,62491826,69500318,618,710,868,841,18,1381
Stocka,2,2,2001,2001,2000,2000,4883888,7252025,451,451,352,353,2,162
Lindarva,6,6,1992,1992,1993,1995,4294312,5693566,441,455,428,408,2,120
Berga Strand,13,10,2000,2001,2006,2006,42733869,54641563,420,759,719,734,16,1235
Saivisnas,1,1,1976,1976,1976,1976,3868803,1732093,514,514,514,514,6,469
Karingon,15,15,2008,2008,2011,2011,253350519,407683151,796,863,813,804,59,4433
Saxemara,10,7,1995,1994,2004,2009,92399947,87845298,395,631,538,568,18,1349
Marstrand,6,4,1971,1960,1991,1986,2227191,400331,135,110,166,157,20,1524
Kladesholmen,12,12,2002,2002,2003,2002,158595298,225782491,374,1045,1395,1484,33,2516
Klava (Hono),42,4,1983,1985,1981,1987,1522876,986579,143,119,186,192,7,496
Navekvarn,1,1,2006,2006,2006,2006,4762393,7036941,624,624,624,624,2,113
Strangnas,1,1,2006,2006,2006,2006,3113411,3803623,414,414,414,414,1,88
Obbola,1,1,1983,1983,1983,1983,1687745,1749537,744,744,744,744,6,480
Skanor,6,6,1992,1992,1995,1995,1531522,1202513,264,409,144,119,3,202
Lugnvik,6,5,2006,2006,2007,2007,18730667,29195995,397,635,596,621,8,586
Djupvik (Soderhamn),3,3,1991,1991,2000,2000,64745990,87008035,321,1756,3598,3600,17,1327
Djupvik,4,4,1986,1986,2003,2004,7259092,8725206,540,496,654,627,8,596
Vettnet,5,4,1988,1989,1984,1984,2732823,4278884,68,123,185,186,1,89
Nord Koster,2,2,1988,1988,1987,1984,601073,80883,1531,1531,1529,1548,12,867
Ravsnas,1,1,2017,2017,2017,2017,33363813,2372047,194,194,194,194,5,394
Torshalla,6,6,2000,2000,2002,2003,9902955,15722335,574,562,637,637,3,232
Farosund,15,15,1997,1997,2006,2005,20049896,25565139,384,342,361,370,8,569
Orno,5,5,1994,1994,1990,1996,4318022,2541314,409,1691,1829,2044,10,776
Fejan,22,8,1993,1993,1993,1997,55556967,29169095,163,242,170,242,17,1251
Tjocko,4,2,1996,1994,1999,1998,7627261,3699185,160,163,158,158,2,126
Skattkarr,1,1,1991,1991,1991,1991,373815,441957,161,161,161,161,0,7
Morbylanga,2,2,1997,1997,1999,1999,1703396,2279450,233,233,234,235,1,67
Soderhamn,1,1,1993,1993,1993,1993,1179574,2121008,445,445,445,445,0,24
Kalvsund,6,6,2009,2009,2010,2010,27874370,37836399,806,974,993,977,9,626
Varby,3,3,1986,1986,1986,1986,369367,430602,152,114,136,149,3,251
Loten,3,3,1996,1996,2002,2002,3151828,4309251,399,427,393,383,2,132
Agnesberg,8,7,1996,1996,1998,1998,6897313,10104791,292,404,389,386,3,204
Honsater,10,6,1986,1984,1988,1989,11423166,16785332,676,654,646,634,4,295
Bua,3,3,2003,2003,2008,2008,3533741,4946848,244,463,472,454,1,81
Braviken,3,2,1991,1992,1991,1991,15510774,12654312,867,802,781,781,5,376
Gruvon,8,7,1998,1999,1999,1998,11100860,18009086,581,609,599,589,3,230
Saffle,1,1,1965,1965,1965,1965,269976,220623,1067,1067,1067,1067,5,351
Kivik,3,3,2005,2005,2006,2006,2083756,2678063,228,196,254,268,1,55
Ellos,19,6,2002,2000,2007,2010,10603297,11209253,202,288,582,593,12,936
Karehamn,9,7,2000,2002,2004,2006,26188822,25999949,550,1154,498,437,14,1036
Simpevarp,4,3,2007,2005,2009,2008,20085753,17252495,321,466,610,724,4,287
Kungshamn,7,7,1997,1997,2013,2013,89242235,137202134,259,587,1243,1291,15,1130
Grebbestad,1,1,1968,1968,1968,1968,34032,14667,129,129,129,129,0,8
Stugsund,2,2,2010,2010,2011,2012,7510590,8425132,1147,1147,1157,1158,3,227
Bohus Malmon,4,4,2005,2005,2008,2008,17617428,24467606,379,434,555,532,7,503
Kristinehamn,3,3,1993,1993,1996,1998,3639609,5172873,592,605,603,605,1,89
Kopmanholmen,3,3,1974,1974,2000,2001,2824638,3308292,167,323,659,679,3,189
Bjarred,5,4,2001,2000,2007,2007,24110777,9626535,435,367,481,475,4,333
Pitea,3,3,1987,1987,2000,2002,3928602,4325958,767,591,876,894,2,158
Skagshamn,1,1,2003,2003,2003,2003,9642688,13824300,1907,1907,1907,1907,3,226
Transtrand,1,1,2008,2008,2008,2008,3187195,1562351,1838,1838,1838,1838,3,260
Varmdo,1,1,2012,2012,2012,2012,1511042,757219,1698,1698,1698,1698,1,105
Havstenssund,14,1,1989,1989,1989,1989,589106,320196,63,63,298,298,7,496
Norrtalje,1,1,1980,1980,1980,1980,701838,321380,1877,1877,1877,1877,1,105
Norastrom,4,3,1994,1989,2008,2008,20601089,27749070,840,626,1188,1182,6,420
Monsteras,1,1,1977,1977,1977,1977,1143021,1455268,283,283,283,283,0,30
Berga Orlogsskolor,1,1,2006,2006,2006,2006,797785,1972967,22794,22794,22794,22794,2,168
Grundsund,8,3,1987,1986,2011,2011,14129713,18968284,130,487,1000,1048,3,248
Fisketangen,1,1,1988,1988,1988,1988,16335,9704,81,81,81,81,0,14
Hunnebostrand,1,1,2000,2000,2000,2000,325677,233424,96,96,96,96,0,34
Lavon,1,1,2005,2005,2005,2005,638037,976916,1241,1241,1241,1241,1,103
Sundsvall,1,1,2012,2012,2012,2012,3895415,6086586,507,507,507,507,1,80
Otterbacken,5,5,1990,1990,1986,1989,6903524,10631967,721,727,677,661,2,181
Pataholm,1,1,1973,1973,1973,1973,15347914,3194657,538,538,538,538,5,395
Korshamn,1,1,2003,2003,2003,2003,42640,61074,33,33,33,33,1,54
Bokenas,1,1,1978,1978,1978,1978,3717952,4178362,963,963,963,963,0,13
Mariestad,1,1,1983,1983,1983,1983,86067,44657,271,271,271,271,1,55
Kalmarsand,3,3,2010,2010,2011,2011,7137848,10756754,274,383,395,394,2,170
Skoghall,1,1,1991,1991,1991,1991,1350687,1979237,604,604,604,604,0,36
Uppsala,1,1,1985,1985,1985,1985,108631,27129,113,113,113,113,0,10
Lodose,1,1,1996,1996,1996,1996,1160544,1727017,690,690,690,690,0,32
Gorsingeholm,1,1,1971,1971,1971,1971,1374882,1514856,921,921,921,921,0,37
Arsta/Stockholm,1,1,1974,1974,1974,1974,1623635,1998694,405,405,405,405,1,56
Trosa,1,1,2004,2004,2004,2004,913198,1295634,287,287,287,287,0,19
