Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,4855,770,16856,23325,2001,2003,2005,2005,505,800,768,776,54,83,222,223,22,38,39,40,4794.2,361235,368171,35298840,104949795,148724883,7271,27978,37701
Ferry-RoPax,3231,30,35664,5294,1997,1997,2000,2001,168,795,258,278,12,169,47,63,3,25,16,16,6790.5,502578,512228,33037262,81644168,100216894,10225,21832,19947
Ro-Ro,1976,45,28983,16320,2004,2001,2006,2005,586,882,657,672,34,59,56,59,10,20,16,16,7719.2,579773,590905,18203977,39249534,40559013,9213,21697,23469
Container,1445,111,14661,17248,2006,2006,2006,2006,746,736,737,742,59,61,81,81,13,21,20,19,3780.3,283388,288829,19193486,66386746,75393145,13283,48792,58445
Chemical tanker,1422,291,12473,19112,2005,2007,2007,2007,681,980,915,939,63,95,165,171,20,39,46,47,3595.2,269771,274951,15334029,52484159,63149905,10783,41640,50853
Cruise,600,75,6444,690,2004,1999,2006,2005,98,280,223,217,10,21,26,26,4,21,15,15,1846.0,138606,141267,2298810,13163484,15802473,3831,19102,21183
Bulk carrier,401,203,18104,31407,2008,2010,2011,2011,642,2282,1875,1889,71,214,486,483,36,68,102,103,1930.0,146940,149762,10723182,25171539,31541870,26741,100187,120819
Service - tug,345,53,61,28,1981,1983,1985,1984,152,368,190,211,23,150,93,120,20,210,179,262,140.0,10509,10711,719180,1700644,2277071,2085,5383,7268
Oil tanker,281,56,3048,4997,1996,2005,2007,2007,154,517,314,305,22,79,105,105,26,43,36,37,762.7,57309,58409,3242478,6066555,6857337,11539,29960,37203
Vehicle,221,22,3458,1180,2006,2004,2007,2007,895,956,682,653,63,68,69,68,15,17,18,17,475.0,34920,35591,1195246,5269752,6102910,5408,20557,22124
Liquefied gas tanker,177,32,1205,1198,2006,2009,2012,2012,639,931,821,799,54,81,122,127,17,31,37,37,359.8,26208,26712,904220,2619673,2892958,5109,27969,36780
Miscellaneous - fishing,116,27,30,17,1980,1983,1982,1983,301,948,802,798,46,213,632,746,17,193,563,549,88.9,6675,6804,120896,268170,304882,1042,2453,2908
Service - other,69,34,231,153,1992,1993,1995,1997,442,699,615,732,48,246,258,371,19,156,203,286,128.4,9530,9713,1070947,2197349,2367776,15521,34537,38997
Ferry-pax only,9,1,1,0,1969,1969,1969,1969,190,190,242,242,31,31,148,148,25,25,23,23,2.1,160,163,14878,30301,38170,1653,3844,5068
Refrigerated bulk,5,5,13,13,2001,2001,1999,2000,174,333,394,388,24,44,102,101,39,65,33,32,14.3,1072,1093,38325,83743,94329,7665,16334,17636
