Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sweden,5065,656,31523,12309,1999,2003,2000,2005,176,486,216,355,13,57,34,61,5,35,15,22,6243.1,462395,471273,28241414,78232284,98164315,5576,15677,17325
Germany,2458,361,36359,21918,2005,2005,2007,2007,634,838,692,772,48,84,54,74,11,41,16,24,8956.6,672440,685351,33552279,91297512,106911526,13650,37913,41821
Russian Federation,1773,512,6735,6013,2000,2003,2004,2005,167,308,203,203,19,42,38,50,24,57,34,42,1967.2,147281,150109,6229190,17916810,22141227,3513,11400,14021
Estonia,1603,451,5183,2707,1997,2001,2002,2003,148,294,408,269,16,53,174,118,12,46,49,38,1472.6,108620,110705,6927097,18520505,23728853,4321,12148,14130
Netherlands,867,340,9422,12992,2005,2005,2007,2007,1189,1200,1249,1263,113,132,134,141,22,37,36,38,2615.3,195685,199442,13558121,42879498,53991908,15638,60024,75675
Poland,740,247,4545,4775,2003,2003,2004,2004,474,592,463,497,43,64,46,55,15,62,38,38,1340.3,100614,102546,5624699,16413097,20058250,7601,25248,31221
Denmark,511,321,5892,6965,2003,2004,2006,2008,793,871,831,867,72,102,76,85,9,26,15,15,1337.1,100284,102210,5543382,16453832,21206370,10848,40493,50849
Belgium,481,147,10273,9059,2004,2004,2004,2004,1278,1248,1275,1283,99,120,94,99,21,30,24,24,2577.8,193349,197061,9862276,27023864,32392981,20504,65634,78405
United Kingdom of Great Britain and Northern Ireland,456,187,6398,6141,2003,2003,2007,2007,1249,1315,1310,1351,112,127,104,118,23,42,31,40,1572.5,117863,120126,7188416,20574094,26688844,15764,53164,67851
Latvia,346,154,1153,1439,2002,2002,2006,2006,353,471,445,476,31,45,43,47,22,34,53,67,309.9,23274,23721,1948356,5645172,7138831,5631,19211,24286
Lithuania,283,119,1296,1560,2003,2003,2006,2005,395,487,513,500,40,65,69,71,17,49,37,41,373.1,28003,28541,2513926,7348668,8685850,8883,28282,34282
Norway,141,81,1146,1717,2003,2003,2006,2006,988,1031,1183,1190,99,107,108,109,21,40,35,35,330.2,24715,25190,2393920,6677294,8567628,16978,55899,71244
France,119,67,1187,1703,2003,2004,2006,2007,1486,1540,1544,1551,138,170,158,157,29,48,38,33,284.1,21366,21777,2165556,6556889,8773944,18198,66530,88469
Spain,93,46,1766,1857,2000,2003,2001,2004,1960,2523,2212,2368,157,249,222,236,22,41,30,36,531.9,40237,41009,2390240,7837771,8600684,25702,83416,106048
Morocco,27,21,976,1528,2011,2011,2010,2010,2667,2749,2783,2793,242,251,242,241,49,101,126,130,210.8,16061,16369,958387,3697908,4708215,35496,176043,219442
Portugal,21,18,184,251,2006,2006,2008,2008,2036,2203,2310,2281,209,222,227,226,57,61,53,56,51.8,3910,3985,585330,1699441,2435371,27873,95652,135169
Åland Islands,19,3,73,7,2004,1991,2005,2005,84,72,84,84,6,6,6,6,0,0,0,0,11.1,832,848,45156,111637,136957,2377,5073,4623
Algeria,17,12,386,556,2010,2010,2010,2010,3263,3510,3391,3390,284,304,305,305,48,46,49,49,96.0,7312,7452,860798,2543956,3517654,50635,205920,260613
United States of America,17,17,2488,4191,2011,2011,2012,2012,5409,5638,5519,5522,494,510,526,528,44,166,292,315,324.3,24757,25233,1426108,4676903,5763699,83889,384984,474271
Egypt,13,9,1171,1916,2004,2006,2006,2007,4678,4718,4791,4808,403,417,421,422,152,122,113,107,220.4,16832,17155,649312,1997227,2703565,49947,243765,315960
Ireland,13,10,60,84,1997,1999,1998,1999,1708,1765,1776,1796,179,189,202,202,22,28,26,26,22.8,1717,1750,215952,623254,885840,16612,57462,79490
Malaysia,8,8,2769,4795,2009,2009,2010,2010,10086,10672,10650,10650,874,928,939,939,62,76,75,75,264.4,20379,20771,1986385,4054379,4991764,248298,814813,951738
Gibraltar,7,7,359,578,2009,2009,2010,2011,2718,2735,2726,2726,258,255,263,264,10,17,23,24,48.6,3689,3760,220262,630904,831306,31466,136996,174873
China,7,4,1624,2267,2015,2015,2017,2017,11912,9390,11537,11525,888,751,949,949,28,27,21,21,264.6,20358,20749,869121,3161868,4663921,124160,738332,1007301
India,6,6,1769,3080,2011,2011,2011,2011,8571,8922,8922,8921,726,757,773,772,113,128,136,135,172.5,13287,13542,1115663,2415664,2933791,185944,643440,757947
Canada,6,6,504,817,2009,2009,2009,2009,4506,3773,3516,3501,373,329,400,401,38,50,69,70,71.7,5458,5563,206754,1104708,1380134,34459,240744,302955
Tunisia,5,4,185,275,2010,2010,2009,2009,3393,3478,3541,3524,277,292,304,302,51,49,47,47,44.9,3426,3492,187274,674518,899477,37455,182871,232554
Iceland,5,5,39,57,2007,2007,2007,2007,1873,1901,1873,1868,171,191,187,186,61,56,58,58,11.6,874,891,109531,319627,445092,21906,83898,108778
Malta,5,5,314,501,2002,2002,2007,2009,3495,3522,3619,3647,294,303,322,327,6,8,7,7,46.5,3553,3621,200699,560742,747371,40140,170117,212940
