Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Vuosaari,1332,119,19425,10684,2005,2005,2006,2006,623,644,616,614,34,56,47,59,11,46,14,18,5206.3,390493,397990,24121617,63829339,75762802,18109,46633,48996
Helsinki,1121,101,20562,2455,1994,1998,2000,2002,259,651,386,402,17,67,947,1134,6,86,7,15,4392.3,325306,331552,13105808,36912214,44833388,11691,28762,27608
Hanko,1045,89,12147,6575,2004,1999,2007,2007,528,522,552,556,31,55,39,41,7,66,13,13,3080.8,229683,234092,7279883,15748270,18452635,6966,17735,19261
Naantali,1045,128,4654,2587,2001,2002,2003,2004,123,557,153,250,10,61,26,51,3,43,12,27,982.0,73711,75126,6620841,16566999,20504475,6336,15578,16620
Turku,893,109,7485,1454,2001,1997,2004,2005,170,570,240,313,12,67,24,51,1,144,14,28,1291.7,95413,97245,5913000,14881490,18798340,6622,15784,16546
Kilpilahti (Skoldvik),856,228,9491,14981,2005,2007,2008,2008,450,813,639,638,49,93,188,190,28,38,42,43,2490.1,187198,190793,9205025,26697581,31454078,10754,37704,46450
Kotka,822,321,7122,9634,2006,2005,2007,2008,479,838,699,730,47,98,134,137,27,46,44,47,1672.7,125674,128087,8326761,27275318,33592007,10130,39359,49401
Rauma,752,221,4763,5500,2001,2003,2002,2003,487,732,700,706,46,80,141,149,28,63,56,58,1401.3,105503,107529,6029648,22173316,23969283,8018,29978,38558
Mariehamn,638,28,3034,354,1994,1993,1992,1994,86,206,122,137,13,29,114,133,1,16,7,8,613.1,46033,46917,1685879,5716749,7273046,2642,7684,7890
Sunila,583,127,3513,2539,2002,2001,2005,2004,352,490,457,472,36,64,57,61,30,35,21,25,1163.0,87336,89013,3431596,7977556,10212992,5886,17153,20612
Uusikaupunki,531,148,5381,3268,2006,2003,2010,2010,597,664,607,660,34,89,59,88,11,47,22,39,1240.2,93164,94953,3769577,9374512,11762170,7099,22437,27284
Kokkola,400,190,4255,7071,2005,2005,2010,2011,658,873,1106,1149,71,94,287,311,44,65,91,97,794.7,59841,60990,4716115,13097483,16582615,11790,42074,52594
Roytta,393,139,2537,3339,2004,2006,2005,2005,1253,1413,1246,1243,100,138,180,186,64,58,72,72,836.4,62622,63824,5216477,15432963,21406683,13273,52679,68505
Mustola,384,51,605,917,1994,1995,1998,1999,588,611,798,897,94,93,223,237,12,19,15,14,137.9,10391,10591,1867918,5179973,7289867,4864,15361,21827
Lakulahti,352,195,1911,2689,2003,2004,2006,2006,467,738,859,853,50,84,410,396,26,68,66,65,563.3,42236,43047,2917479,8693283,11355735,8288,30756,39374
Inkoo,319,122,550,780,1996,2000,2004,2005,164,514,492,499,20,76,80,80,23,45,48,49,190.2,14036,14306,1249074,3645576,4899664,3916,13415,17748
Oulu,305,98,5038,4720,2005,2005,2004,2005,1023,997,1159,1163,80,149,147,166,18,62,24,26,1411.2,105824,107856,5959357,14486335,17346484,19539,56613,65693
Lapaluoto,266,78,606,790,1998,2003,2005,2005,177,533,584,613,24,57,107,108,34,46,46,47,210.1,15781,16084,1324650,3790163,5310028,4980,17938,24197
Kallviken,254,90,874,1356,2004,2005,2007,2007,98,327,158,152,12,44,195,175,42,45,75,73,206.5,15566,15865,531202,1477751,1966380,2091,8939,11425
Kaskinen,251,95,1094,1054,1995,2000,1993,1997,484,588,657,665,51,75,80,89,18,37,19,25,217.4,16327,16641,1588158,4174476,5577057,6327,20027,25973
Vasklot (Vaskiluoto),220,70,1030,786,1991,2001,1994,2002,522,866,443,681,60,88,136,147,9,29,19,27,305.1,22643,23077,1855681,5047624,6606716,8435,24634,29627
Mantyluoto,212,146,1602,2280,2004,2005,2009,2009,769,919,1326,1345,75,100,391,389,37,60,127,127,492.7,37333,38050,2308920,6661489,9307461,10891,42607,55453
Korrvik,191,16,2427,264,2003,1990,2008,2008,93,317,291,290,12,35,24,27,0,347,27,28,363.4,24446,24915,1543765,4236250,5261120,8083,19067,18114
Hamina,183,87,331,452,1999,2002,2003,2004,422,503,564,575,51,66,92,94,36,50,50,51,114.8,8622,8788,1002171,3151231,3996689,5476,19108,25864
Ajos,161,79,1385,1418,2003,2005,2000,2003,981,970,912,888,76,88,102,109,33,63,44,51,398.9,29980,30555,1741902,4935911,6478849,10819,37756,48173
Pietarsaari,152,81,719,987,2002,2002,2004,2005,631,749,816,833,65,73,149,164,28,38,46,46,207.0,15575,15874,1410062,4136666,5367149,9277,33015,42290
Loviisa,134,68,330,479,2001,2001,2006,2006,341,491,497,489,36,51,74,74,32,54,50,50,88.2,6625,6752,731130,2030501,2793447,5456,19794,25955
Rahja,132,77,485,680,2002,2003,2006,2006,667,674,674,681,69,74,93,93,32,44,56,59,138.7,10418,10618,892693,2715371,3722493,6763,25930,34343
Raahe,126,26,348,459,1996,2004,2007,2008,95,596,434,475,13,65,105,110,15,29,39,41,108.8,8137,8294,379112,1099899,1578781,3009,12346,16462
Porkkala,119,69,443,642,1999,2001,2009,2009,310,695,927,955,37,85,211,210,44,103,212,218,134.0,10122,10317,1065679,2902487,3943058,8955,31638,40800
Pori,97,55,761,1014,2005,2004,2008,2007,823,775,886,889,70,81,135,141,18,24,24,26,222.6,16096,16405,1078614,3165893,3770176,11120,38396,46427
Marsund,88,19,648,207,1997,1996,1991,1995,76,1771,176,475,7,252,1420,871,0,5,4,3,183.1,13756,14020,510461,1420441,1818594,5801,15738,16923
Tervsund,82,16,77,105,1996,1994,1998,1998,202,549,356,352,20,58,64,63,23,37,37,36,28.0,2100,2140,316966,921315,1263804,3865,12438,17684
Tahkoluoto,77,64,952,1684,2002,2001,2010,2010,400,731,1016,1058,51,85,252,262,26,50,101,103,124.4,9392,9572,717838,2016569,2601545,9323,36799,46703
Klamila,73,66,487,767,2002,2001,2006,2008,113,373,482,494,16,61,112,110,3,8,8,8,66.9,5025,5121,424061,1307629,1544729,5809,21792,26924
Vuoksen Terminal,63,20,31,43,2001,2001,2003,2004,158,339,254,251,29,51,93,91,24,41,35,35,10.1,756,770,135195,387850,557369,2146,6995,10060
Olkiluoto,60,45,100,138,1998,1998,2000,2000,585,602,578,592,60,67,78,79,23,30,25,25,33.3,2500,2548,376262,1088272,1546901,6271,21129,29690
Veitsiluoto,52,39,211,303,2003,2003,2003,2003,837,910,946,950,90,100,115,116,47,51,69,68,63.5,4771,4863,591973,1726786,2412098,11384,43134,56410
Suomenlinna (Sveaborg),47,16,2737,335,1995,1989,2013,2013,262,674,1507,1664,18,66,907,920,6,70,1,2,474.2,30589,31176,2072615,5114774,6269521,44098,94294,86314
Kasnas,44,10,11,9,1980,1986,1988,1991,234,913,613,531,28,90,179,132,22,38,74,72,16.8,1258,1282,45752,108405,131939,1040,2695,3367
Tolkkinen,32,28,339,565,2003,2002,2008,2008,360,508,713,747,26,55,106,108,10,24,35,36,52.5,3942,4018,263835,798819,955477,8245,30449,37578
Farjsundet,30,11,37,48,2001,2002,2002,2002,195,383,295,295,18,38,66,65,14,14,15,15,11.9,891,908,84176,246495,339993,2806,11150,14185
Pargas,27,10,251,186,1999,2002,2004,2009,172,1313,285,766,12,130,121,217,0,33,9,17,46.5,3518,3586,343643,947984,1260648,12728,43294,51986
Asikkala,23,16,8,12,1992,1993,1994,1995,135,205,206,211,18,48,69,71,19,26,29,29,5.5,411,418,36546,115355,149614,1589,5102,7335
Koverhaara (Koverhar),21,7,32,48,2001,2004,2001,2001,291,737,436,444,32,108,89,92,35,24,28,28,14.1,1062,1082,110293,292150,397069,5252,16962,23140
Snappertuna,20,7,37,54,2000,2000,2000,2000,593,496,657,657,62,53,100,100,34,31,39,39,14.3,1070,1091,168665,483869,695356,8433,27489,39536
Tessvar,20,6,217,345,1998,1999,1999,1999,1312,1415,1352,1380,100,113,141,143,14,16,14,14,72.9,5480,5585,425340,1216117,1462082,21267,68191,80830
Lovbole,14,8,23,29,1989,1989,1991,1991,973,783,843,816,108,94,108,107,22,22,24,24,8.7,650,662,92816,289904,380287,6630,21324,30659
Harvaluoto,11,7,97,64,1994,1995,2007,2006,99,392,297,764,7,45,58,91,0,34,75,198,13.3,925,942,71315,162471,200737,6483,16338,17163
Rouhu,11,5,2,1,1974,1976,1974,1972,386,485,555,555,42,40,54,56,41,85,204,182,5.2,391,398,7334,16267,18494,667,1569,1860
Kantlax,11,10,41,55,2001,2002,2002,2003,322,798,626,695,65,90,219,228,1,1,1,1,13.8,1043,1063,109362,304590,401575,9942,35350,44267
Korpo (Korppoo),10,7,16,6,1989,1991,1997,1999,315,1171,215,279,18,58,26,43,16,104,85,72,7.7,581,593,32306,81589,104058,3231,8063,9354
Jussaro,10,6,2,3,1984,1986,2002,2004,153,145,205,213,36,193,48,29,2,3,4,3,3.2,240,244,4875,13203,15528,488,1447,1699
Vuosnainen,9,9,31,35,1998,1998,2010,2011,570,619,667,666,59,99,65,62,12,16,10,10,7.4,554,565,48455,133151,170209,5384,21164,28413
Reposaari,8,5,3,2,1985,1987,1989,1996,678,700,512,358,76,125,159,108,46,128,231,220,6.1,455,464,10266,24210,28954,1283,3436,4149
Kalkkiranta,8,5,18,28,1999,1999,2003,2004,269,861,739,807,24,121,293,309,25,35,42,43,5.9,444,453,56315,164073,229154,7039,26582,34771
Dalsbruk (Taalintehdas),7,6,19,27,2000,2000,2002,2002,1444,917,1047,1068,129,102,146,147,15,20,11,11,7.1,531,541,82246,236119,338875,11749,38577,55218
Kristinestad,7,5,4,5,2001,2001,2001,2001,137,162,140,141,18,26,23,24,33,32,32,32,1.3,98,100,10839,31367,44362,1548,5496,7478
Nagu (Nauvo),7,6,30,14,1990,1990,2000,2001,419,384,632,520,29,38,52,40,5,8,5,8,6.4,477,486,50063,129056,161464,7152,17455,18531
Ekenas,5,3,12,18,1998,1997,1999,1999,627,846,945,944,61,89,131,131,33,517,127,131,19.4,1457,1485,58030,164731,234210,11606,37519,53348
Tvarminne,4,4,10,11,1995,1995,2010,2008,247,391,298,223,37,44,47,29,8,9,10,4,2.7,175,179,15387,40559,44698,3847,11284,13122
Hirvensalmi,4,3,2,2,1986,1987,1988,1988,311,395,317,339,43,54,69,70,26,30,36,35,0.6,46,47,6937,19901,28599,1734,5653,8130
Sando (Santasaari),4,3,11,14,1993,1993,1993,1993,1211,1134,1090,1091,132,125,125,126,20,18,18,18,3.2,241,246,44079,126454,181724,11020,35919,51661
Vartsala,3,3,0,0,1976,1976,1958,1967,99,735,402,206,15,728,1733,1204,10,276,652,455,3.4,252,257,4710,11329,15257,1570,4139,5620
Vestlax,3,3,30,47,1998,1998,1999,1999,1310,1196,1257,1269,99,96,100,101,12,17,13,13,10.5,790,805,58580,167214,202721,19527,63577,75496
Houtskar (Houtskari),3,2,0,0,1968,1968,1968,1968,164,198,200,180,16,26,30,26,15,22,21,24,0.4,28,28,581,1289,1465,194,456,540
Skinnarvik,3,3,6,9,2000,2000,2001,2001,973,839,819,813,100,101,114,114,24,34,30,30,1.8,138,141,27226,78107,112245,9075,29582,42546
Hiitinen,2,2,14,26,2012,2012,2017,2017,218,218,222,222,22,22,22,22,0,0,0,0,1.3,96,98,15011,33368,38475,7506,20079,25144
Kesalahti,2,1,1,1,1981,1981,1981,1981,180,180,180,180,60,60,52,52,163,163,126,126,0.4,31,31,3576,10258,14742,1788,5828,8382
Degerby,2,2,5,7,1994,1994,2010,2011,171,171,193,194,28,28,18,18,9,9,6,6,0.6,44,45,4152,10916,16210,2076,8200,10732
Parhalahti,1,1,0,1,2012,2012,2012,2012,120,120,120,120,16,16,16,16,1,1,1,1,0.1,8,8,1077,3159,4357,1077,4315,5440
Nykarleby,1,1,0,0,2005,2005,2005,2005,26,26,26,26,8,8,8,8,7,7,7,7,0.0,2,2,368,1056,1517,368,1199,1725
Kaipola,1,1,70,78,1978,1978,1978,1978,18043,18043,18043,18043,1579,1579,1579,1579,32,32,32,32,3.2,239,243,546191,1120664,1207583,546191,1215367,1372321
Tojby,1,1,0,0,1989,1989,1989,1989,172,172,172,172,29,29,29,29,0,0,0,0,0.2,12,12,1322,2712,2922,1322,2941,3321
Hogsara,1,1,0,0,1974,1974,1974,1974,295,295,295,295,108,108,108,108,0,0,0,0,0.3,20,21,439,974,1108,439,1034,1226
Taivassalo (Tovsala),1,1,0,0,1987,1987,1987,1987,547,547,547,547,155,155,155,155,7,7,7,7,0.4,29,29,661,1467,1667,661,1556,1845
Varjakka,1,1,2,2,2000,2000,2000,2000,455,455,455,455,25,25,25,25,12,12,12,12,0.9,66,67,7670,19275,23761,7670,22566,27667
Nousiainen (Nousis),1,1,60,114,2008,2008,2008,2008,1081,1081,1081,1081,154,154,154,154,37,37,37,37,4.6,358,365,58908,124055,136610,58908,144687,180841
