Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,4873,772,16148,22058,2001,2003,2004,2004,483,831,735,732,53,93,200,198,32,54,62,62,4708.2,354564,361372,32934097,98007602,138824701,6758,26118,35133
Ferry-RoPax,3233,30,44342,6383,1997,1996,2002,2003,169,2251,321,335,13,287,534,528,2,5,7,7,8833.7,649478,661948,39661817,98079394,120344864,12268,26187,23852
Ro-Ro,1976,45,26823,15118,2004,2001,2005,2005,586,626,608,623,34,49,49,51,10,17,15,15,7422.5,557310,568010,16846668,36190535,37501242,8526,20078,21708
Container,1444,111,11302,13473,2006,2006,2007,2007,485,632,568,579,43,52,71,71,18,21,25,24,3201.0,239750,244353,16360074,53559783,60829677,11330,39248,46640
Chemical tanker,1424,294,10293,15544,2005,2007,2007,2007,597,799,751,759,60,85,156,158,22,36,35,36,3413.7,255544,260450,14864750,47664725,57493522,10439,37535,45652
Cruise,599,75,5550,597,2004,1999,2006,2006,124,244,193,188,14,19,21,21,6,8,9,9,1368.7,102767,104740,1929100,11464141,13929530,3221,16607,18583
Bulk carrier,403,207,7162,12312,2008,2010,2011,2011,339,729,729,726,40,92,291,293,55,95,118,117,966.5,73087,74490,3950073,9959133,12713900,9802,39224,48168
Service - tug,351,57,75,35,1981,1984,1986,1985,139,419,232,262,23,148,112,145,18,263,212,385,168.0,12617,12860,902692,2134595,2858107,2572,6641,8966
Oil tanker,280,56,5743,9692,1996,2006,2008,2008,166,912,588,587,24,100,182,182,22,31,33,33,995.2,74932,76370,5441571,10575704,11859746,19434,49673,61614
Vehicle,221,22,2578,945,2006,2004,2011,2011,445,404,509,523,27,30,39,40,10,12,11,11,303.4,21176,21583,956991,4219303,4886382,4330,16459,17714
Liquefied gas tanker,178,32,1203,1197,2006,2009,2012,2012,601,938,800,778,60,89,148,158,21,35,39,39,373.0,27224,27747,903311,2617040,2890050,5075,27784,36537
Miscellaneous - fishing,120,27,26,14,1980,1983,1982,1982,278,818,663,642,46,189,349,427,15,55,172,170,64.1,4814,4906,100393,222692,253178,837,1969,2334
Service - other,71,36,345,291,1992,1993,1994,1993,340,1561,919,1383,39,398,1129,1466,54,564,321,328,208.6,15290,15584,2030739,4166631,4489797,28602,63644,71863
Ferry-pax only,9,1,2,0,1969,1969,1969,1969,207,207,456,456,56,56,282,282,58,58,90,90,4.6,346,352,28019,57063,71881,3113,7240,9544
Refrigerated bulk,5,5,14,13,1993,1993,1996,1996,554,498,479,476,56,44,54,54,0,26,7,6,7.1,533,544,37885,82780,93244,7577,16146,17433
