int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Georgetown,17,14,2006,2006,2006,2007,1129195812,918703985,3704,3548,3537,3708,231,17823
Tristan De Cunha,17,10,1990,1987,2002,2002,303078801,198258659,1806,2332,1676,1200,89,6744
Jamestown,25,14,1995,1992,2004,2009,645994729,552658266,1719,2958,2206,2391,165,12658
