int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Cruise,11,10,1994,1994,1997,1994,401208017,54464836,1620,1649,1606,1616,109,8372
General cargo,20,8,2001,2005,2006,2006,338135537,349993236,1714,2986,2397,2328,78,6052
Chemical tanker,5,4,2010,2009,2011,2011,252138303,388291081,2523,2525,2429,2422,49,3803
Service - other,6,3,1988,1995,1999,1996,104641950,50419939,3856,4183,4021,3955,57,4286
Bulk carrier,5,1,2003,2003,2003,2003,144861849,244089657,1548,1548,1706,1706,12,957
Offshore,1,1,2009,2009,2009,2009,21558569,12914259,5495,5495,5495,5495,14,1028
Ro-Ro,6,4,2002,2002,2002,2002,582662528,332871203,3494,3521,4179,4179,114,8804
Miscellaneous - fishing,1,1,1997,1997,1997,1997,6077162,2724576,20671,20671,20671,20671,13,985
Yacht,2,1,1911,1911,1911,1911,1603688,1718818,2646,2646,2646,2646,0,0
Oil tanker,1,1,2005,2005,2005,2005,80759771,128114761,3640,3640,3640,3640,15,1161
Container,1,1,2010,2010,2010,2010,92113589,114531255,4402,4402,4402,4402,20,1540
