port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Gentil - Etame,312,12,2004,2008,2008,2008,77050787,69791742,256,331,401,417,115,8624
Gentil - Oguandjo,651,32,2009,2009,2009,2009,107025613,82806978,99,159,136,134,190,14282
Gentil - Tchatamba,228,18,2008,2007,2009,2009,45175102,35542023,130,209,150,150,44,3269
Gentil - Owendo,120,32,2007,2008,2007,2007,176935177,235455774,101,185,114,112,195,14743
Gentil - M'Bya,97,21,2007,2010,2008,2008,56236085,54570451,308,344,333,337,47,3555
Gentil - Libreville,313,11,1985,2001,1995,2003,26963665,19233201,89,128,127,129,93,7004
Oguandjo - Tchatamba,173,12,2007,2008,2009,2010,48297484,57158449,93,145,154,189,26,1943
Cap Lopez - Tchatamba,8,4,2003,1999,2006,2006,2744775,2204657,265,219,281,273,3,194
Gentil - Lucina,8,6,2009,2010,2008,2008,4444417,3341752,292,387,586,579,12,934
Lucina - M'Bya,4,3,2002,2001,1990,1989,14208945,21267980,285,299,96,91,5,366
Oguandjo - Cap Lopez,82,9,2009,2009,2010,2010,9514060,7591374,122,287,228,230,23,1750
M'Bya - Tchatamba,47,6,2009,2009,2010,2010,13101963,9842259,164,169,173,172,9,679
Gamba - Gentil,159,8,2014,2013,2014,2014,48037846,44826482,216,7856,249,231,128,9589
Etame - M'Bya,3,3,2003,2003,1989,1988,26843457,42557221,182,151,180,181,1,55
Etame - Gamba,3,3,2009,2009,2009,2009,20529125,38926940,133,153,120,120,25,1946
M'Bya - Oguandjo,36,12,2008,2008,2010,2011,89626182,154237801,235,236,230,228,30,2286
Tchatamba - Lucina,10,4,2010,2010,2010,2010,3449303,2541308,190,255,199,197,4,286
Cap Lopez - Gentil,45,6,2008,2009,2009,2009,6317678,5548360,242,258,306,317,20,1490
Lucina - Oguandjo,3,3,2010,2010,2010,2010,859856,629771,283,296,279,281,1,65
Gentil - Equata,12,5,2008,2003,2010,2009,15814089,12904029,400,484,284,227,13,950
Equata - Libreville,9,4,1993,2003,1998,1996,3156745,2730262,528,443,386,402,19,1453
Cap Lopez - Owendo,2,2,2008,2008,2009,2009,14018966,22772999,228,228,241,254,3,204
Cap Lopez - Etame,1,1,2008,2008,2008,2008,746172,766164,294,294,294,294,0,8
Gamba - Tchatamba,1,1,2010,2010,2010,2010,82366,69486,48,48,48,48,0,4
Gamba - Libreville,1,1,2014,2014,2014,2014,285024,385554,281,281,281,281,0,29
Cap Lopez - Libreville,2,2,2016,2016,2016,2016,2567187,1814871,495,495,720,710,5,357
Cap Lopez - M'Bya,1,1,2009,2009,2009,2009,517387,388564,299,299,299,299,0,28
Tchatamba - Etame,1,1,2002,2002,2002,2002,89390,118731,227,227,227,227,0,6
Owendo - Equata,1,1,2005,2005,2005,2005,2729328,3179639,76,76,76,76,0,30
Cap Lopez - Equata,2,2,2001,2001,2002,2000,5506752,4611548,3071,3071,1677,1874,6,477
Oguandjo - Etame,1,1,2005,2005,2005,2005,434681,453257,196,196,196,196,0,17
Cap Lopez - Lucina,1,1,2011,2011,2011,2011,520335,365480,271,271,271,271,0,22
