int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,229,75,2005,2006,2008,2008,3869441929,5249553793,454,1620,1744,1775,584,44906
Offshore,58,43,2006,2006,2008,2008,461115038,485951416,419,1793,1479,1258,255,19146
Service - tug,130,49,2009,2009,2010,2009,111074579,103132724,306,614,415,408,91,6858
Refrigerated bulk,1,1,1989,1989,1989,1989,15253691,18362036,3000,3000,3000,3000,16,1189
Bulk carrier,146,135,2009,2009,2009,2009,18956685600,32984884485,4094,4337,4183,4174,1611,124678
Liquefied gas tanker,37,11,2012,2012,2014,2014,2015681723,1726484971,500,1608,2353,2265,289,18838
Chemical tanker,64,38,2007,2006,2007,2007,1568689903,2499764661,678,1728,2025,2059,448,34458
Container,155,39,2006,2006,2007,2007,2346774605,2968204071,571,665,672,679,480,37011
Ro-Ro,55,17,2006,2006,2004,2005,1853314757,923438359,583,1272,1927,1887,311,23889
Oil tanker,120,80,2006,2010,2010,2010,35990648657,67543279230,2463,4816,4103,4164,2753,213220
Miscellaneous - fishing,8,5,1981,1986,1985,1986,22485341,18363852,1094,2532,2283,2459,18,1340
Service - other,13,12,2007,2007,1997,1993,131099113,79293768,598,1627,2986,2574,51,3897
Ferry-pax only,5,2,1972,1976,1969,1969,2582460,381555,574,305,517,479,4,313
Vehicle,17,14,2007,2007,2007,2007,1574442437,518089074,804,1333,1744,1810,93,7172
Ferry-RoPax,1,1,1974,1974,1974,1974,54337,13562,87,87,87,87,1,49
