Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2715,781,5800,8273,1999,2000,2002,2002,470,622,633,640,46,61,93,96,26,44,68,69,1569.6,117884,120148,17793188,51789657,73613073,6554,23319,32090
Ferry-RoPax,1006,7,7730,1438,2001,1996,1998,1998,158,377,285,251,11,27,83,64,4,5,8,8,1555.1,116763,119005,8932628,22089681,27104181,8879,18954,17263
Bulk carrier,590,381,18064,32208,2009,2011,2011,2012,843,1097,1118,1124,72,104,160,160,62,101,106,106,1656.9,124888,127286,8903817,22820332,27637776,15091,60800,73890
Chemical tanker,492,300,5886,9356,2006,2008,2009,2009,541,824,926,935,52,80,164,165,33,58,70,71,1338.0,100747,102681,4610755,19319305,22856077,9371,45287,55359
Container,239,66,2535,2988,2005,2005,2005,2005,500,671,701,705,33,51,66,66,11,15,92,103,550.0,41237,42029,3287223,10705053,12069003,13754,47170,55755
Oil tanker,195,84,3305,5919,1996,2005,2009,2009,417,741,785,795,35,92,147,149,34,76,91,92,766.7,57616,58722,3830543,6965327,8015152,19644,51669,63355
Miscellaneous - fishing,165,30,26,13,1984,1984,1982,1980,499,730,631,531,66,129,396,283,89,123,323,263,142.6,10707,10913,93862,208204,236707,569,1339,1587
Liquefied gas tanker,103,14,280,318,1999,2001,2001,2000,281,789,444,439,23,64,52,51,14,26,23,23,111.8,8412,8574,240409,696504,769164,2334,12779,16805
Service - tug,69,24,15,7,1983,1988,1985,1986,443,476,560,509,52,149,146,174,23,93,150,126,41.0,3078,3137,178504,422109,565181,2587,6680,9019
Cruise,42,23,558,64,1999,1999,2005,2004,291,317,328,327,19,23,23,23,8,9,9,9,161.8,12146,12379,290775,1366739,1614697,6923,28549,30977
Service - other,22,14,21,23,1987,1991,1985,1985,428,540,649,672,58,151,214,190,14,152,156,144,20.7,1551,1581,162445,333302,359153,7384,16430,18552
Refrigerated bulk,20,17,432,448,1995,1994,1993,1993,989,2000,2954,2932,46,103,286,292,58,359,977,980,317.2,23823,24281,1329554,2905141,3272368,66478,141663,152954
Ro-Ro,4,4,45,30,1996,1996,2001,2000,668,809,745,778,43,60,83,89,8,10,10,11,10.8,813,829,36004,100649,86064,9001,21288,23896
Other liquids tankers,1,1,30,41,2014,2014,2014,2014,1053,1053,1053,1053,88,88,88,88,5,5,5,5,2.5,188,192,21175,60461,130354,21175,73358,118539
