Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ventspils,2115,846,16728,24861,2002,2003,2009,2009,397,792,528,784,33,73,122,140,19,56,74,85,3305.8,248624,253398,18428134,53558585,67775009,8713,30477,37831
Liepaja,1643,638,5031,5683,1996,2000,2000,2005,388,488,499,563,37,66,100,119,25,59,53,69,1338.6,100554,102485,9439375,25082806,33410825,5745,17518,21754
Riga,1083,513,12975,15550,2002,2004,2006,2010,454,835,678,954,43,81,141,152,24,73,105,139,2054.4,154417,157382,11472115,31388554,39275629,10593,34847,42242
Roja,425,305,4582,6298,2001,2001,2005,2007,670,860,1109,1158,50,67,108,110,14,37,110,106,852.7,64022,65252,5469102,15993613,20157498,12868,45204,56607
Mersrags,271,217,4582,7490,2003,2003,2008,2009,704,1028,1342,1383,60,85,189,192,16,51,73,77,573.6,43226,44056,3927842,11032943,13924998,14494,53913,67299
Skulte,59,39,123,169,2003,2003,2004,2004,418,529,555,562,41,52,81,82,23,27,31,31,35.5,2668,2719,341347,994947,1401831,5786,21267,28574
Salacgriva,44,34,68,92,2001,2000,2002,2002,439,565,512,510,49,79,73,73,23,30,32,32,22.5,1691,1723,241334,694642,987241,5485,18828,26110
Lapmezciems,13,13,328,566,2006,2006,2009,2008,557,981,1260,1328,53,82,172,178,46,86,85,88,36.6,2768,2821,218386,550842,746895,16799,63244,79620
Engure,8,8,164,277,2007,2007,2012,2012,1138,1295,1371,1375,114,114,137,136,29,41,19,17,21.3,1609,1640,113175,343689,457373,14147,62327,80615
Jekabpils,1,1,142,138,2019,2019,2019,2019,941,941,941,941,137,137,137,137,10,10,10,10,2.9,228,232,50639,114780,152756,50639,193724,242181
Ainazi,1,1,3,3,1986,1986,1986,1986,729,729,729,729,73,73,73,73,7,7,7,7,0.6,47,48,9434,27065,38894,9434,30751,44227
