Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2691,781,6256,8912,1999,2000,2002,2002,529,720,690,697,60,85,116,116,32,47,58,57,1879.3,141219,143931,19297628,56150246,79823231,7171,25476,35081
Ferry-RoPax,1012,7,7094,1366,2001,1996,1999,1999,175,371,260,237,12,20,29,24,3,6,16,12,1403.8,105406,107430,8484030,20980335,25743006,8383,17895,16299
Bulk carrier,574,370,33014,58843,2009,2011,2012,2012,730,2154,2128,2140,97,223,463,464,32,73,109,110,3152.9,240366,244981,16043770,41294467,50183398,27951,113580,138095
Chemical tanker,491,296,7948,12779,2006,2008,2010,2010,720,1157,1258,1284,77,120,275,279,24,45,64,64,1734.4,131286,133807,5821534,25403811,30009447,11856,59858,73292
Container,235,65,2124,2478,2005,2005,2007,2007,460,620,603,601,44,55,68,67,13,20,20,20,486.6,36470,37170,2811000,8890633,10055088,11962,40024,47235
Oil tanker,195,86,9719,17526,1996,2005,2010,2010,384,1988,2262,2307,58,205,409,411,28,58,74,74,1299.6,98926,100825,10334447,19744841,22982958,52997,136451,167373
Miscellaneous - fishing,170,33,32,17,1984,1983,1982,1980,550,1193,750,675,93,460,767,630,28,105,232,160,154.5,11596,11819,117994,261733,297564,694,1633,1936
Liquefied gas tanker,103,14,488,557,1999,2001,2002,2002,394,1143,773,767,30,94,132,131,14,44,29,29,150.5,11392,11610,420229,1217471,1344478,4080,22337,29374
Service - tug,69,25,11,5,1983,1988,1985,1985,341,510,404,382,60,326,378,324,41,59,68,72,33.3,2497,2545,131954,312032,417794,1912,4938,6667
Cruise,42,23,623,71,1999,1999,2005,2004,254,353,367,363,17,27,40,39,8,9,10,10,172.2,12934,13182,317056,1504337,1756314,7549,31321,33550
Service - other,22,14,31,37,1987,1991,1988,1988,437,947,941,1063,68,277,716,695,25,67,52,54,23.7,1782,1816,256984,527276,568171,11681,25992,29349
Refrigerated bulk,20,17,74,78,1994,1992,1993,1993,457,837,602,608,46,116,105,104,26,37,46,46,58.7,4413,4498,231363,505540,569443,11568,24652,26616
Ro-Ro,4,4,60,37,1996,1996,2001,2000,969,892,1003,964,85,92,122,118,17,28,20,20,11.7,881,897,50165,181022,130269,12541,29816,35004
Other liquids tankers,1,1,191,265,2014,2014,2014,2014,6767,6767,6767,6767,910,910,910,910,124,124,124,124,19.3,1486,1515,136069,388518,837645,136069,471394,761723
