Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Riga,209,154,1256,2022,1999,2002,2007,2008,238,418,523,510,21,32,104,92,29,90,127,121,241.6,18146,18494,1365443,3227161,4036292,6533,21517,26588
Ventspils,171,97,182,262,1992,1996,2002,2003,286,639,257,249,30,149,113,58,21,69,92,47,139.6,10485,10686,479814,1033748,1413877,2806,8939,11891
Roja,83,68,346,430,1997,1999,2003,2007,308,661,636,551,20,96,88,50,15,37,39,47,76.4,5746,5857,390870,933982,1243825,4709,16129,20452
Mersrags,79,62,348,526,1996,1998,2005,2007,419,1127,733,692,37,179,223,129,14,75,117,117,119.3,8991,9163,573523,1303047,1637240,7260,21580,26810
Liepaja,73,58,51,69,1989,1990,1997,1998,198,816,247,236,20,216,230,93,18,113,56,30,60.5,4539,4626,114124,274545,354977,1563,4840,6271
Engure,53,42,219,355,1996,1999,2006,2006,402,715,875,892,43,70,116,113,8,16,23,22,41.7,3162,3223,422692,888942,1207623,7975,26495,34524
Skulte,11,11,16,17,1996,1996,1999,2003,254,3712,504,399,17,45,90,85,30,1004,998,286,30.7,2304,2349,35632,98509,131799,3239,11578,14656
Lapmezciems,5,5,1,2,1984,1984,1984,1984,292,299,393,406,20,26,42,43,44,30,28,27,0.8,62,63,6557,18528,26364,1311,4201,5994
Salacgriva,4,4,1,1,1998,1998,2005,2001,155,399,155,102,37,184,318,137,29,31,40,48,1.8,132,134,7318,18284,24784,1830,5243,7019
Marupe,1,1,1,2,1999,1999,1999,1999,348,348,348,348,21,21,21,21,9,9,9,9,0.5,37,38,2985,8756,12076,2985,11959,15079
Karsava,1,1,22,22,2019,2019,2019,2019,147,147,147,147,16,16,16,16,7,7,7,7,0.5,36,36,7923,17959,23901,7923,30311,37892
