Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ventspils,2022,799,30520,49206,2003,2003,2010,2010,394,1206,984,1612,45,144,358,392,17,52,80,87,4710.6,357193,364051,27755895,76227347,93693096,13727,47104,57923
Liepaja,1649,642,6501,8100,1996,2000,2002,2005,428,717,659,836,48,97,188,231,25,48,46,56,1559.8,117456,119711,11393048,30413744,40974214,6909,21979,27712
Riga,1191,579,22137,32721,2002,2004,2010,2012,521,1219,1064,1714,56,137,370,443,23,51,78,89,2861.7,216568,220727,16139207,44366637,55460774,13551,48617,59810
Roja,401,292,3883,5572,2001,2001,2006,2008,652,958,1041,1169,63,100,222,247,26,47,92,101,744.9,56112,57189,4861116,14052805,18131787,12122,43454,55178
Mersrags,230,183,3934,6389,2002,2002,2008,2009,679,1105,1618,1736,66,110,358,373,27,55,130,143,575.4,43656,44494,3287180,9359446,12063435,14292,54799,69064
Skulte,65,42,133,182,2002,2002,2003,2003,459,543,549,551,44,55,62,63,30,48,43,44,44.5,3341,3405,384892,1118786,1573058,5921,21710,29068
Salacgriva,45,34,75,102,2000,2000,2003,2003,413,566,549,550,52,62,81,82,24,30,28,29,22.2,1666,1698,263590,759777,1079325,5858,20225,27972
Lapmezciems,14,14,342,519,2002,2002,2012,2012,677,1045,1445,1356,56,137,570,537,18,34,86,83,42.3,3217,3279,235612,693097,1232180,16829,64736,94192
Engure,9,9,70,108,2004,2004,2008,2008,896,1108,1028,1024,88,123,134,135,31,37,36,36,15.6,1175,1197,97963,281896,390653,10885,41172,54498
Marupe,1,1,3,5,1999,1999,1999,1999,1029,1029,1029,1029,104,104,104,104,74,74,74,74,1.9,146,149,8826,25889,35703,8826,35358,44582
Karsava,1,1,67,65,2019,2019,2019,2019,442,442,442,442,58,58,58,58,11,11,11,11,1.4,107,109,23769,53876,71702,23769,90932,113677
Ainazi,1,1,1,1,1986,1986,1986,1986,241,241,241,241,25,25,25,25,22,22,22,22,0.2,17,17,3124,8962,12879,3124,10183,14645
