dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Service - other,14,4,2006,1998,1995,1993,61804969,37497250,808,2163,4569,3436,57,4335
Vehicle,1,1,2010,2010,2010,2010,32511236,10081166,540,540,540,540,3,205
Container,5,5,1997,1997,1999,1999,34534596,38972838,128,129,128,128,9,695
Service - tug,4,1,2008,2008,2008,2008,2098187,1265426,1539,1539,1815,1815,8,616
Bulk carrier,2,1,2004,2004,2004,2004,17860335,29299571,449,449,449,449,2,142
Chemical tanker,1,1,2007,2007,2007,2007,3972583,6707700,132,132,132,132,2,156
