int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,354,238,2010,2010,2011,2011,11216161509,18165541510,504,1431,1502,1503,1859,143505
Liquefied gas tanker,1237,288,2007,2009,2007,2007,599236328408,488736354298,4541,4361,4964,4806,72519,4942188
General cargo,496,193,1998,2002,2002,2005,3790119538,4652620220,377,953,1108,1036,766,58511
Vehicle,245,162,2009,2008,2008,2008,14187577909,4733679522,261,1016,970,974,829,64235
Bulk carrier,777,421,2006,2009,2008,2008,23309481245,40400220212,424,1225,854,839,2207,170875
Oil tanker,724,439,2008,2009,2009,2009,123851913401,230400193643,470,2263,2014,1990,10039,777230
Container,791,163,2006,2006,2009,2009,32903469493,36499812921,382,796,892,873,3327,257053
Service - other,64,31,2009,2007,2004,2003,100180896,112859853,261,2870,539,630,87,6535
Service - tug,1252,212,2007,2006,2009,2009,266325142,224605753,107,317,198,196,330,24763
Offshore,569,109,2010,2009,2010,2010,3346077377,2806857511,91,1415,1609,1514,798,58329
Ferry-RoPax,1,1,1983,1983,1983,1983,1661310,184537,80,80,80,80,5,403
Ro-Ro,554,32,2011,2010,2011,2010,89691363,152630824,139,284,277,276,495,37261
Cruise,28,12,2010,2005,2009,2007,604476403,61535148,220,351,255,274,163,12625
Ferry-pax only,1,1,1972,1972,1972,1972,201873,30049,132,132,132,132,0,10
